Employer Reputation,SCORE,SCORE,H-index Citations,SCORE,SCORE,Citations per Paper,SCORE,SCORE,Academic Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">70</div></div>",52,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">52</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">80.9</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=39</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">80.9</div></div>",54,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">54</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.4</div></div>",17,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=16</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">84.4</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-edinburgh"">The University of Edinburgh</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71.4</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.3</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=35</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.4</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.1</div></div>",20,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">20</span></div></div></div>",Denmark,"<div class=""td-wrap""><div class=""td-wrap-in"">84.3</div></div>",22,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">22</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-copenhagen"">University of Copenhagen</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">88.2</div></div>",7,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">7</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.8</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.2</div></div>",52,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">52</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">84.3</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">26</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">83.7</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-sydney"">The University of Sydney</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.5</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">34</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.2</div></div>",51,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=51</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",59,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">59</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.5</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">83</div></div>",24,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">24</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/princeton-university"">Princeton University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">67.8</div></div>",60,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=60</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">89.7</div></div>",15,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=15</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.2</div></div>",19,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=19</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.7</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=30</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">82.8</div></div>",25,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">25</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/durham-university"">Durham University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">86.5</div></div>",11,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">11</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.7</div></div>",85,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=83</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.7</div></div>",87,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">87</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.7</div></div>",19,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">19</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in"">82.4</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>26</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-tokyo"">The University of Tokyo</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.6</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">33</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.8</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">89.3</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">31</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.9</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in"">82.4</div></div>",27,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>26</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-british-columbia"">University of British Columbia</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">68.9</div></div>",55,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">55</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">62</div></div>",90,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=90</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.1</div></div>",68,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">68</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.4</div></div>",16,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=16</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in"">81.9</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">28</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/freie-universitaet-berlin"">Freie Universitaet Berlin</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">62.9</div></div>",71,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">71</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.2</div></div>",24,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=22</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">89.4</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=29</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.6</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">32</span></div></div></div>",Norway,"<div class=""td-wrap""><div class=""td-wrap-in"">81.7</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-oslo"">University of Oslo</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">73.8</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">44</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.5</div></div>",60,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=59</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.2</div></div>",58,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">58</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83.4</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">28</span></div></div></div>",Netherlands,"<div class=""td-wrap""><div class=""td-wrap-in"">81.1</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">30</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/leiden-university"">Leiden University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">77.7</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">30</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.5</div></div>",20,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">20</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">94.8</div></div>",6,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">6</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=38</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">81</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">31</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/duke-university"">Duke University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.8</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.5</div></div>",61,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=59</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.8</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.3</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=33</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in"">80.4</div></div>",32,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">32</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/mcgill-university"">McGill University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">62</div></div>",91,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=90</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.2</div></div>",96,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">96</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.3</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in"">79.6</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">33</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/kyoto-university"">Kyoto University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.7</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">46</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">84.9</div></div>",26,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.2</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">43</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.2</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>",Denmark,"<div class=""td-wrap""><div class=""td-wrap-in"">79</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">34</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/aarhus-university"">Aarhus University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">64</div></div>",67,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=67</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">84.9</div></div>",30,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.9</div></div>",14,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">14</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.3</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">78.9</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">35</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-texas-austin"">University of Texas at Austin</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">64.5</div></div>",66,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">66</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.3</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=35</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">89.4</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=29</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">42</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">78.2</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>36</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-arizona"">The University of Arizona</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.9</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.4</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">94.1</div></div>",9,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">9</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.4</div></div>",53,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=52</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">78.2</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>36</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-pennsylvania"">University of Pennsylvania</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">42.8</div></div>",97,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">97</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.8</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83.7</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.8</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">35</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in"">77.7</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">38</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/eberhard-karls-universitat-tubingen"">Eberhard Karls Universität Tübingen</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">59.5</div></div>",79,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=79</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">56.4</div></div>",96,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=96</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.1</div></div>",75,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">75</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">84</div></div>",27,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">27</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in"">77.5</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">39</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/humboldt-universitat-zu-berlin"">Humboldt-Universität zu Berlin</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">85.3</div></div>",15,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">15</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.3</div></div>",95,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=94</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.4</div></div>",92,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">92</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.2</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">36</span></div></div></div>",Mexico,"<div class=""td-wrap""><div class=""td-wrap-in"">77.4</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-nacional-autonoma-de-mexico-unam"">Universidad Nacional Autónoma de México  (UNAM)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">69.3</div></div>",54,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">54</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.2</div></div>",22,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=22</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">94.2</div></div>",8,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">8</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.8</div></div>",56,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">56</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">77.3</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/cornell-university"">Cornell University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">67.9</div></div>",59,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">59</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.8</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.9</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">42</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.1</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">77.1</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">42</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-north-carolina-chapel-hill"">University of North Carolina, Chapel Hill</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">88</div></div>",8,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">8</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83.6</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=32</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">89.8</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">28</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.7</div></div>",65,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">65</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">77</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">43</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-queensland"">The University of Queensland</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">63.9</div></div>",69,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">69</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.7</div></div>",11,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=11</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.3</div></div>",18,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">18</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",59,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">59</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">76.6</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">44</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/arizona-state-university"">Arizona State University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">75.1</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=37</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.2</div></div>",53,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=51</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.8</div></div>",56,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">56</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.2</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>",New Zealand,"<div class=""td-wrap""><div class=""td-wrap-in"">76.5</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">45</span></div></div></div>",Oceania,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-auckland"">The University of Auckland</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">53.9</div></div>",89,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">89</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.2</div></div>",58,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=51</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.9</div></div>",24,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=23</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.1</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">76.1</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">46</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-wisconsin-madison"">University of Wisconsin-Madison</a></div></div>"
