Employer Reputation,SCORE,SCORE,H-index Citations,SCORE,SCORE,Citations per Paper,SCORE,SCORE,Academic Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">73</div></div>",79,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=78</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">92.2</div></div>",15,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=13</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">100</div></div>",1,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">1</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69.4</div></div>",102,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">102</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">77.8</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-york"">University of York</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">77.8</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">48</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.3</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.6</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.3</div></div>",93,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">93</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">77.4</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>",Europe,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-exeter"">The University of Exeter</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">60.8</div></div>",154,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">154</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85</div></div>",51,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=51</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.5</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">48</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65.4</div></div>",133,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=133</span></div></div></div>",Denmark,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",51,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/aarhus-university"">Aarhus University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">69</div></div>",104,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">104</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.2</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=40</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.3</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">49</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">70.1</div></div>",100,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">100</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",52,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/brown-university"">Brown University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">61.9</div></div>",146,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=146</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.5</div></div>",149,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=149</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.4</div></div>",157,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">157</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81</div></div>",36,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">36</span></div></div></div>",Hungary,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",53,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/central-european-university"">Central European University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">58.5</div></div>",170,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">170</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",97,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=97</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.6</div></div>",116,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">116</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.6</div></div>",82,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=82</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",54,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/eberhard-karls-universitat-tubingen"">Eberhard Karls Universität Tübingen</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",201,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank "">201</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",98,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=97</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">80</div></div>",127,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">127</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86</div></div>",19,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">19</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",55,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ecole-des-hautes-etudes-en-sciences-sociales"">Ecole des Hautes Etudes en Sciences Sociales</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">62.1</div></div>",143,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=143</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.2</div></div>",125,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=125</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.2</div></div>",147,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">147</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.8</div></div>",64,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=64</span></div></div></div>",Italy,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",56,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/european-university-institute"">European University Institute</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.3</div></div>",39,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=39</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">62.4</div></div>",182,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=182</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.8</div></div>",193,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=193</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.2</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>",China (Mainland),"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",57,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/fudan-university"">Fudan University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.6</div></div>",87,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=87</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.4</div></div>",165,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=164</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.6</div></div>",165,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">165</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.2</div></div>",68,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=68</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",58,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-gottingen"">University of Göttingen</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70</div></div>",94,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=94</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",100,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=97</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83.7</div></div>",103,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">103</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.2</div></div>",69,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=68</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",59,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/georgetown-university"">Georgetown University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">66.8</div></div>",117,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=117</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85</div></div>",54,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=51</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.4</div></div>",86,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=86</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.4</div></div>",78,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">78</span></div></div></div>",Belgium,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",60,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ku-leuven"">KU Leuven</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">86.5</div></div>",9,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">9</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">59.6</div></div>",189,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=187</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.1</div></div>",195,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">195</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.3</div></div>",52,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">52</span></div></div></div>",Russia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",61,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/lomonosov-moscow-state-university"">Lomonosov Moscow State University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">59.4</div></div>",163,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">163</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.5</div></div>",71,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=67</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.2</div></div>",81,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">81</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.3</div></div>",119,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=119</span></div></div></div>",Sweden,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",62,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/lund-university"">Lund University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">91.4</div></div>",4,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">4</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.8</div></div>",89,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=89</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.1</div></div>",78,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=77</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">70.6</div></div>",98,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">98</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",63,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/massachusetts-institute-technology-mit"">Massachusetts Institute of Technology (MIT)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.9</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.3</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=32</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.2</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">70.9</div></div>",97,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">97</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",64,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/monash-university"">Monash University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71.2</div></div>",85,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=84</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.4</div></div>",139,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=139</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.4</div></div>",150,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=150</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.2</div></div>",88,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=88</span></div></div></div>",Russia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",65,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hse-university-national-research-university-higher-school-economics"">HSE University (National Research University Higher School of Economics)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.8</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">46</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.3</div></div>",27,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=26</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">93.5</div></div>",22,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=21</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.3</div></div>",120,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=119</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",66,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/northwestern-university"">Northwestern University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">68.5</div></div>",107,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=107</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">56.4</div></div>",191,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=191</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">58.6</div></div>",191,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">191</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.6</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",67,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/osaka-university"">Osaka University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">82.3</div></div>",23,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">23</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65</div></div>",173,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=171</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65.7</div></div>",180,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">180</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.8</div></div>",65,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=64</span></div></div></div>",Chile,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",68,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Latin America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/pontificia-universidad-cat%C3%B3lica-de-chile-uc"">Pontificia Universidad Católica de Chile (UC)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70</div></div>",95,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=94</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.2</div></div>",79,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=77</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.5</div></div>",63,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">63</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.6</div></div>",91,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">91</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",69,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/queen-mary-university-london"">Queen Mary University of London</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">69.1</div></div>",102,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=102</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.5</div></div>",151,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=149</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.8</div></div>",138,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">138</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.8</div></div>",66,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=64</span></div></div></div>",Italy,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",70,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/sapienza-university-rome"">Sapienza University of Rome</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.3</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=39</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65</div></div>",174,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=171</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65.8</div></div>",179,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">179</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.3</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">31</span></div></div></div>",South Korea,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",71,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/seoul-national-university"">Seoul National University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",72,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">72</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.4</div></div>",142,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=139</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">70.9</div></div>",168,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">168</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",72,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/sorbonne-university"">Sorbonne University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.1</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=42</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.8</div></div>",113,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=110</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">84</div></div>",101,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=100</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.4</div></div>",110,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">110</span></div></div></div>",New Zealand,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",73,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-auckland"">The University of Auckland</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">79.6</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=37</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.2</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=40</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.7</div></div>",61,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">61</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.7</div></div>",124,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=124</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",74,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-new-south-wales-unsw-sydney"">The University of New South Wales (UNSW Sydney)</a></div></div>"
