aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
University of Amsterdam uva,,Netherlands,6,University of Amsterdam,556,20,200,master_account,85.4,76,36.0,310,69.8,94,75.8,200,77.6,24,71.0,26,57 : 43,"23,495",12%,12.3,"Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-amsterdam
National University of Singapore nus,,Singapore,6,National University of Singapore,504,21,210,master_account,66.6,215,41.1,185,85.0,38,75.6,210,86.7,12,71.8,23,51 : 49,"30,602",30%,17.0,"Geography,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/national-university-singapore
Peking University,,China,0,Peking University,514,22,220,master_account,72.9,164,100.0,6,94.2,9,75.2,220,70.3,33,75.6,18,47 : 53,"42,136",16%,8.9,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies,Geography",/world-university-rankings/peking-university
Australian National University anu,,Australia,0,Australian National University,502,=23,230,master_account,68.3,202,65.8,64,78.1,59,74.6,230,82.3,15,71.5,24,52 : 48,"15,986",35%,19.3,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/australian-national-university
ETH Zurich,,Switzerland,0,ETH Zurich,479,=23,240,master_account,99.3,6,58.3,72,98.0,4,74.6,240,73.0,30,52.9,59,31 : 69,"19,233",38%,14.6,Politics & International Studies (incl Development Studies),/world-university-rankings/eth-zurich
Northwestern University,,United States,0,Northwestern University,490,25,250,private,97.7,10,38.3,232,33.8,317,74.4,250,76.5,25,66.4,33,48 : 52,"17,466",18%,12.8,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/northwestern-university
University of Washington,,United States,0,University of Washington,489,26,260,public,91.0,42,35.9,321,35.0,311,74.3,260,75.0,28,72.9,22,52 : 48,"44,945",16%,11.4,"Communication & Media Studies,Geography,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-washington
University of Toronto,,Canada,0,University of Toronto,483,27,270,master_account,71.4,176,35.4,386,60.3,147,73.3,270,80.3,21,73.5,20,,"69,427",17%,18.7,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-toronto
University of British Columbia ubc,,Canada,11,University of British Columbia,486,28,280,master_account,88.7,55,35.5,348,86.2,30,72.4,280,66.9,38,64.9,39,54 : 46,"51,889",29%,18.1,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-british-columbia
King’s College London,,United Kingdom,11,King’s College London,520,29,290,master_account,78.8,118,71.1,57,78.9,54,71.8,290,69.9,34,66.8,31,62 : 38,"23,207",41%,12.0,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/kings-college-london
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,30,300,master_account,61.1,263,100.0,2,99.1,1,71.0,300,75.3,27,65.5,36,54 : 46,"18,364",42%,18.0,"Geography,Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/university-hong-kong
University of Mannheim,,Germany,0,University of Mannheim,131813,31,310,master_account,90.5,47,54.8,85,62.9,129,70.5,310,74.3,29,54.2,57,54 : 46,"10,995",16%,74.5,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-mannheim
"University of California, San Diego",,United States,0,"University of California, San Diego",497,=32,320,public,97.5,11,81.4,34,37.2,295,70.0,320,64.0,42,61.7,41,46 : 54,"29,633",17%,12.8,"Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-california-san-diego
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,=32,330,public,76.5,135,37.6,248,25.4,354,70.0,330,78.8,23,68.9,29,56 : 44,"34,684",8%,9.7,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/university-north-carolina-chapel-hill
University of Manchester,,United Kingdom,0,University of Manchester,512,34,340,master_account,87.0,68,35.8,324,67.7,106,68.8,340,66.8,39,59.4,43,52 : 48,"35,318",38%,14.6,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/university-manchester
Free University of Berlin,,Germany,0,Free University of Berlin,617,35,350,master_account,57.7,288,41.0,186,62.9,128,68.4,350,78.8,22,69.6,28,59 : 41,"34,114",21%,57.0,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/free-university-berlin
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,36,360,public,71.9,172,40.0,197,37.7,291,67.6,360,67.4,36,73.5,19,46 : 54,"43,402",23%,22.8,"Sociology,Communication & Media Studies,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-illinois-urbana-champaign
University of Texas at Austin,,United States,0,University of Texas at Austin,493,37,370,public,84.5,84,46.4,129,25.1,359,66.9,370,65.4,41,66.1,35,51 : 49,"48,561",10%,17.1,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography",/world-university-rankings/university-texas-austin
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,38,380,public,88.0,61,37.6,249,38.2,287,66.7,380,71.1,32,54.9,55,49 : 51,"53,190",13%,12.7,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/ohio-state-university-main-campus
University of Sussex,,United Kingdom,11,University of Sussex,563,39,390,master_account,90.3,49,35.5,355,77.3,62,66.3,390,57.2,54,56.8,49,55 : 45,"12,384",38%,15.4,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-sussex
The University of Tokyo,,Japan,0,The University of Tokyo,494,40,400,master_account,54.0,311,73.8,49,53.2,185,66.0,400,72.7,31,71.0,27,,"26,000",10%,6.7,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/university-tokyo
Humboldt University of Berlin,,Germany,0,Humboldt University of Berlin,573,41,410,master_account,71.1,180,51.4,100,52.5,193,65.4,410,65.5,40,65.1,38,,"32,172",17%,56.5,"Geography,Sociology",/world-university-rankings/humboldt-university-berlin
Utrecht University utrecht  utrecht university,,Netherlands,0,Utrecht University,532,42,420,master_account,86.8,69,74.5,47,52.4,194,64.3,420,60.9,47,52.3,60,59 : 41,"31,522",7%,15.2,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/utrecht-university
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,43,430,master_account,64.2,239,35.5,351,76.1,66,64.1,430,60.8,48,66.7,32,59 : 41,"26,759",40%,12.5,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/university-edinburgh
McGill University,,Canada,0,McGill University,492,=44,440,master_account,72.5,168,35.4,372,81.3,45,63.8,440,67.2,37,51.8,62,57 : 43,"30,940",26%,13.3,"Communication & Media Studies,Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/mcgill-university
University of Southern California,,United States,0,University of Southern California,519,=44,450,private,87.1,67,38.6,225,29.0,333,63.8,450,61.2,45,58.4,47,53 : 47,"38,380",23%,12.8,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/university-southern-california
University of Essex,,United Kingdom,0,University of Essex,674,46,460,master_account,84.0,90,36.3,286,93.6,10,63.5,460,53.6,67,52.9,58,55 : 45,"10,986",43%,16.5,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-essex
KU Leuven,,Belgium,11,KU Leuven,531,=47,470,master_account,75.1,147,100.0,4,69.4,97,63.3,470,68.2,35,44.9,83,50 : 50,"44,412",15%,37.1,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/ku-leuven
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,=47,480,public,86.2,71,42.7,161,28.8,334,63.3,480,60.1,50,58.5,46,46 : 54,"45,411",14%,15.2,"Sociology,Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/penn-state-main-campus
University of Minnesota,,United States,0,University of Minnesota,506,49,490,public,82.3,100,84.9,30,27.7,341,62.9,490,61.1,46,56.1,52,51 : 49,"60,949",11%,17.4,"Geography,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/university-minnesota
Sciences Po,,France,0,Sciences Po,974,50,500,master_account,66.6,216,43.7,153,64.9,121,62.2,500,60.4,49,61.5,42,59 : 41,"9,679",45%,38.1,"Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/sciences-po
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,=51,510,master_account,65.7,224,49.8,114,92.6,13,61.9,510,55.3,57,59.3,44,,"18,072",31%,17.3,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/chinese-university-hong-kong
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,=51,520,master_account,94.0,27,45.4,138,62.4,132,61.9,520,53.8,66,46.6,79,54 : 46,"16,310",29%,14.9,"Sociology,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/durham-university
Wageningen University & Research,,Netherlands,0,Wageningen University & Research,540,53,530,master_account,99.4,5,100.0,8,78.2,58,61.8,530,49.4,78,38.5,116,55 : 45,"12,326",29%,19.7,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/wageningen-university-research
Michigan State University,,United States,0,Michigan State University,560,=54,540,public,83.3,95,37.8,244,39.6,277,61.7,540,56.4,56,57.3,48,51 : 49,"44,556",17%,17.0,"Geography,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/michigan-state-university
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,=54,550,master_account,73.7,157,98.2,16,68.2,105,61.7,550,54.1,63,55.8,53,32 : 68,"42,089",9%,13.7,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography",/world-university-rankings/tsinghua-university
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,56,560,public,91.4,40,39.7,201,28.4,335,61.4,560,58.3,52,50.8,64,48 : 52,"31,772",10%,16.5,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-maryland-college-park
Indiana University,,United States,0,Indiana University,587,57,570,public,71.8,173,45.5,137,34.3,314,61.3,570,59.5,51,62.6,40,52 : 48,"66,835",15%,14.1,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/indiana-university
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,58,580,public,95.8,19,86.7,27,38.2,286,61.1,580,54.9,58,43.8,84,52 : 48,"23,054",14%,28.1,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-california-santa-barbara
"University of California, Irvine",,United States,0,"University of California, Irvine",550,59,590,public,96.7,15,36.5,280,36.8,296,60.5,590,54.8,59,45.7,81,52 : 48,"30,419",21%,17.0,"Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-california-irvine
University of Warwick,,United Kingdom,0,University of Warwick,622,60,600,master_account,75.2,146,35.4,393,71.1,91,60.4,600,56.8,55,52.2,61,48 : 52,"18,424",39%,13.0,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-warwick
The Hong Kong University of Science and Technology hkust,,Hong Kong,11,The Hong Kong University of Science and Technology,526,61,610,master_account,85.3,77,37.3,256,96.4,7,60.2,610,53.9,65,40.6,99,,"10,214",31%,23.1,Politics & International Studies (incl Development Studies),/world-university-rankings/hong-kong-university-science-and-technology
Georgetown University,,United States,0,Georgetown University,602,62,620,private,83.6,92,100.0,1,45.8,243,59.8,620,50.8,72,50.5,65,54 : 46,"15,956",17%,8.6,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/georgetown-university
University of Sheffield united kingdom UK Sheffield,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-51616042,United Kingdom,11,University of Sheffield,565,63,630,master_account,83.2,96,36.0,313,63.9,123,59.4,630,54.0,64,47.3,73,50 : 50,"24,581",36%,14.9,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-sheffield
Brown University,,United States,0,Brown University,513,64,640,private,76.7,132,35.7,327,52.8,191,59.3,640,42.3,102,66.2,34,,"8,898",20%,10.7,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/brown-university
University of Oslo,,Norway,0,University of Oslo,647,65,650,master_account,83.0,98,40.6,191,48.9,221,59.0,650,54.8,60,48.5,71,60 : 40,"27,730",19%,18.6,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-oslo
Arizona State University (Tempe)  ,,United States,0,Arizona State University (Tempe)  ,591,66,660,public,94.8,24,42.4,166,36.5,297,58.8,660,54.5,61,41.9,93,43 : 57,"44,475",19%,20.1,"Sociology,Politics & International Studies (incl Development Studies),Geography,Communication & Media Studies",/world-university-rankings/arizona-state-university-tempe
Leiden University,,Netherlands,6,Leiden University,543,67,670,master_account,68.6,198,75.7,45,55.4,166,58.5,670,61.3,44,47.2,75,57 : 43,"24,825",12%,18.2,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/leiden-university
University of Sydney UniSyd,,Australia,11,University of Sydney,522,68,680,master_account,73.8,153,53.0,93,71.9,85,57.9,680,50.5,74,50.1,66,57 : 43,"44,553",32%,21.6,"Sociology,Communication & Media Studies,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-sydney
Erasmus University Rotterdam,,Netherlands,6,Erasmus University Rotterdam,621,69,690,master_account,84.8,80,53.6,89,75.6,69,57.5,690,51.1,70,39.2,111,49 : 51,"22,047",20%,20.1,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/erasmus-university-rotterdam
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,70,700,master_account,66.6,214,46.2,131,53.2,184,57.3,700,62.9,43,46.2,80,61 : 39,"36,091",15%,15.6,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography,Sociology",/world-university-rankings/lmu-munich
Lund University,,Sweden,0,Lund University,544,71,710,master_account,79.9,112,52.1,98,62.4,133,56.7,710,45.5,87,49.1,70,55 : 45,"28,663",16%,12.1,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography",/world-university-rankings/lund-university
Paris Sciences et Lettres – PSL Research University Paris,,France,0,Paris Sciences et Lettres – PSL Research University Paris,615804,72,720,master_account,48.3,344,35.8,325,56.2,160,56.5,720,52.5,69,68.5,30,,"19,978",25%,10.1,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris
Lancaster University,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-49618222,United Kingdom,11,Lancaster University,595,73,730,master_account,91.8,37,37.8,243,68.6,101,56.3,730,47.4,80,36.3,130,51 : 49,"11,637",38%,13.1,"Geography,Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/lancaster-university
University of Copenhagen,,Denmark,0,University of Copenhagen,599,=74,740,master_account,78.2,123,47.1,125,62.6,131,56.0,740,44.1,92,49.9,67,58 : 42,"30,395",14%,4.1,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/university-copenhagen
Uppsala University,,Sweden,0,Uppsala University,551,=74,750,master_account,75.7,143,71.7,55,54.3,174,56.0,750,52.6,68,43.5,86,57 : 43,"25,174",11%,17.3,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/uppsala-university
"Rutgers, the State University of New Jersey",,United States,0,"Rutgers, the State University of New Jersey",546,=76,760,public,75.5,145,37.5,253,23.2,375,55.9,760,50.1,75,55.5,54,52 : 48,"43,439",10%,11.1,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/rutgers-state-university-new-jersey-0
Stockholm University,,Sweden,0,Stockholm University,596,=76,770,master_account,83.5,94,38.9,215,65.7,113,55.9,770,54.5,62,34.9,138,,"33,156",8%,24.9,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/stockholm-university
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,78,780,master_account,84.8,81,73.3,51,78.2,57,55.8,780,46.5,83,36.4,129,55 : 45,"38,968",26%,35.7,"Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-queensland
University of Bristol,,United Kingdom,11,University of Bristol,530,79,790,master_account,72.2,169,35.9,318,72.5,83,55.6,790,46.5,81,49.5,68,53 : 47,"19,995",27%,13.7,"Communication & Media Studies,Geography,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-bristol
University of Groningen,,Netherlands,11,University of Groningen,598,80,800,master_account,79.6,113,73.7,50,57.9,153,55.5,800,51.1,71,39.3,108,52 : 48,"26,197",17%,24.1,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-groningen
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,81,810,private,95.1,23,41.3,183,75.8,68,55.4,810,36.6,125,40.3,100,39 : 61,"12,676",45%,13.5,Politics & International Studies (incl Development Studies),/world-university-rankings/carnegie-mellon-university
University of York,,United Kingdom,0,University of York,586,82,820,master_account,81.5,105,36.1,309,69.2,98,55.3,820,45.7,86,43.0,87,55 : 45,"14,962",27%,15.1,"Geography,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-york
University of Exeter,,United Kingdom,11,University of Exeter,620,83,830,master_account,95.6,20,37.8,242,73.7,78,55.2,830,39.3,113,37.1,125,55 : 45,"19,159",28%,17.5,"Sociology,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-exeter
University of Konstanz,,Germany,0,University of Konstanz,658,84,840,master_account,67.4,209,98.6,12,55.0,171,54.9,840,49.7,76,47.2,74,54 : 46,"11,381",12%,48.2,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-konstanz
Georgia Institute of Technology,,United States,0,Georgia Institute of Technology,488,85,850,public,88.5,57,42.1,170,50.2,212,54.8,850,46.5,82,39.2,112,31 : 69,"20,773",27%,20.7,"Communication & Media Studies,Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/georgia-institute-technology
University of Twente,,Netherlands,6,University of Twente,664,86,860,master_account,93.8,28,98.6,13,85.6,33,54.4,860,32.4,154,35.4,135,37 : 63,"6,697",27%,12.8,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-twente
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,87,870,master_account,65.2,231,66.1,63,87.2,25,54.2,870,57.5,53,33.9,146,48 : 52,"25,499",31%,16.3,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/nanyang-technological-university-singapore
"Goldsmiths, University of London",,United Kingdom,0,"Goldsmiths, University of London",131449,=88,880,master_account,80.2,110,35.9,320,67.6,107,53.9,880,39.1,114,46.7,78,66 : 34,"7,416",37%,13.9,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/goldsmiths-university-london
University of Leeds,,United Kingdom,0,University of Leeds,597,=88,890,master_account,80.5,107,39.0,213,61.5,137,53.9,890,44.5,90,42.2,90,60 : 40,"27,995",26%,14.7,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography",/world-university-rankings/university-leeds
University of Zurich,,Switzerland,0,University of Zurich,525,=88,900,master_account,92.7,34,52.9,94,84.3,40,53.9,900,34.3,145,36.8,126,57 : 43,"26,363",20%,5.9,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies,Geography",/world-university-rankings/university-zurich
Cardiff University,,United Kingdom,0,Cardiff University,671,=91,910,master_account,84.7,82,35.6,337,48.6,225,52.8,910,43.9,94,39.5,105,58 : 42,"24,186",26%,13.5,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/cardiff-university
Washington University in St Louis,,United States,11,Washington University in St Louis,505,=91,920,private,60.6,267,35.6,344,31.7,324,52.8,920,49.5,77,56.3,51,,"12,600",17%,7.5,"Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/washington-university-st-louis
Syracuse University,,United States,0,Syracuse University,1020,93,930,private,79.1,116,36.0,314,25.8,350,52.7,930,45.7,85,46.9,77,54 : 46,"20,180",19%,16.3,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Geography",/world-university-rankings/syracuse-university
Copenhagen Business School,,Denmark,0,Copenhagen Business School,131327,94,940,master_account,93.6,30,44.3,146,93.2,11,52.5,940,34.7,139,29.8,170,49 : 51,"19,079",23%,44.3,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/copenhagen-business-school
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,95,950,master_account,67.7,206,80.3,35,79.3,53,52.1,950,47.8,79,36.0,134,46 : 54,"40,133",34%,26.7,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/unsw-sydney
Seoul National University,,South Korea,0,Seoul National University,588,96,960,master_account,36.0,388,51.2,103,53.0,189,51.9,960,50.8,73,65.2,37,,"26,470",11%,12.6,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Geography",/world-university-rankings/seoul-national-university
