Metric,Value,Year,Institution,Numeric Value,Rank,Decile,UKPRN,Consistent Name,RG Rank
Completion rate (%),90.2,2020,University of Aberdeen,90.2,37.0,8.0,10007783,University of Aberdeen,
Completion rate (%),95.1,2020,Newcastle University,95.1,10.0,10.0,10007799,University of Newcastle Upon Tyne,8.0
Completion rate (%),92.9,2020,University of Liverpool,92.9,18.0,9.0,10006842,University of Liverpool,13.0
Completion rate (%),91.8,2020,King's College London,91.8,29.0,8.0,10003645,King's College London,19.0
Completion rate (%),90.8,2020,Swansea University,90.8,34.0,8.0,10007855,Swansea University,
Completion rate (%),92.6,2020,University of Surrey,92.6,22.0,9.0,10007160,University of Surrey,
Completion rate (%),86.8,2020,Heriot-Watt University,86.8,56.0,6.0,10007764,Heriot-Watt University,
Completion rate (%),91.8,2020,Cardiff University,91.8,29.0,8.0,10007814,Cardiff University,19.0
Completion rate (%),91.8,2020,"Queen's University, Belfast",91.8,29.0,8.0,10005343,The Queen's University of Belfast,19.0
Completion rate (%),88.5,2020,University of Strathclyde,88.5,49.0,7.0,10007805,University of Strathclyde,
Completion rate (%),85.4,2020,University of Essex,85.4,65.0,5.0,10007791,University of Essex,
Completion rate (%),93.0,2020,University of Reading,93.0,17.0,9.0,10007802,University of Reading,
Completion rate (%),90.7,2020,University of Sussex,90.7,35.0,8.0,10007806,University of Sussex,
Completion rate (%),87.6,2020,Nottingham Trent University,87.6,55.0,6.0,10004797,Nottingham Trent University,
Completion rate (%),92.3,2020,University of Leicester,92.3,24.0,9.0,10007796,University of Leicester,
Completion rate (%),80.1,2020,University for the Creative Arts,80.1,103.0,3.0,10006427,University for the Creative Arts,
Completion rate (%),90.0,2020,Arts University Bournemouth,90.0,39.0,8.0,10000385,The Arts University College at Bournemouth,
Completion rate (%),81.4,2020,SOAS University of London,81.4,94.0,3.0,10007780,School of Oriental and African Studies,
Completion rate (%),81.6,2020,Aberystwyth University,81.6,93.0,3.0,10007856,Prifysgol Aberystwyth,
Completion rate (%),88.7,2020,Keele University,88.7,47.0,7.0,10007767,University of Keele,
Completion rate (%),86.7,2020,University of Stirling,86.7,59.0,6.0,10007804,University of Stirling,
Completion rate (%),92.0,2020,Aston University,92.0,28.0,8.0,10007759,Aston University,
Completion rate (%),89.9,2020,"Queen Mary, University of London",89.9,40.0,7.0,10007775,"Queen Mary and Westfield College, University of London",22.0
Completion rate (%),83.9,2020,Coventry University,83.9,77.0,5.0,10001726,Coventry University,
Completion rate (%),88.1,2020,University of Lincoln,88.1,52.0,7.0,10007151,University of Lincoln,
Completion rate (%),78.1,2020,University of West London,78.1,117.0,2.0,10006566,The University of West London,
Completion rate (%),78.4,2020,Staffordshire University,78.4,113.0,2.0,10006299,Staffordshire University,
Completion rate (%),89.0,2020,University of Kent,89.0,45.0,7.0,10007150,University of Kent,
Completion rate (%),85.1,2020,Edge Hill University,85.1,68.0,5.0,10007823,Edge Hill University,
Completion rate (%),85.4,2020,University of Portsmouth,85.4,65.0,6.0,10007155,University of Portsmouth,
Completion rate (%),88.8,2020,Leeds Arts University,88.8,46.0,7.0,10003854,Leeds College of Art,
Completion rate (%),83.3,2020,Ulster University,83.3,82.0,4.0,10007807,University of Ulster,
Completion rate (%),84.3,2020,University of the West of England,84.3,71.0,5.0,10007164,"University of the West of England, Bristol",
Completion rate (%),79.9,2020,Liverpool Hope University,79.9,104.0,3.0,10003956,Liverpool Hope University,
Completion rate (%),84.2,2020,University of Huddersfield,84.2,72.0,5.0,10007148,University of Huddersfield,
Completion rate (%),83.5,2020,Manchester Metropolitan University,83.5,81.0,4.0,10004180,The Manchester Metropolitan University,
Completion rate (%),88.6,2020,Norwich University of the Arts,88.6,48.0,7.0,10004775,Norwich University College of the Arts,
Completion rate (%),89.6,2020,Oxford Brookes University,89.6,43.0,7.0,10004930,Oxford Brookes University,
Completion rate (%),84.0,2020,Northumbria University,84.0,75.0,5.0,10001282,University of Northumbria at Newcastle,
Completion rate (%),85.7,2020,Sheffield Hallam University,85.7,64.0,6.0,10005790,Sheffield Hallam University,
Completion rate (%),93.3,2020,"St George's, University of London",93.3,16.0,9.0,10007782,St George's Hospital Medical School,
Completion rate (%),78.5,2020,"Goldsmiths, University of London",78.5,112.0,2.0,10002718,Goldsmiths' College,
Completion rate (%),74.3,2020,University of Roehampton,74.3,126.0,1.0,10007776,Roehampton University,
Completion rate (%),84.1,2020,Bangor University,84.1,73.0,5.0,10007857,Bangor University,
Completion rate (%),88.0,2020,University of Chichester,88.0,53.0,6.0,10007137,The University of Chichester,
Completion rate (%),86.8,2020,Falmouth University,86.8,56.0,6.0,10008640,University College Falmouth,
Completion rate (%),88.5,2020,"City, University of London",88.5,49.0,7.0,10001478,The City University,
Completion rate (%),85.0,2020,De Montfort University,85.0,69.0,5.0,10001883,De Montfort University,
Completion rate (%),79.6,2020,University of Central Lancashire,79.6,107.0,2.0,10007141,University of Central Lancashire,
Completion rate (%),83.6,2020,Plymouth University,83.6,80.0,4.0,10007801,University of Plymouth,
Completion rate (%),83.0,2020,University of Hull,83.0,83.0,4.0,10007149,University of Hull,
Completion rate (%),84.7,2020,Liverpool John Moores University,84.7,70.0,5.0,10003957,Liverpool John Moores University,
Completion rate (%),86.2,2020,"University of the Arts, London",86.2,62.0,6.0,10007162,"University of the Arts, London",
Completion rate (%),80.5,2020,University of Chester,80.5,101.0,3.0,10007848,University of Chester,
Completion rate (%),87.7,2020,York St John University,87.7,54.0,6.0,10007713,York St John University,
Completion rate (%),81.9,2020,"Queen Margaret University, Edinburgh",81.9,90.0,4.0,10005337,"Queen Margaret University, Edinburgh",
Completion rate (%),86.8,2020,Robert Gordon University,86.8,56.0,6.0,10005500,The Robert Gordon University,
Completion rate (%),82.0,2020,University of Greenwich,82.0,89.0,4.0,10007146,University of Greenwich,
Completion rate (%),81.0,2020,"St Mary's University, Twickenham",81.0,96.0,3.0,10007843,"St Mary's University College, Twickenham",
Completion rate (%),77.5,2020,London South Bank University,77.5,119.0,1.0,10004078,London South Bank University,
Completion rate (%),79.8,2020,Teesside University,79.8,105.0,2.0,10007161,Teesside University,
Completion rate (%),83.7,2020,University of Hertfordshire,83.7,78.0,4.0,10007147,University of Hertfordshire,
Completion rate (%),77.9,2020,Solent University,77.9,118.0,1.0,10006022,Southampton Solent University,
Completion rate (%),91.2,2020,Royal Agricultural University,91.2,33.0,8.0,10005545,Royal Agricultural College,
Completion rate (%),79.1,2020,University of Derby,79.1,110.0,2.0,10007851,University of Derby,
Completion rate (%),84.0,2020,University of Buckingham,84.0,75.0,5.0,10007787,The University of Buckingham,
Completion rate (%),81.8,2020,University of Worcester,81.8,91.0,4.0,10007139,University of Worcester,
Completion rate (%),85.3,2020,Bournemouth University,85.3,67.0,5.0,10000824,Bournemouth University,
Completion rate (%),80.9,2020,University of Gloucestershire,80.9,97.0,3.0,10007145,University of Gloucestershire,
Completion rate (%),82.6,2020,Birmingham City University,82.6,86.0,4.0,10007140,Birmingham City University,
Completion rate (%),83.7,2020,Glasgow Caledonian University,83.7,78.0,5.0,10007762,Glasgow Caledonian University,
Completion rate (%),77.4,2020,Abertay University,77.4,120.0,1.0,10007849,University of Abertay Dundee,
Completion rate (%),86.3,2020,University of Winchester,86.3,61.0,6.0,10003614,University of Winchester,
Completion rate (%),86.5,2020,Brunel University London,86.5,60.0,6.0,10000961,Brunel University,
Completion rate (%),82.2,2020,Edinburgh Napier University,82.2,88.0,4.0,10007772,Edinburgh Napier University,
Completion rate (%),78.4,2020,Plymouth Marjon University,78.4,113.0,2.0,10037449,University of St Mark & St John,
Completion rate (%),77.2,2020,University of Wales Trinity St David,77.2,121.0,1.0,10007858,University of Wales: Trinity Saint David,
Completion rate (%),90.2,2020,Bishop Grosseteste University,90.2,37.0,8.0,10007811,Bishop Grosseteste University College Lincoln,
Completion rate (%),83.0,2020,University of Bradford,83.0,83.0,4.0,10007785,University of Bradford,
Completion rate (%),84.1,2020,Kingston University,84.1,73.0,5.0,10003678,Kingston University,
Completion rate (%),78.9,2020,Middlesex University,78.9,111.0,2.0,10004351,Middlesex University,
Completion rate (%),80.9,2020,University of the West of Scotland,80.9,97.0,3.0,10007800,University of the West of Scotland,
Completion rate (%),80.4,2020,University of Sunderland,80.4,102.0,3.0,10007159,University of Sunderland,
Completion rate (%),86.2,2020,Bath Spa University,86.2,62.0,6.0,10000571,Bath Spa University,
Completion rate (%),78.3,2020,University of Salford,78.3,115.0,2.0,10007156,University of Salford,
Completion rate (%),79.6,2020,Cardiff Metropolitan University,79.6,107.0,2.0,10007854,Cardiff Metropolitan University,
Completion rate (%),79.3,2020,Bucks New University,79.3,109.0,2.0,10000975,Buckinghamshire New University,
Completion rate (%),79.8,2020,University of South Wales,79.8,105.0,2.0,10007793,University of Glamorgan / Prifysgol Morgannwg,
Completion rate (%),76.6,2020,Newman University,76.6,122.0,1.0,10007832,Newman University College,
Completion rate (%),80.6,2020,University of Northampton,80.6,99.0,3.0,10007138,The University of Northampton,
Completion rate (%),82.4,2020,Leeds Trinity University,82.4,87.0,4.0,10003863,Leeds Trinity University College,
Completion rate (%),80.6,2020,Canterbury Christ Church University,80.6,99.0,3.0,10001143,Canterbury Christ Church University,
Completion rate (%),81.7,2020,University of Westminster,81.7,92.0,3.0,10007165,The University of Westminster,
Completion rate (%),78.2,2020,Anglia Ruskin University,78.2,116.0,2.0,10000291,Anglia Ruskin University,
Completion rate (%),82.7,2020,University of Cumbria,82.7,85.0,4.0,10007842,The University of Cumbria,
Completion rate (%),81.3,2020,University of Brighton,81.3,95.0,3.0,10000886,University of Brighton,
Completion rate (%),76.4,2020,Leeds Beckett University,76.4,123.0,1.0,10003861,Leeds Metropolitan University,
Completion rate (%),72.9,2020,University of Wolverhampton,72.9,127.0,1.0,10007166,University of Wolverhampton,
Completion rate (%),72.8,2020,University of Bolton,72.8,128.0,1.0,10006841,The University of Bolton,
Completion rate (%),65.7,2020,London Metropolitan University,65.7,131.0,1.0,10004048,London Metropolitan University,
Completion rate (%),75.5,2020,University of East London,75.5,124.0,1.0,10007144,University of East London,
Completion rate (%),66.3,2020,University of Bedfordshire,66.3,130.0,1.0,10007152,University of Bedfordshire,
Completion rate (%),72.2,2020,University of Suffolk,72.2,129.0,1.0,10014001,University Campus Suffolk Ltd,
Completion rate (%),74.8,2020,Wrexham Glyndwr University,74.8,125.0,1.0,10007833,Glyndwr University,
Completion rate (%),89.7,2020,Ravensbourne University London,89.7,42.0,7.0,10005389,Ravensbourne Limited,
Services/facilities spend (£),"3,854",2020,University of Cambridge,3854.0,1.0,10.0,10007788,University of Cambridge,1.0
Services/facilities spend (£),"3,354",2020,University of Oxford,3354.0,6.0,10.0,10007774,University of Oxford,3.0
Services/facilities spend (£),"3,220",2020,University of St Andrews,3220.0,8.0,10.0,10007803,University of St Andrews,
Services/facilities spend (£),"3,767",2020,Imperial College London,3767.0,3.0,10.0,10003270,"Imperial College of Science, Technology and Medicine",2.0
Services/facilities spend (£),"3,286",2020,Loughborough University,3286.0,7.0,10.0,10004113,Loughborough University,
Services/facilities spend (£),"2,968",2020,London School of Economics and Political Science,2968.0,17.0,9.0,10004063,London School of Economics & Political Science,9.0
Services/facilities spend (£),"3,052",2020,Durham University,3052.0,12.0,10.0,10007143,University of Durham,5.0
Services/facilities spend (£),"3,427",2020,Lancaster University,3427.0,5.0,10.0,10007768,University of Lancaster,
Services/facilities spend (£),"2,671",2020,University College London,2671.0,31.0,8.0,10007784,University College London,10.0
Services/facilities spend (£),"2,537",2020,University of Warwick,2537.0,45.0,7.0,10007163,University of Warwick,14.0
Services/facilities spend (£),"2,541",2020,University of Bath,2541.0,44.0,7.0,10007850,University of Bath (The),
Services/facilities spend (£),"2,987",2020,University of Exeter,2987.0,16.0,9.0,10007792,University of Exeter,8.0
Services/facilities spend (£),"3,043",2020,University of Leeds,3043.0,13.0,10.0,10007795,University of Leeds,6.0
Services/facilities spend (£),"3,036",2020,University of Birmingham,3036.0,14.0,9.0,10006840,University of Birmingham,7.0
Services/facilities spend (£),"2,309",2020,University of Bristol,2309.0,67.0,5.0,10007786,University of Bristol,20.0
Services/facilities spend (£),"2,549",2020,University of Glasgow,2549.0,43.0,7.0,10007794,University of Glasgow,13.0
Services/facilities spend (£),"3,793",2020,Harper Adams University,3793.0,2.0,10.0,10040812,Harper Adams University,
Services/facilities spend (£),"3,144",2020,University of Manchester,3144.0,10.0,10.0,10007798,The University of Manchester,4.0
Services/facilities spend (£),"2,802",2020,"Royal Holloway, University of London",2802.0,22.0,9.0,10005553,Royal Holloway College and Bedford New College,
Services/facilities spend (£),"2,454",2020,University of Southampton,2454.0,50.0,7.0,10007158,University of Southampton,15.0
Services/facilities spend (£),"2,663",2020,University of Nottingham,2663.0,35.0,8.0,10007154,University of Nottingham,12.0
Services/facilities spend (£),"1,810",2020,University of York,1810.0,110.0,2.0,10007167,University of York,24.0
Services/facilities spend (£),"2,842",2020,University of East Anglia,2842.0,19.0,9.0,10007789,University of East Anglia,
Services/facilities spend (£),"2,517",2020,University of Dundee,2517.0,46.0,7.0,10007852,University of Dundee,
Services/facilities spend (£),"2,169",2020,University of Edinburgh,2169.0,78.0,5.0,10007790,University of Edinburgh,23.0
Services/facilities spend (£),"2,290",2020,University of Sheffield,2290.0,69.0,5.0,10007157,University of Sheffield,22.0
Services/facilities spend (£),"2,445",2020,University of Aberdeen,2445.0,51.0,7.0,10007783,University of Aberdeen,
Services/facilities spend (£),"2,304",2020,Newcastle University,2304.0,68.0,5.0,10007799,University of Newcastle Upon Tyne,21.0
Services/facilities spend (£),"2,445",2020,University of Liverpool,2445.0,51.0,7.0,10006842,University of Liverpool,16.0
Services/facilities spend (£),"2,670",2020,King's College London,2670.0,32.0,8.0,10003645,King's College London,11.0
Services/facilities spend (£),"2,372",2020,Swansea University,2372.0,61.0,6.0,10007855,Swansea University,
Services/facilities spend (£),"2,678",2020,University of Surrey,2678.0,29.0,8.0,10007160,University of Surrey,
Services/facilities spend (£),"3,217",2020,Heriot-Watt University,3217.0,9.0,10.0,10007764,Heriot-Watt University,
Services/facilities spend (£),"2,379",2020,Cardiff University,2379.0,60.0,6.0,10007814,Cardiff University,18.0
Services/facilities spend (£),"2,416",2020,"Queen's University, Belfast",2416.0,56.0,6.0,10005343,The Queen's University of Belfast,17.0
Services/facilities spend (£),"1,867",2020,University of Strathclyde,1867.0,104.0,3.0,10007805,University of Strathclyde,
Services/facilities spend (£),"3,521",2020,University of Essex,3521.0,4.0,10.0,10007791,University of Essex,
Services/facilities spend (£),"2,785",2020,University of Reading,2785.0,23.0,9.0,10007802,University of Reading,
Services/facilities spend (£),"2,678",2020,University of Sussex,2678.0,29.0,8.0,10007806,University of Sussex,
Services/facilities spend (£),"2,434",2020,Nottingham Trent University,2434.0,53.0,6.0,10004797,Nottingham Trent University,
Services/facilities spend (£),"2,749",2020,University of Leicester,2749.0,25.0,9.0,10007796,University of Leicester,
Services/facilities spend (£),"2,666",2020,University for the Creative Arts,2666.0,34.0,8.0,10006427,University for the Creative Arts,
Services/facilities spend (£),"1,730",2020,Arts University Bournemouth,1730.0,116.0,2.0,10000385,The Arts University College at Bournemouth,
Services/facilities spend (£),"2,608",2020,SOAS University of London,2608.0,39.0,8.0,10007780,School of Oriental and African Studies,
Services/facilities spend (£),"1,768",2020,Aberystwyth University,1768.0,114.0,2.0,10007856,Prifysgol Aberystwyth,
