aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
University of British Columbia ubc,,Canada,11,University of British Columbia,486,24,24,master_account,83.5,36,39.3,33,88.8,5,73.0,24,66.7,27,64.6,30,"Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/university-british-columbia
University of Colorado Boulder,,United States,0,University of Colorado Boulder,541,25,25,public,95.1,20,-,48,42.2,43,72.6,25,69.1,26,58.7,32,"Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry",/world-university-rankings/university-colorado-boulder
Australian National University anu,,Australia,0,Australian National University,502,26,26,master_account,64.9,48,82.0,7,95.3,3,71.9,26,79.1,18,66.1,28,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/australian-national-university
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,27,27,public,81.2,41,82.0,8,30.5,47,70.4,27,70.3,25,66.5,27,"Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry",/world-university-rankings/university-wisconsin-madison
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,28,28,master_account,90.5,26,32.7,38,97.0,1,70.0,28,54.3,35,55.6,39,"Physics & Astronomy,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/ecole-polytechnique-federale-de-lausanne
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,29,29,master_account,93.4,22,65.2,16,75.4,12,69.9,29,50.9,41,57.8,34,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/university-edinburgh
Heidelberg University,,Germany,0,Heidelberg University,537,30,30,master_account,88.4,32,39.0,34,62.0,23,69.4,30,51.5,38,67.9,24,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/heidelberg-university-0
Pierre and Marie Curie University,,France,0,Pierre and Marie Curie University,548,30,30,master_account,72.3,46,27.0,43,72.6,15,69.4,31,64.0,28,74.1,19,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/pierre-and-marie-curie-university
Rice University,,United States,0,Rice University,536,32,32,private,99.4,6,45.3,25,54.3,33,68.5,32,46.4,45,57.4,35,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics",/world-university-rankings/rice-university
École Normale Supérieure de Lyon,,France,0,École Normale Supérieure de Lyon,605,33,33,master_account,82.3,38,50.2,24,54.9,31,68.4,33,51.1,40,73.2,23,"Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/ecole-normale-superieure-de-lyon
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,34,34,master_account,87.9,33,43.3,27,72.7,14,68.3,34,55.3,33,57.4,37,"Mathematics & Statistics,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-melbourne
Georgia Institute of Technology,,United States,0,Georgia Institute of Technology,488,35,35,public,91.1,25,94.8,2,65.7,21,68.1,35,51.2,39,54.1,40,"Chemistry,Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/georgia-institute-technology
Brown University,,United States,0,Brown University,513,36,36,private,99.3,7,41.5,28,39.6,44,66.9,36,44.4,46,58.0,33,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/brown-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,37,37,public,90.1,27,54.2,21,33.7,46,66.6,37,55.8,31,57.4,36,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/university-california-san-diego
UCL ucl UCL,,United Kingdom,0,UCL,481,38,38,master_account,63.6,49,61.7,19,88.1,6,64.7,38,57.4,30,67.3,25,"Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/ucl
University of Bristol,,United Kingdom,11,University of Bristol,530,39,39,master_account,80.3,42,41.1,29,71.9,16,64.6,39,52.8,37,56.6,38,"Physics & Astronomy,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-bristol
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,40,40,private,99.3,8,40.8,30,54.3,32,64.4,40,47.7,43,41.6,47,"Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/carnegie-mellon-university
Utrecht University utrecht  utrecht university,,Netherlands,0,Utrecht University,532,41,41,master_account,89.5,29,71.2,13,60.7,24,63.8,41,47.7,44,47.2,45,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Physics & Astronomy,Mathematics & Statistics",/world-university-rankings/utrecht-university
Boston University,,United States,0,Boston University,518,42,42,private,97.9,14,31.4,40,52.0,37,63.6,42,38.0,49,51.5,43,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics",/world-university-rankings/boston-university
Kyoto University,,Japan,0,Kyoto University,516,43,43,master_account,49.0,50,79.5,10,19.8,50,63.5,43,79.2,17,76.9,17,"Mathematics & Statistics,Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/kyoto-university
"University of California, Santa Cruz",,United States,0,"University of California, Santa Cruz",574,44,44,public,99.7,4,33.3,37,35.9,45,63.0,44,48.1,42,41.3,48,"Physics & Astronomy,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-california-santa-cruz
University of Minnesota,,United States,0,University of Minnesota,506,45,45,public,89.8,28,-,50,26.7,48,61.8,45,55.5,32,44.4,46,"Physics & Astronomy,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-minnesota
University of Manchester,,United Kingdom,0,University of Manchester,512,46,46,master_account,72.7,45,54.2,22,71.1,18,61.5,46,53.8,36,53.0,42,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics",/world-university-rankings/university-manchester
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,47,47,public,86.6,34,29.8,42,59.8,26,61.4,47,43.4,47,50.5,44,"Chemistry,Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/ohio-state-university-main-campus
University of Massachusetts,,United States,0,University of Massachusetts,528,48,48,master_account,76.0,44,50.7,23,43.5,42,60.9,49,55.0,34,53.4,41,"Physics & Astronomy,Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-massachusetts
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,48,48,master_account,96.8,18,39.4,32,63.3,22,60.9,48,40.7,48,36.8,49,"Chemistry,Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/durham-university
University of Basel,,Switzerland,0,University of Basel,575,50,50,master_account,98.1,13,80.0,9,94.7,4,59.1,50,21.5,50,35.5,50,"Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/university-basel
