aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
Stanford University,,United States,11,Stanford University,467,1,1,private,78.9,3,47.6,13,60.4,22,88.6,1,94.0,6,95.6,1,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/stanford-university
Harvard University,,United States,0,Harvard University,466,2,2,private,77.7,4,36.1,41,64.3,20,87.8,2,93.2,7,94.5,2,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/harvard-university
University of Chicago,,United States,11,University of Chicago,473,3,3,private,67.7,14,-,50,64.9,17,87.1,3,95.6,3,92.1,4,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-chicago
Princeton University,,United States,0,Princeton University,469,4,4,private,68.2,13,71.2,3,41.5,37,84.0,5,93.1,8,90.7,6,"Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Architecture",/world-university-rankings/princeton-university
Australian National University anu,,Australia,0,Australian National University,502,4,4,master_account,76.4,5,38.9,26,86.3,2,84.0,4,96.5,2,77.0,19,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design",/world-university-rankings/australian-national-university
University of Cambridge,,United Kingdom,0,University of Cambridge,470,6,6,master_account,38.0,45,64.9,4,62.2,21,83.2,6,96.9,1,93.0,3,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture,History, Philosophy & Theology",/world-university-rankings/university-cambridge
University of Oxford,,United Kingdom,0,University of Oxford,468,7,7,master_account,47.6,35,44.9,17,71.4,15,83.1,7,95.2,4,90.2,7,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/university-oxford
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,8,8,public,57.8,25,38.9,27,38.0,41,81.5,9,94.6,5,89.5,8,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture,Archaeology",/world-university-rankings/university-california-berkeley
UCL ucl UCL,,United Kingdom,0,UCL,481,8,8,master_account,58.2,24,38.2,28,82.0,6,81.5,8,91.1,11,84.1,10,"Architecture,Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/ucl
University of Toronto,,Canada,0,University of Toronto,483,10,10,master_account,65.8,15,36.1,43,60.0,23,79.7,10,90.5,13,81.3,13,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-toronto
