Institution,Metric,Value,Year,Numeric Value,Rank,Decile
King's College London,Student Satisfaction,n/a,2019,,,
"Royal Holloway, University of London",Student Satisfaction,4.05,2019,4.05,61.0,5.0
Aberdeen,Student Satisfaction,4.08,2019,4.08,44.0,7.0
Sheffield,Student Satisfaction,n/a,2019,,,
Dundee,Student Satisfaction,4.15,2019,4.15,14.0,9.0
Reading,Student Satisfaction,3.98,2019,3.98,100.0,2.0
Cardiff,Student Satisfaction,3.99,2019,3.99,95.0,2.0
Leicester,Student Satisfaction,4.05,2019,4.05,61.0,5.0
Heriot-Watt,Student Satisfaction,3.98,2019,3.98,100.0,2.0
"Queen's, Belfast",Student Satisfaction,4.05,2019,4.05,61.0,5.0
Liverpool,Student Satisfaction,n/a,2019,,,
"Queen Mary, University of London",Student Satisfaction,3.97,2019,3.97,105.0,1.0
Swansea,Student Satisfaction,4.09,2019,4.09,36.0,7.0
Strathclyde,Student Satisfaction,3.99,2019,3.99,95.0,2.0
Stirling,Student Satisfaction,3.99,2019,3.99,95.0,3.0
Nottingham Trent,Student Satisfaction,4.16,2019,4.16,12.0,10.0
Lincoln,Student Satisfaction,4.15,2019,4.15,14.0,9.0
Kent,Student Satisfaction,4.04,2019,4.04,68.0,5.0
Aston,Student Satisfaction,4.14,2019,4.14,21.0,9.0
SOAS University of London,Student Satisfaction,n/a,2019,,,
Coventry,Student Satisfaction,4.15,2019,4.15,14.0,9.0
Harper Adams,Student Satisfaction,4.18,2019,4.18,9.0,10.0
Arts University Bournemouth,Student Satisfaction,4.09,2019,4.09,36.0,7.0
Brunel University London,Student Satisfaction,3.99,2019,3.99,95.0,3.0
Portsmouth,Student Satisfaction,4.10,2019,4.1,33.0,8.0
"St George's, University of London",Student Satisfaction,3.89,2019,3.89,119.0,1.0
Liverpool Hope,Student Satisfaction,4.30,2019,4.3,3.0,10.0
Keele,Student Satisfaction,4.15,2019,4.15,14.0,9.0
University for the Creative Arts,Student Satisfaction,4.07,2019,4.07,51.0,6.0
Northumbria,Student Satisfaction,4.05,2019,4.05,61.0,5.0
Manchester Metropolitan,Student Satisfaction,4.03,2019,4.03,71.0,5.0
"West of England, Bristol",Student Satisfaction,4.15,2019,4.15,14.0,9.0
Liverpool John Moores,Student Satisfaction,4.12,2019,4.12,26.0,8.0
Huddersfield,Student Satisfaction,4.11,2019,4.11,30.0,8.0
Bradford,Student Satisfaction,4.02,2019,4.02,74.0,4.0
Bangor,Student Satisfaction,4.19,2019,4.19,8.0,10.0
"Goldsmiths, University of London",Student Satisfaction,3.97,2019,3.97,105.0,2.0
Norwich University of the Arts,Student Satisfaction,4.15,2019,4.15,14.0,9.0
Aberystwyth,Student Satisfaction,4.23,2019,4.23,6.0,10.0
Oxford Brookes,Student Satisfaction,4.01,2019,4.01,81.0,3.0
"City, University of London",Student Satisfaction,4.01,2019,4.01,81.0,4.0
Bournemouth,Student Satisfaction,3.94,2019,3.94,114.0,1.0
Sheffield Hallam,Student Satisfaction,4.05,2019,4.05,61.0,5.0
De Montfort,Student Satisfaction,4.13,2019,4.13,23.0,9.0
Roehampton,Student Satisfaction,3.95,2019,3.95,112.0,1.0
Edge Hill,Student Satisfaction,4.07,2019,4.07,51.0,6.0
Ulster,Student Satisfaction,4.06,2019,4.06,56.0,6.0
Staffordshire,Student Satisfaction,4.16,2019,4.16,12.0,10.0
Queen Margaret,Student Satisfaction,3.87,2019,3.87,120.0,1.0
Buckingham,Student Satisfaction,4.33,2019,4.33,1.0,10.0
Cardiff Metropolitan,Student Satisfaction,4.07,2019,4.07,51.0,6.0
Plymouth,Student Satisfaction,4.05,2019,4.05,61.0,6.0
Salford,Student Satisfaction,4.07,2019,4.07,51.0,6.0
West London,Student Satisfaction,4.17,2019,4.17,11.0,10.0
Leeds Arts University,Student Satisfaction,4.26,2019,4.26,4.0,10.0
Westminster,Student Satisfaction,3.97,2019,3.97,105.0,2.0
Robert Gordon,Student Satisfaction,4.06,2019,4.06,56.0,6.0
"University of the Arts, London",Student Satisfaction,3.94,2019,3.94,114.0,1.0
Glasgow Caledonian,Student Satisfaction,3.91,2019,3.91,118.0,1.0
Chichester,Student Satisfaction,4.14,2019,4.14,21.0,9.0
Hertfordshire,Student Satisfaction,4.02,2019,4.02,74.0,4.0
Gloucestershire,Student Satisfaction,4.10,2019,4.1,33.0,8.0
Derby,Student Satisfaction,4.09,2019,4.09,36.0,7.0
Falmouth,Student Satisfaction,4.06,2019,4.06,56.0,6.0
Winchester,Student Satisfaction,4.02,2019,4.02,74.0,4.0
Teesside,Student Satisfaction,4.04,2019,4.04,68.0,5.0
London South Bank,Student Satisfaction,4.02,2019,4.02,74.0,4.0
Hull,Student Satisfaction,4.01,2019,4.01,81.0,4.0
Kingston,Student Satisfaction,3.99,2019,3.99,95.0,3.0
Greenwich,Student Satisfaction,3.98,2019,3.98,100.0,2.0
Birmingham City,Student Satisfaction,4.02,2019,4.02,74.0,4.0
Chester,Student Satisfaction,4.09,2019,4.09,36.0,8.0
Sunderland,Student Satisfaction,4.00,2019,4.0,87.0,3.0
Abertay,Student Satisfaction,4.03,2019,4.03,71.0,5.0
Edinburgh Napier,Student Satisfaction,3.94,2019,3.94,114.0,1.0
Central Lancashire,Student Satisfaction,4.02,2019,4.02,74.0,4.0
Bath Spa,Student Satisfaction,4.00,2019,4.0,87.0,3.0
"St Mary's, Twickenham",Student Satisfaction,4.08,2019,4.08,44.0,7.0
Middlesex,Student Satisfaction,4.00,2019,4.0,87.0,3.0
Brighton,Student Satisfaction,4.00,2019,4.0,87.0,3.0
South Wales,Student Satisfaction,3.97,2019,3.97,105.0,2.0
Leeds Trinity,Student Satisfaction,4.15,2019,4.15,14.0,9.0
East London,Student Satisfaction,4.08,2019,4.08,44.0,7.0
Worcester,Student Satisfaction,4.08,2019,4.08,44.0,7.0
Canterbury Christ Church,Student Satisfaction,3.98,2019,3.98,100.0,2.0
Solent,Student Satisfaction,4.03,2019,4.03,71.0,5.0
Northampton,Student Satisfaction,4.00,2019,4.0,87.0,3.0
West of Scotland,Student Satisfaction,4.00,2019,4.0,87.0,3.0
University of Wales Trinity Saint David,Student Satisfaction,4.12,2019,4.12,26.0,8.0
Anglia Ruskin,Student Satisfaction,4.10,2019,4.1,33.0,8.0
Royal Agricultural University,Student Satisfaction,3.98,2019,3.98,100.0,2.0
Bedfordshire,Student Satisfaction,4.01,2019,4.01,81.0,4.0
Newman,Student Satisfaction,3.97,2019,3.97,105.0,2.0
Bishop Grosseteste,Student Satisfaction,4.02,2019,4.02,74.0,4.0
Leeds Beckett,Student Satisfaction,4.01,2019,4.01,81.0,4.0
Buckinghamshire New,Student Satisfaction,3.97,2019,3.97,105.0,2.0
Cumbria,Student Satisfaction,3.87,2019,3.87,120.0,1.0
York St John,Student Satisfaction,4.04,2019,4.04,68.0,5.0
"Birkbeck, University of London",Student Satisfaction,3.95,2019,3.95,112.0,1.0
Bolton,Student Satisfaction,4.09,2019,4.09,36.0,8.0
Wrexham Glyndŵr,Student Satisfaction,4.06,2019,4.06,56.0,6.0
Suffolk,Student Satisfaction,3.96,2019,3.96,111.0,1.0
Wolverhampton,Student Satisfaction,4.01,2019,4.01,81.0,4.0
Plymouth Marjon,Student Satisfaction,4.08,2019,4.08,44.0,7.0
London Metropolitan,Student Satisfaction,4.00,2019,4.0,87.0,3.0
Cambridge,Research Quality,3.33,2019,3.33,4.0,10.0
Oxford,Research Quality,3.34,2019,3.34,3.0,10.0
London School of Economics,Research Quality,3.35,2019,3.35,2.0,10.0
Imperial College London,Research Quality,3.36,2019,3.36,1.0,10.0
St Andrews,Research Quality,3.13,2019,3.13,19.0,9.0
Durham,Research Quality,3.14,2019,3.14,18.0,9.0
Loughborough,Research Quality,2.95,2019,2.95,46.0,7.0
Lancaster,Research Quality,3.15,2019,3.15,16.0,9.0
Warwick,Research Quality,3.22,2019,3.22,7.0,10.0
University College London,Research Quality,3.22,2019,3.22,7.0,10.0
Bath,Research Quality,3.17,2019,3.17,12.0,9.0
Exeter,Research Quality,3.08,2019,3.08,28.0,8.0
Leeds,Research Quality,3.13,2019,3.13,19.0,9.0
East Anglia (UEA),Research Quality,3.11,2019,3.11,22.0,9.0
Bristol,Research Quality,3.18,2019,3.18,9.0,10.0
Birmingham,Research Quality,3.07,2019,3.07,29.0,8.0
Nottingham,Research Quality,3.09,2019,3.09,24.0,8.0
Manchester,Research Quality,3.16,2019,3.16,15.0,9.0
Surrey,Research Quality,2.98,2019,2.98,42.0,7.0
Southampton,Research Quality,3.15,2019,3.15,16.0,9.0
York,Research Quality,3.17,2019,3.17,12.0,10.0
Newcastle,Research Quality,3.09,2019,3.09,24.0,9.0
Edinburgh,Research Quality,3.18,2019,3.18,9.0,10.0
Glasgow,Research Quality,3.10,2019,3.1,23.0,9.0
Sussex,Research Quality,3.01,2019,3.01,37.0,8.0
Essex,Research Quality,3.05,2019,3.05,32.0,8.0
King's College London,Research Quality,3.23,2019,3.23,6.0,10.0
"Royal Holloway, University of London",Research Quality,3.09,2019,3.09,24.0,9.0
Aberdeen,Research Quality,2.97,2019,2.97,43.0,7.0
Sheffield,Research Quality,3.17,2019,3.17,12.0,10.0
Dundee,Research Quality,3.03,2019,3.03,35.0,8.0
Reading,Research Quality,3.03,2019,3.03,35.0,8.0
Cardiff,Research Quality,3.27,2019,3.27,5.0,10.0
Leicester,Research Quality,2.93,2019,2.93,50.0,7.0
Heriot-Watt,Research Quality,3.06,2019,3.06,30.0,8.0
"Queen's, Belfast",Research Quality,2.99,2019,2.99,39.0,7.0
Liverpool,Research Quality,3.06,2019,3.06,30.0,8.0
"Queen Mary, University of London",Research Quality,3.18,2019,3.18,9.0,10.0
Swansea,Research Quality,3.09,2019,3.09,24.0,9.0
Strathclyde,Research Quality,3.04,2019,3.04,34.0,8.0
Stirling,Research Quality,2.96,2019,2.96,45.0,7.0
Nottingham Trent,Research Quality,2.59,2019,2.59,82.0,4.0
Lincoln,Research Quality,2.54,2019,2.54,85.0,4.0
Kent,Research Quality,2.95,2019,2.95,46.0,7.0
Aston,Research Quality,3.05,2019,3.05,32.0,8.0
SOAS University of London,Research Quality,2.82,2019,2.82,57.0,6.0
Coventry,Research Quality,2.67,2019,2.67,72.0,5.0
Harper Adams,Research Quality,2.66,2019,2.66,76.0,4.0
Arts University Bournemouth,Research Quality,2.30,2019,2.3,104.0,2.0
Brunel University London,Research Quality,2.67,2019,2.67,72.0,5.0
Portsmouth,Research Quality,2.75,2019,2.75,60.0,6.0
"St George's, University of London",Research Quality,2.99,2019,2.99,39.0,7.0
Liverpool Hope,Research Quality,2.21,2019,2.21,106.0,2.0
Keele,Research Quality,2.88,2019,2.88,53.0,6.0
University for the Creative Arts,Research Quality,2.72,2019,2.72,64.0,5.0
Northumbria,Research Quality,2.71,2019,2.71,66.0,5.0
Manchester Metropolitan,Research Quality,2.74,2019,2.74,61.0,6.0
"West of England, Bristol",Research Quality,2.70,2019,2.7,68.0,5.0
Liverpool John Moores,Research Quality,2.79,2019,2.79,58.0,6.0
Huddersfield,Research Quality,2.65,2019,2.65,78.0,4.0
Bradford,Research Quality,2.95,2019,2.95,46.0,7.0
Bangor,Research Quality,2.99,2019,2.99,39.0,7.0
"Goldsmiths, University of London",Research Quality,2.90,2019,2.9,52.0,6.0
Norwich University of the Arts,Research Quality,2.69,2019,2.69,71.0,5.0
Aberystwyth,Research Quality,2.84,2019,2.84,54.0,6.0
Oxford Brookes,Research Quality,2.66,2019,2.66,76.0,5.0
"City, University of London",Research Quality,2.95,2019,2.95,46.0,7.0
Bournemouth,Research Quality,2.72,2019,2.72,64.0,5.0
Sheffield Hallam,Research Quality,2.76,2019,2.76,59.0,6.0
De Montfort,Research Quality,2.67,2019,2.67,72.0,5.0
Roehampton,Research Quality,2.83,2019,2.83,56.0,6.0
Edge Hill,Research Quality,2.22,2019,2.22,105.0,2.0
Ulster,Research Quality,2.91,2019,2.91,51.0,7.0
Staffordshire,Research Quality,2.20,2019,2.2,107.0,2.0
Queen Margaret,Research Quality,2.65,2019,2.65,78.0,4.0
Buckingham,Research Quality,n/a,2019,,,
Cardiff Metropolitan,Research Quality,3.00,2019,3.0,38.0,8.0
Plymouth,Research Quality,2.74,2019,2.74,61.0,6.0
Salford,Research Quality,2.54,2019,2.54,85.0,4.0
West London,Research Quality,1.92,2019,1.92,125.0,1.0
Leeds Arts University,Research Quality,n/a,2019,,,
Westminster,Research Quality,2.74,2019,2.74,61.0,6.0
Robert Gordon,Research Quality,2.35,2019,2.35,100.0,3.0
"University of the Arts, London",Research Quality,3.12,2019,3.12,21.0,9.0
Glasgow Caledonian,Research Quality,2.67,2019,2.67,72.0,5.0
Chichester,Research Quality,2.50,2019,2.5,93.0,3.0
Hertfordshire,Research Quality,2.61,2019,2.61,81.0,4.0
Gloucestershire,Research Quality,2.38,2019,2.38,96.0,3.0
Derby,Research Quality,2.07,2019,2.07,118.0,1.0
Falmouth,Research Quality,2.04,2019,2.04,119.0,1.0
Winchester,Research Quality,2.32,2019,2.32,102.0,2.0
Teesside,Research Quality,2.58,2019,2.58,83.0,4.0
London South Bank,Research Quality,2.52,2019,2.52,87.0,3.0
Hull,Research Quality,2.70,2019,2.7,68.0,5.0
Kingston,Research Quality,2.70,2019,2.7,68.0,5.0
Greenwich,Research Quality,2.33,2019,2.33,101.0,3.0
Birmingham City,Research Quality,2.64,2019,2.64,80.0,4.0
Chester,Research Quality,2.08,2019,2.08,116.0,1.0
Sunderland,Research Quality,2.12,2019,2.12,114.0,2.0
Abertay,Research Quality,2.16,2019,2.16,109.0,2.0
Edinburgh Napier,Research Quality,2.52,2019,2.52,87.0,4.0
Central Lancashire,Research Quality,2.51,2019,2.51,91.0,3.0
Bath Spa,Research Quality,2.52,2019,2.52,87.0,4.0
"St Mary's, Twickenham",Research Quality,1.98,2019,1.98,123.0,1.0
Middlesex,Research Quality,2.58,2019,2.58,83.0,4.0
Brighton,Research Quality,2.84,2019,2.84,54.0,6.0
South Wales,Research Quality,2.51,2019,2.51,91.0,3.0
Leeds Trinity,Research Quality,2.01,2019,2.01,122.0,1.0
East London,Research Quality,2.71,2019,2.71,66.0,5.0
Worcester,Research Quality,2.08,2019,2.08,116.0,1.0
Canterbury Christ Church,Research Quality,2.38,2019,2.38,96.0,3.0
Solent,Research Quality,1.63,2019,1.63,126.0,1.0
Northampton,Research Quality,2.09,2019,2.09,115.0,1.0
West of Scotland,Research Quality,2.36,2019,2.36,99.0,3.0
University of Wales Trinity Saint David,Research Quality,2.39,2019,2.39,95.0,3.0
Anglia Ruskin,Research Quality,2.37,2019,2.37,98.0,3.0
Royal Agricultural University,Research Quality,1.40,2019,1.4,127.0,1.0
Bedfordshire,Research Quality,2.52,2019,2.52,87.0,4.0
Newman,Research Quality,2.13,2019,2.13,112.0,2.0
Bishop Grosseteste,Research Quality,1.96,2019,1.96,124.0,1.0
Leeds Beckett,Research Quality,2.16,2019,2.16,109.0,2.0
Buckinghamshire New,Research Quality,2.19,2019,2.19,108.0,2.0
Cumbria,Research Quality,2.13,2019,2.13,112.0,2.0
York St John,Research Quality,2.04,2019,2.04,119.0,1.0
"Birkbeck, University of London",Research Quality,2.97,2019,2.97,43.0,7.0
Bolton,Research Quality,2.04,2019,2.04,119.0,1.0
Wrexham Glyndŵr,Research Quality,2.15,2019,2.15,111.0,2.0
Suffolk,Research Quality,n/a,2019,,,
Wolverhampton,Research Quality,2.31,2019,2.31,103.0,2.0
Plymouth Marjon,Research Quality,n/a,2019,,,
London Metropolitan,Research Quality,2.44,2019,2.44,94.0,3.0
Cambridge,Research Intensity,0.95,2019,0.95,1.0,10.0
Oxford,Research Intensity,0.87,2019,0.87,8.0,10.0
London School of Economics,Research Intensity,0.85,2019,0.85,9.0,10.0
Imperial College London,Research Intensity,0.92,2019,0.92,3.0,10.0
St Andrews,Research Intensity,0.82,2019,0.82,19.0,9.0
Durham,Research Intensity,0.79,2019,0.79,28.0,8.0
Loughborough,Research Intensity,0.88,2019,0.88,7.0,10.0
Lancaster,Research Intensity,0.77,2019,0.77,31.0,8.0
Warwick,Research Intensity,0.83,2019,0.83,16.0,9.0
University College London,Research Intensity,0.91,2019,0.91,4.0,10.0
Bath,Research Intensity,0.74,2019,0.74,38.0,7.0
Exeter,Research Intensity,0.82,2019,0.82,19.0,9.0
Leeds,Research Intensity,0.75,2019,0.75,35.0,8.0
East Anglia (UEA),Research Intensity,0.75,2019,0.75,35.0,8.0
Bristol,Research Intensity,0.91,2019,0.91,4.0,10.0
Birmingham,Research Intensity,0.81,2019,0.81,24.0,9.0
Nottingham,Research Intensity,0.79,2019,0.79,28.0,8.0
Manchester,Research Intensity,0.78,2019,0.78,30.0,8.0
Surrey,Research Intensity,0.73,2019,0.73,42.0,7.0
Southampton,Research Intensity,0.90,2019,0.9,6.0,10.0
York,Research Intensity,0.75,2019,0.75,35.0,8.0
Newcastle,Research Intensity,0.80,2019,0.8,26.0,8.0
Edinburgh,Research Intensity,0.83,2019,0.83,16.0,9.0
Glasgow,Research Intensity,0.84,2019,0.84,13.0,9.0
Sussex,Research Intensity,0.73,2019,0.73,42.0,7.0
Essex,Research Intensity,0.82,2019,0.82,19.0,9.0
King's College London,Research Intensity,0.80,2019,0.8,26.0,9.0
"Royal Holloway, University of London",Research Intensity,0.77,2019,0.77,31.0,8.0
Aberdeen,Research Intensity,0.73,2019,0.73,42.0,7.0
Sheffield,Research Intensity,0.74,2019,0.74,38.0,7.0
Dundee,Research Intensity,0.68,2019,0.68,47.0,7.0
Reading,Research Intensity,0.83,2019,0.83,16.0,9.0
Cardiff,Research Intensity,0.62,2019,0.62,50.0,7.0
Leicester,Research Intensity,0.82,2019,0.82,19.0,9.0
Heriot-Watt,Research Intensity,0.82,2019,0.82,19.0,9.0
"Queen's, Belfast",Research Intensity,0.95,2019,0.95,1.0,10.0
Liverpool,Research Intensity,0.70,2019,0.7,46.0,7.0
"Queen Mary, University of London",Research Intensity,0.74,2019,0.74,38.0,7.0
Swansea,Research Intensity,0.71,2019,0.71,45.0,7.0
Strathclyde,Research Intensity,0.84,2019,0.84,13.0,9.0
Stirling,Research Intensity,0.74,2019,0.74,38.0,8.0
Nottingham Trent,Research Intensity,0.23,2019,0.23,92.0,3.0
Lincoln,Research Intensity,0.39,2019,0.39,59.0,6.0
Kent,Research Intensity,0.85,2019,0.85,9.0,10.0
Aston,Research Intensity,0.57,2019,0.57,52.0,6.0
SOAS University of London,Research Intensity,0.76,2019,0.76,33.0,8.0
Coventry,Research Intensity,0.13,2019,0.13,119.0,1.0
Harper Adams,Research Intensity,0.23,2019,0.23,92.0,3.0
Arts University Bournemouth,Research Intensity,0.13,2019,0.13,119.0,1.0
Brunel University London,Research Intensity,0.85,2019,0.85,9.0,10.0
Portsmouth,Research Intensity,0.27,2019,0.27,79.0,4.0
"St George's, University of London",Research Intensity,0.52,2019,0.52,56.0,6.0
Liverpool Hope,Research Intensity,0.53,2019,0.53,54.0,6.0
Keele,Research Intensity,0.59,2019,0.59,51.0,7.0
University for the Creative Arts,Research Intensity,0.10,2019,0.1,123.0,1.0
Northumbria,Research Intensity,0.29,2019,0.29,73.0,4.0
Manchester Metropolitan,Research Intensity,0.24,2019,0.24,88.0,3.0
"West of England, Bristol",Research Intensity,0.29,2019,0.29,73.0,4.0
Liverpool John Moores,Research Intensity,0.26,2019,0.26,83.0,4.0
Huddersfield,Research Intensity,0.32,2019,0.32,67.0,5.0
Bradford,Research Intensity,0.23,2019,0.23,92.0,3.0
Bangor,Research Intensity,0.63,2019,0.63,49.0,7.0
"Goldsmiths, University of London",Research Intensity,0.85,2019,0.85,9.0,10.0
Norwich University of the Arts,Research Intensity,0.18,2019,0.18,107.0,2.0
Aberystwyth,Research Intensity,0.76,2019,0.76,33.0,8.0
Oxford Brookes,Research Intensity,0.39,2019,0.39,59.0,6.0
"City, University of London",Research Intensity,0.53,2019,0.53,54.0,6.0
Bournemouth,Research Intensity,0.29,2019,0.29,73.0,5.0
Sheffield Hallam,Research Intensity,0.16,2019,0.16,112.0,1.0
De Montfort,Research Intensity,0.30,2019,0.3,69.0,5.0
Roehampton,Research Intensity,0.67,2019,0.67,48.0,7.0
Edge Hill,Research Intensity,0.27,2019,0.27,79.0,4.0
Ulster,Research Intensity,0.84,2019,0.84,13.0,10.0
Staffordshire,Research Intensity,0.33,2019,0.33,64.0,5.0
Queen Margaret,Research Intensity,0.22,2019,0.22,98.0,3.0
Buckingham,Research Intensity,n/a,2019,,,
Cardiff Metropolitan,Research Intensity,0.09,2019,0.09,124.0,1.0
Plymouth,Research Intensity,0.50,2019,0.5,57.0,6.0
Salford,Research Intensity,0.33,2019,0.33,64.0,5.0
West London,Research Intensity,0.13,2019,0.13,119.0,1.0
Leeds Arts University,Research Intensity,n/a,2019,,,
Westminster,Research Intensity,0.29,2019,0.29,73.0,5.0
Robert Gordon,Research Intensity,0.21,2019,0.21,100.0,2.0
"University of the Arts, London",Research Intensity,0.17,2019,0.17,109.0,2.0
Glasgow Caledonian,Research Intensity,0.24,2019,0.24,88.0,3.0
Chichester,Research Intensity,0.25,2019,0.25,85.0,4.0
Hertfordshire,Research Intensity,0.21,2019,0.21,100.0,3.0
Gloucestershire,Research Intensity,0.18,2019,0.18,107.0,2.0
Derby,Research Intensity,0.19,2019,0.19,105.0,2.0
Falmouth,Research Intensity,0.33,2019,0.33,64.0,5.0
Winchester,Research Intensity,0.30,2019,0.3,69.0,5.0
Teesside,Research Intensity,0.14,2019,0.14,117.0,1.0
London South Bank,Research Intensity,0.41,2019,0.41,58.0,6.0
Hull,Research Intensity,0.56,2019,0.56,53.0,6.0
Kingston,Research Intensity,0.16,2019,0.16,112.0,2.0
Greenwich,Research Intensity,0.25,2019,0.25,85.0,4.0
Birmingham City,Research Intensity,0.14,2019,0.14,117.0,1.0
Chester,Research Intensity,0.29,2019,0.29,73.0,5.0
Sunderland,Research Intensity,0.39,2019,0.39,59.0,6.0
Abertay,Research Intensity,0.36,2019,0.36,62.0,6.0
Edinburgh Napier,Research Intensity,0.19,2019,0.19,105.0,2.0
Central Lancashire,Research Intensity,0.24,2019,0.24,88.0,4.0
Bath Spa,Research Intensity,0.30,2019,0.3,69.0,5.0
"St Mary's, Twickenham",Research Intensity,0.23,2019,0.23,92.0,3.0
Middlesex,Research Intensity,0.35,2019,0.35,63.0,6.0
Brighton,Research Intensity,0.21,2019,0.21,100.0,3.0
South Wales,Research Intensity,0.16,2019,0.16,112.0,2.0
Leeds Trinity,Research Intensity,0.17,2019,0.17,109.0,2.0
East London,Research Intensity,0.23,2019,0.23,92.0,3.0
Worcester,Research Intensity,0.30,2019,0.3,69.0,5.0
Canterbury Christ Church,Research Intensity,0.23,2019,0.23,92.0,3.0
Solent,Research Intensity,0.07,2019,0.07,127.0,1.0
Northampton,Research Intensity,0.25,2019,0.25,85.0,4.0
West of Scotland,Research Intensity,0.22,2019,0.22,98.0,3.0
University of Wales Trinity Saint David,Research Intensity,0.12,2019,0.12,122.0,1.0
Anglia Ruskin,Research Intensity,0.27,2019,0.27,79.0,4.0
Royal Agricultural University,Research Intensity,0.26,2019,0.26,83.0,4.0
Bedfordshire,Research Intensity,0.27,2019,0.27,79.0,4.0
Newman,Research Intensity,0.20,2019,0.2,103.0,2.0
Bishop Grosseteste,Research Intensity,0.17,2019,0.17,109.0,2.0
Leeds Beckett,Research Intensity,0.24,2019,0.24,88.0,4.0
Buckinghamshire New,Research Intensity,0.09,2019,0.09,124.0,1.0
Cumbria,Research Intensity,0.08,2019,0.08,126.0,1.0
York St John,Research Intensity,0.29,2019,0.29,73.0,5.0
"Birkbeck, University of London",Research Intensity,0.81,2019,0.81,24.0,9.0
Bolton,Research Intensity,0.20,2019,0.2,103.0,2.0
Wrexham Glyndŵr,Research Intensity,0.16,2019,0.16,112.0,2.0
