aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
University of Sydney UniSyd,,Australia,11,University of Sydney,522,21,21,master_account,56.2,38,42.7,17,75.8,9,77.2,21,86.5,21,79.0,22,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-sydney
University of Texas at Austin,,United States,0,University of Texas at Austin,493,22,22,public,85.0,4,40.9,28,38.5,42,75.9,22,81.0,27,77.0,25,"Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture",/world-university-rankings/university-texas-austin
McGill University,,Canada,0,McGill University,492,23,23,master_account,63.3,32,51.0,9,83.4,5,75.6,23,79.5,28,76.8,26,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/mcgill-university
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,23,23,master_account,55.3,39,52.0,8,74.9,10,75.6,24,85.5,23,75.6,29,"History, Philosophy & Theology,Archaeology,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/university-melbourne
Free University of Berlin,,Germany,0,Free University of Berlin,617,25,25,master_account,45.4,47,40.4,34,71.7,15,74.5,25,84.0,25,79.4,20,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology",/world-university-rankings/free-university-berlin
Leiden University,,Netherlands,6,Leiden University,543,26,26,master_account,43.9,48,40.7,30,65.4,23,74.2,26,86.4,22,78.1,23,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics,Architecture",/world-university-rankings/leiden-university
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,27,27,public,87.4,3,40.3,39,40.3,40,73.7,27,75.0,33,75.7,28,"Architecture,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-wisconsin-madison
King’s College London,,United Kingdom,11,King’s College London,520,28,28,master_account,62.4,34,40.1,40,83.6,4,72.6,28,76.4,30,72.9,35,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/kings-college-london
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,29,29,master_account,62.0,35,43.9,14,91.8,1,72.4,29,72.9,37,74.2,33,"Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture,Art, Performing Arts & Design",/world-university-rankings/university-hong-kong
Humboldt University of Berlin,,Germany,0,Humboldt University of Berlin,573,30,30,master_account,28.9,50,-,48,47.0,35,72.3,30,89.7,18,79.1,21,"Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology",/world-university-rankings/humboldt-university-berlin
Brown University,,United States,0,Brown University,513,31,31,private,47.8,45,41.9,19,40.2,41,72.2,31,77.8,29,84.9,15,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/brown-university
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,32,32,master_account,39.1,49,45.4,13,56.0,29,71.2,32,84.8,24,75.3,30,"Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/lmu-munich
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,33,33,public,70.1,22,40.7,31,37.7,44,70.5,33,74.4,35,75.2,31,"Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/university-north-carolina-chapel-hill
University of St Andrews,,United Kingdom,0,University of St Andrews,549,34,34,master_account,52.7,43,40.8,29,73.4,12,69.6,34,72.2,38,75.0,32,"History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-st-andrews
"University of California, San Diego",,United States,0,"University of California, San Diego",497,35,35,public,87.6,2,53.9,6,36.2,45,69.2,35,74.5,34,64.3,46,"Art, Performing Arts & Design,Architecture,Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-california-san-diego
Georgetown University,,United States,0,Georgetown University,602,36,36,private,69.1,25,-,47,51.5,33,68.3,36,68.2,41,71.8,37,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/georgetown-university
KU Leuven,,Belgium,11,KU Leuven,531,37,37,master_account,50.6,44,76.0,3,56.3,28,68.2,37,74.2,36,71.2,38,"Architecture,Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology,Languages, Literature & Linguistics",/world-university-rankings/ku-leuven
Heidelberg University,,Germany,0,Heidelberg University,537,38,38,master_account,47.0,46,40.0,44,64.5,24,68.0,38,76.1,32,70.8,39,"Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/heidelberg-university-0
University of Manchester,,United Kingdom,0,University of Manchester,512,39,39,master_account,73.3,18,41.5,23,66.6,21,67.5,39,64.6,48,69.9,40,"Archaeology,Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture",/world-university-rankings/university-manchester
University of British Columbia ubc,,Canada,11,University of British Columbia,486,40,40,master_account,69.4,23,40.4,36,80.2,7,66.8,40,68.6,40,63.1,47,"Archaeology,Architecture,Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/university-british-columbia
University of Notre Dame,,United States,0,University of Notre Dame,553,41,41,private,66.1,30,41.8,21,38.1,43,66.7,41,67.8,42,73.1,34,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-notre-dame-0
University of Massachusetts,,United States,0,University of Massachusetts,528,42,42,master_account,80.5,10,42.8,16,23.5,50,66.1,42,71.7,39,64.7,45,"Architecture,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-massachusetts
National University of Singapore nus,,Singapore,6,National University of Singapore,504,43,43,master_account,60.3,36,50.4,10,76.9,8,65.8,43,66.2,44,66.5,43,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture",/world-university-rankings/national-university-singapore
University of Warwick,,United Kingdom,0,University of Warwick,622,43,43,master_account,63.1,33,40.3,38,72.9,13,65.8,44,66.0,46,67.0,42,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/university-warwick
University of Pittsburgh-Pittsburgh campus,,United States,0,University of Pittsburgh-Pittsburgh campus,524,45,45,public,72.6,21,40.1,41,33.7,47,65.1,45,76.4,31,58.8,50,"History, Philosophy & Theology,Archaeology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-pittsburgh-pittsburgh-campus
Lancaster University,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-49618222,United Kingdom,11,Lancaster University,595,46,46,master_account,75.0,16,40.4,35,68.5,19,64.8,46,63.7,49,62.9,48,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/lancaster-university
University of Vienna,,Austria,0,University of Vienna,603,46,46,master_account,53.9,42,41.2,26,74.4,11,64.8,47,67.0,43,66.5,44,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology",/world-university-rankings/university-vienna
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,48,48,master_account,54.9,40,43.4,15,63.1,25,64.3,48,64.6,47,69.4,41,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/durham-university
University of Arizona,,United States,0,University of Arizona,561,49,49,public,76.9,14,84.9,2,35.2,46,64.1,49,66.0,45,61.5,49,"Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-arizona
University of Virginia (Main campus)  ,,United States,0,University of Virginia (Main campus)  ,601,49,49,public,69.2,24,57.8,5,30.7,48,64.1,50,60.6,50,72.8,36,"History, Philosophy & Theology,Languages, Literature & Linguistics,Architecture,Archaeology,Art, Performing Arts & Design",/world-university-rankings/university-virginia-main-campus
