aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
"University of California, Los Angeles",,United States,0,"University of California, Los Angeles",477,12,12,public,95.6,24,-,386,46.4,248,86.3,12,91.0,8,84.8,11,"Languages, Literature & Linguistics,Business & Management,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Archaeology,Communication & Media Studies,Sociology,Geology, Environmental, Earth & Marine Sciences,Psychology,Law,History, Philosophy & Theology,Mathematics & Statistics,Geography,Physics & Astronomy,Computer Science,Education,Medicine & Dentistry,Architecture,Economics & Econometrics,Biological Sciences,Electrical & Electronic Engineering,Other Health,General Engineering,Agriculture & Forestry,Civil Engineering,Mechanical & Aerospace Engineering,Chemistry,Chemical Engineering,Accounting & Finance",/world-university-rankings/university-california-los-angeles
Columbia University,,United States,0,Columbia University,476,13,13,private,95.6,23,-,371,68.0,108,85.2,13,79.1,21,86.6,9,"Chemistry,Accounting & Finance,Physics & Astronomy,Mathematics & Statistics,History, Philosophy & Theology,General Engineering,Art, Performing Arts & Design,Computer Science,Communication & Media Studies,Politics & International Studies (incl Development Studies),Business & Management,Geology, Environmental, Earth & Marine Sciences,Architecture,Languages, Literature & Linguistics,Psychology,Education,Archaeology,Other Health,Medicine & Dentistry,Geography,Law,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,Sociology,Biological Sciences,Economics & Econometrics",/world-university-rankings/columbia-university
ETH Zurich,,Switzerland,0,ETH Zurich,479,14,14,master_account,85.0,67,78.8,52,96.7,2,84.5,14,88.2,11,77.6,16,"Physics & Astronomy,Electrical & Electronic Engineering,Mathematics & Statistics,Chemistry,Accounting & Finance,Biological Sciences,Agriculture & Forestry,Chemical Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Education,Architecture,Economics & Econometrics,Medicine & Dentistry,Business & Management,General Engineering,Civil Engineering,Computer Science,Mechanical & Aerospace Engineering",/world-university-rankings/eth-zurich
Johns Hopkins University,,United States,0,Johns Hopkins University,478,15,15,private,95.0,28,100.0,4,59.3,161,83.7,15,85.1,16,75.7,18,"Computer Science,Civil Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Physics & Astronomy,Languages, Literature & Linguistics,Psychology,Medicine & Dentistry,Business & Management,Mathematics & Statistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemical Engineering,Sociology,Chemistry,Art, Performing Arts & Design",/world-university-rankings/johns-hopkins-university
University of Pennsylvania,,United States,0,University of Pennsylvania,480,16,16,private,95.0,29,45.2,164,40.6,278,81.0,16,81.2,19,79.8,15,"Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Psychology,Veterinary Science,Computer Science,General Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Chemical Engineering,Mechanical & Aerospace Engineering,Economics & Econometrics,Electrical & Electronic Engineering,Communication & Media Studies,Chemistry,Architecture,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Physics & Astronomy,Other Health,Business & Management,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Sociology,Archaeology,Education",/world-university-rankings/university-pennsylvania
Duke University,,United States,0,Duke University,487,17,17,private,96.7,17,100.0,2,50.0,222,79.3,17,73.0,28,73.9,19,"Business & Management,Accounting & Finance",/world-university-rankings/duke-university
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,18,18,public,90.8,39,53.5,114,49.5,228,79.2,18,86.2,15,70.0,25,"Business & Management,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemical Engineering,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,Chemistry,Psychology,Sport Science,Biological Sciences,Politics & International Studies (incl Development Studies),Economics & Econometrics,Archaeology,Electrical & Electronic Engineering,Civil Engineering,Law,Sociology,Art, Performing Arts & Design,Medicine & Dentistry,Computer Science,History, Philosophy & Theology,Other Health,Accounting & Finance,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics",/world-university-rankings/university-michigan-ann-arbor
Cornell University,,United States,0,Cornell University,484,19,19,private,90.8,37,35.8,268,55.6,191,79.1,19,83.8,17,72.1,22,"Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Law,Veterinary Science,Art, Performing Arts & Design,History, Philosophy & Theology,Chemical Engineering,Business & Management,Mathematics & Statistics,Communication & Media Studies,Sociology,Psychology,Chemistry,Biological Sciences,Civil Engineering,Mechanical & Aerospace Engineering,Agriculture & Forestry,Computer Science,Archaeology,Architecture,Languages, Literature & Linguistics,Other Health,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/cornell-university
University of Toronto,,Canada,0,University of Toronto,483,20,20,master_account,84.5,72,45.8,159,70.0,98,78.3,20,81.5,18,73.6,20,"Chemistry,Medicine & Dentistry,Other Health,Chemical Engineering,Computer Science,Psychology,Geography,Education,Mechanical & Aerospace Engineering,Agriculture & Forestry,Civil Engineering,Economics & Econometrics,Accounting & Finance,Archaeology,Electrical & Electronic Engineering,General Engineering,Mathematics & Statistics,Business & Management,Communication & Media Studies,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Sociology,Law,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture,Sport Science,Biological Sciences",/world-university-rankings/university-toronto
UCL ucl UCL,,United Kingdom,0,UCL,481,21,21,master_account,84.1,77,46.8,147,90.2,12,77.6,21,77.5,24,70.5,23,"Communication & Media Studies,Mathematics & Statistics,General Engineering,Business & Management,Geography,Electrical & Electronic Engineering,Chemistry,Architecture,Geology, Environmental, Earth & Marine Sciences,Other Health,Languages, Literature & Linguistics,Physics & Astronomy,Economics & Econometrics,Computer Science,Medicine & Dentistry,Civil Engineering,Psychology,Biological Sciences,Chemical Engineering,Sociology,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Law,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education",/world-university-rankings/ucl
Northwestern University,,United States,0,Northwestern University,490,22,22,private,97.1,16,61.9,90,34.4,321,77.1,22,76.0,26,70.2,24,"Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Psychology,Education,Sport Science,Chemistry,General Engineering,Accounting & Finance,Geography,Business & Management,Physics & Astronomy,Mathematics & Statistics,Archaeology,Computer Science,Languages, Literature & Linguistics,Medicine & Dentistry,History, Philosophy & Theology,Communication & Media Studies,Electrical & Electronic Engineering,Other Health,Economics & Econometrics,Law,Sociology,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Civil Engineering,Chemical Engineering,Architecture,Biological Sciences",/world-university-rankings/northwestern-university
The University of Tokyo,,Japan,0,The University of Tokyo,494,23,23,master_account,69.8,173,56.7,107,29.6,349,76.4,23,88.0,14,84.7,12,"Other Health,Biological Sciences,Electrical & Electronic Engineering,Architecture,Business & Management,Computer Science,General Engineering,Psychology,Mechanical & Aerospace Engineering,Chemical Engineering,Communication & Media Studies,Politics & International Studies (incl Development Studies),Economics & Econometrics,Agriculture & Forestry,Physics & Astronomy,Mathematics & Statistics,Veterinary Science,Sport Science,Civil Engineering,Archaeology,Languages, Literature & Linguistics,Law,Art, Performing Arts & Design,History, Philosophy & Theology,Education,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Accounting & Finance,Sociology,Geography,Chemistry",/world-university-rankings/university-tokyo
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,24,24,private,93.9,30,52.5,119,58.1,173,76.0,24,77.4,25,63.1,36,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture,Computer Science,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Business & Management,Psychology,Mechanical & Aerospace Engineering,Economics & Econometrics,Civil Engineering,Biological Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry,Accounting & Finance,Politics & International Studies (incl Development Studies)",/world-university-rankings/carnegie-mellon-university
University of Washington,,United States,0,University of Washington,489,25,25,public,95.6,25,43.1,182,43.2,265,73.4,25,69.2,31,65.6,32,"Biological Sciences,Chemistry,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,History, Philosophy & Theology,General Engineering,Archaeology,Education,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Architecture,Law,Communication & Media Studies,Geography,Sociology,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Business & Management,Other Health,Psychology,Sport Science,Computer Science,Agriculture & Forestry,Medicine & Dentistry,Chemical Engineering,Art, Performing Arts & Design,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-washington
National University of Singapore nus,,Singapore,6,National University of Singapore,504,26,26,master_account,66.4,199,64.3,85,94.3,4,72.4,26,77.8,23,68.0,28,"Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Chemistry,Geography,Other Health,General Engineering,Physics & Astronomy,Psychology,Civil Engineering,Mathematics & Statistics,Biological Sciences,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Languages, Literature & Linguistics,Sociology,Law,Business & Management,Communication & Media Studies,History, Philosophy & Theology,Architecture,Computer Science,Economics & Econometrics,Accounting & Finance,Chemical Engineering,Medicine & Dentistry",/world-university-rankings/national-university-singapore
University of Texas at Austin,,United States,0,University of Texas at Austin,493,27,27,public,91.3,36,59.6,98,42.4,273,72.2,27,69.0,32,64.7,35,"Computer Science,Other Health,Medicine & Dentistry,Languages, Literature & Linguistics,Archaeology,Chemistry,Physics & Astronomy,Mechanical & Aerospace Engineering,Sport Science,Biological Sciences,Mathematics & Statistics,Electrical & Electronic Engineering,Sociology,General Engineering,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Education,Accounting & Finance,Communication & Media Studies,Art, Performing Arts & Design,Law,History, Philosophy & Theology,Psychology,Architecture,Economics & Econometrics,Business & Management,Civil Engineering,Geography,Chemical Engineering",/world-university-rankings/university-texas-austin
Georgia Institute of Technology,,United States,0,Georgia Institute of Technology,488,28,28,public,87.9,51,71.3,66,67.8,112,71.6,28,68.6,33,59.4,42,"Chemical Engineering,Sport Science,Civil Engineering,Chemistry,Communication & Media Studies,Psychology,Geography,Accounting & Finance,Mechanical & Aerospace Engineering,General Engineering,Languages, Literature & Linguistics,Architecture,Computer Science,Electrical & Electronic Engineering,Business & Management,Agriculture & Forestry,Mathematics & Statistics,Biological Sciences,Physics & Astronomy,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Sociology,Archaeology,Veterinary Science",/world-university-rankings/georgia-institute-technology
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,29,29,public,79.4,103,-,392,41.1,276,71.4,29,78.9,22,66.0,30,"History, Philosophy & Theology,Law,Art, Performing Arts & Design,Languages, Literature & Linguistics,Sociology,Psychology,Biological Sciences,Chemical Engineering,Other Health,Education,Architecture,General Engineering,Business & Management,Medicine & Dentistry,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Computer Science,Communication & Media Studies,Chemistry,Mathematics & Statistics,Agriculture & Forestry,Accounting & Finance,Geography,Physics & Astronomy,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Archaeology",/world-university-rankings/university-illinois-urbana-champaign
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,30,30,public,87.2,55,51.2,127,32.3,337,71.1,30,67.7,37,69.8,26,"Medicine & Dentistry,Architecture,Psychology,Art, Performing Arts & Design,Geography,Law,Other Health,Economics & Econometrics,Computer Science,Electrical & Electronic Engineering,General Engineering,Civil Engineering,Accounting & Finance,Mechanical & Aerospace Engineering,Chemical Engineering,Agriculture & Forestry,Biological Sciences,Sport Science,Mathematics & Statistics,Veterinary Science,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Education,Business & Management,History, Philosophy & Theology,Languages, Literature & Linguistics,Chemistry,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-wisconsin-madison
University of British Columbia ubc,,Canada,11,University of British Columbia,486,31,31,master_account,83.7,78,43.1,181,84.2,36,70.8,31,67.9,35,59.9,40,"Biological Sciences,Medicine & Dentistry,Agriculture & Forestry,Communication & Media Studies,Archaeology,Civil Engineering,Architecture,Chemical Engineering,Electrical & Electronic Engineering,Sociology,Geography,Law,General Engineering,Sport Science,Physics & Astronomy,Psychology,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Economics & Econometrics,Computer Science,Languages, Literature & Linguistics,History, Philosophy & Theology,Education,Business & Management,Mechanical & Aerospace Engineering,Art, Performing Arts & Design",/world-university-rankings/university-british-columbia
London School of Economics and Political Science,,United Kingdom,0,London School of Economics and Political Science,511,32,32,master_account,69.2,179,43.6,177,81.7,47,69.8,32,74.2,27,65.2,34,"Geography,Communication & Media Studies,Law,Psychology,Geology, Environmental, Earth & Marine Sciences,Sociology,History, Philosophy & Theology,Accounting & Finance,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Economics & Econometrics,Business & Management",/world-university-rankings/london-school-economics-and-political-science
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,33,33,public,99.4,7,86.7,37,61.8,147,68.4,33,58.2,51,47.8,79,"Communication & Media Studies,Chemistry,Sociology,Chemical Engineering,Art, Performing Arts & Design,Education,Mechanical & Aerospace Engineering,Computer Science,History, Philosophy & Theology,Accounting & Finance,Mathematics & Statistics,Languages, Literature & Linguistics,Biological Sciences,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Psychology,Electrical & Electronic Engineering,Geography,Politics & International Studies (incl Development Studies),Economics & Econometrics",/world-university-rankings/university-california-santa-barbara
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,34,34,master_account,80.2,99,65.1,83,81.3,50,68.2,34,64.2,42,57.1,48,"Accounting & Finance,Electrical & Electronic Engineering,Medicine & Dentistry,Chemical Engineering,Computer Science,History, Philosophy & Theology,Law,Economics & Econometrics,Mechanical & Aerospace Engineering,Archaeology,Psychology,Other Health,Architecture,General Engineering,Art, Performing Arts & Design,Civil Engineering,Education,Biological Sciences,Veterinary Science,Business & Management,Mathematics & Statistics,Physics & Astronomy,Chemistry,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Sociology,Geography,Agriculture & Forestry,Languages, Literature & Linguistics",/world-university-rankings/university-melbourne
McGill University,,Canada,0,McGill University,492,35,35,master_account,74.5,136,40.8,205,77.8,64,68.1,35,68.1,34,61.5,38,"Communication & Media Studies,Computer Science,Geography,Economics & Econometrics,Business & Management,Politics & International Studies (incl Development Studies),Sociology,Other Health,Art, Performing Arts & Design,General Engineering,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Chemistry,Medicine & Dentistry,Law,Education,Civil Engineering,Electrical & Electronic Engineering,Mathematics & Statistics,Agriculture & Forestry,Chemical Engineering,Mechanical & Aerospace Engineering,Accounting & Finance,Biological Sciences,Psychology,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/mcgill-university
Karolinska Institute,,Sweden,0,Karolinska Institute,496,36,36,master_account,76.0,121,68.7,72,73.2,83,67.8,36,67.7,36,58.1,45,"Medicine & Dentistry,Business & Management,Other Health,Psychology,Biological Sciences",/world-university-rankings/karolinska-institute
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,37,37,master_account,95.9,21,49.2,137,98.2,1,67.7,37,48.3,86,52.9,62,"Physics & Astronomy,Architecture,Computer Science,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Biological Sciences,Civil Engineering,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies",/world-university-rankings/ecole-polytechnique-federale-de-lausanne
King’s College London,,United Kingdom,11,King’s College London,520,38,38,master_account,87.6,53,38.3,241,86.0,29,67.6,38,56.8,56,56.2,51,"Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Business & Management,Biological Sciences,Geography,Chemistry,Languages, Literature & Linguistics,Physics & Astronomy,Psychology,History, Philosophy & Theology,Sociology,Economics & Econometrics,General Engineering,Computer Science,Communication & Media Studies,Mathematics & Statistics,Electrical & Electronic Engineering,Other Health,Medicine & Dentistry",/world-university-rankings/kings-college-london
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,39,39,master_account,87.6,54,42.5,189,81.5,49,67.5,39,56.9,55,56.6,49,"History, Philosophy & Theology,Education,Veterinary Science,Chemistry,Accounting & Finance,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Sociology,Psychology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Architecture,Languages, Literature & Linguistics,Geography,Electrical & Electronic Engineering,Mathematics & Statistics,Sport Science,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Computer Science,Other Health,Economics & Econometrics,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Civil Engineering",/world-university-rankings/university-edinburgh
New York University,,United States,0,New York University,508,40,40,private,87.9,52,29.9,351,41.8,275,67.4,40,58.4,49,65.4,33,"Architecture,Art, Performing Arts & Design,Law,Archaeology,Medicine & Dentistry,Other Health,Computer Science,Business & Management,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,Economics & Econometrics,Languages, Literature & Linguistics,History, Philosophy & Theology,Biological Sciences,Mathematics & Statistics,Physics & Astronomy,Accounting & Finance,Chemistry,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Psychology,Politics & International Studies (incl Development Studies),Sociology,Education,Geography",/world-university-rankings/new-york-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,40,40,public,96.7,18,48.4,140,35.6,309,67.4,41,63.0,43,52.0,66,"Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Architecture,Geography,Mechanical & Aerospace Engineering,Business & Management,Archaeology,History, Philosophy & Theology,Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics,Other Health,Civil Engineering,General Engineering,Chemistry,Psychology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Computer Science,Languages, Literature & Linguistics,Biological Sciences,Education,Sociology",/world-university-rankings/university-california-san-diego
Washington University in St Louis,,United States,11,Washington University in St Louis,505,42,42,private,96.4,19,-,398,44.6,254,67.2,42,52.9,68,59.5,41,"Psychology,Mathematics & Statistics,Accounting & Finance,Law,Economics & Econometrics,Archaeology,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Physics & Astronomy,Mechanical & Aerospace Engineering,Sociology,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,Politics & International Studies (incl Development Studies),Other Health,Education,Medicine & Dentistry,Architecture,Electrical & Electronic Engineering,Computer Science,General Engineering,Business & Management,Civil Engineering,Chemical Engineering",/world-university-rankings/washington-university-st-louis
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,43,43,master_account,61.5,233,56.9,106,80.3,54,65.3,43,69.9,29,61.6,37,"Languages, Literature & Linguistics,Medicine & Dentistry,Psychology,History, Philosophy & Theology,Electrical & Electronic Engineering,General Engineering,Architecture,Other Health,Art, Performing Arts & Design,Education,Geography,Chemistry,Politics & International Studies (incl Development Studies),Business & Management,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Computer Science,Civil Engineering,Mechanical & Aerospace Engineering,Physics & Astronomy,Biological Sciences,Economics & Econometrics,Sociology,Law,Accounting & Finance",/world-university-rankings/university-hong-kong
Seoul National University,,South Korea,0,Seoul National University,588,44,44,master_account,47.3,345,86.0,40,29.4,350,65.2,44,79.2,20,76.4,17,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Electrical & Electronic Engineering,Veterinary Science,Other Health,Sport Science,Psychology,General Engineering,Chemistry,Computer Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Biological Sciences,Architecture,Chemical Engineering,Education,Mechanical & Aerospace Engineering,Medicine & Dentistry,Economics & Econometrics,Law,Art, Performing Arts & Design,Business & Management,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Languages, Literature & Linguistics,History, Philosophy & Theology,Geography,Archaeology,Physics & Astronomy",/world-university-rankings/seoul-national-university
