aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
California Institute of Technology caltech,,United States,0,California Institute of Technology,128779,1,1,private,99.9,3,97.0,26,56.0,172,94.8,1,98.2,4,95.7,2,"Politics & International Studies (incl Development Studies),Biological Sciences,Chemistry,General Engineering,Computer Science,Economics & Econometrics,Civil Engineering,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Chemical Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics",/world-university-rankings/california-institute-technology
Harvard University,,United States,0,Harvard University,466,2,2,private,99.8,7,35.9,212,67.5,115,93.9,2,97.4,5,95.8,1,"Education,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Sociology,Geology, Environmental, Earth & Marine Sciences,Law,Medicine & Dentistry,Art, Performing Arts & Design,Communication & Media Studies,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,General Engineering,Other Health,Computer Science,Architecture,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Biological Sciences,Business & Management,Economics & Econometrics,Physics & Astronomy,Archaeology",/world-university-rankings/harvard-university
Stanford University,,United States,11,Stanford University,467,2,2,private,99.8,8,63.8,74,57.2,162,93.9,3,98.9,3,94.8,3,"Civil Engineering,Electrical & Electronic Engineering,General Engineering,Computer Science,Psychology,Other Health,Business & Management,Mechanical & Aerospace Engineering,Archaeology,Law,Education,Chemical Engineering,Medicine & Dentistry,Accounting & Finance,Biological Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,Mathematics & Statistics,Languages, Literature & Linguistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Chemistry,Physics & Astronomy,Economics & Econometrics,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/stanford-university
University of Oxford,,United Kingdom,0,University of Oxford,468,4,4,master_account,97.9,15,62.1,81,91.9,12,93.6,4,96.6,6,89.5,8,"Computer Science,Civil Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,Biological Sciences,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Other Health,Psychology,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Economics & Econometrics,Law,Mechanical & Aerospace Engineering,Chemistry,Sociology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Geography,Medicine & Dentistry",/world-university-rankings/university-oxford
Princeton University,,United States,0,Princeton University,469,5,5,private,100.0,2,81.0,43,49.6,198,92.9,5,99.1,2,91.5,6,"Psychology,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,History, Philosophy & Theology,Chemistry,Physics & Astronomy,Mathematics & Statistics,Biological Sciences,Other Health,Languages, Literature & Linguistics,General Engineering,Chemical Engineering,Archaeology,Economics & Econometrics,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Computer Science,Architecture,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/princeton-university
University of Cambridge,,United Kingdom,0,University of Cambridge,470,6,6,master_account,97.3,23,55.5,96,85.3,38,92.4,6,94.2,7,90.5,7,"Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Art, Performing Arts & Design,Medicine & Dentistry,Economics & Econometrics,Mathematics & Statistics,Architecture,General Engineering,Biological Sciences,History, Philosophy & Theology,Law,Veterinary Science,Psychology,Chemical Engineering,Education,Computer Science,Geography",/world-university-rankings/university-cambridge
Massachusetts Institute of Technology,,United States,0,Massachusetts Institute of Technology,471,7,7,private,100.0,1,94.4,28,79.2,63,92.3,7,87.4,13,92.7,4,"Communication & Media Studies,Medicine & Dentistry,Psychology,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Business & Management,Veterinary Science,Electrical & Electronic Engineering,Chemical Engineering,Physics & Astronomy,Computer Science,Chemistry,Architecture,Civil Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Archaeology,Other Health,Economics & Econometrics,General Engineering,Sociology,History, Philosophy & Theology,Mathematics & Statistics,Art, Performing Arts & Design",/world-university-rankings/massachusetts-institute-technology
Imperial College London,,United Kingdom,0,Imperial College London,472,8,8,master_account,93.9,35,93.1,30,92.2,11,90.7,8,88.7,12,88.8,11,"Physics & Astronomy,Civil Engineering,Accounting & Finance,Electrical & Electronic Engineering,Biological Sciences,Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemical Engineering,Chemistry,Medicine & Dentistry,Computer Science",/world-university-rankings/imperial-college-london
University of Chicago,,United States,11,University of Chicago,473,9,9,private,99.4,10,-,389,58.8,155,90.2,9,90.8,10,89.4,9,"Accounting & Finance,Archaeology,History, Philosophy & Theology,Medicine & Dentistry,Other Health,Economics & Econometrics,Computer Science,Education,Biological Sciences,Languages, Literature & Linguistics,Art, Performing Arts & Design,Law,Mathematics & Statistics,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Psychology,Politics & International Studies (incl Development Studies),Business & Management,Geography,Sociology",/world-university-rankings/university-chicago
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,10,10,public,99.4,9,62.5,79,50.4,196,89.8,10,99.4,1,82.8,15,"Geology, Environmental, Earth & Marine Sciences,Other Health,Education,Law,Chemical Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Business & Management,Geography,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Agriculture & Forestry,Electrical & Electronic Engineering,Architecture,Archaeology,Politics & International Studies (incl Development Studies),Biological Sciences,Physics & Astronomy,Mathematics & Statistics,Psychology,Chemistry,Computer Science,Sociology,Civil Engineering,General Engineering,Economics & Econometrics",/world-university-rankings/university-california-berkeley
