aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
The University of Tokyo,,Japan,0,The University of Tokyo,494,27,27,master_account,52.4,83,-,97,44.1,74,66.3,27,74.9,21,78.9,18,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering",/world-university-rankings/university-tokyo
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,28,28,public,76.0,39,54.7,53,44.6,73,65.9,28,66.4,28,63.3,31,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-wisconsin-madison
Seoul National University,,South Korea,0,Seoul National University,588,29,29,master_account,49.8,87,81.5,30,23.4,100,63.5,29,73.7,22,72.9,23,"General Engineering,Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/seoul-national-university
Columbia University,,United States,0,Columbia University,476,30,30,private,87.8,18,-,82,53.2,59,63.4,30,53.0,45,55.4,39,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/columbia-university
University of Washington,,United States,0,University of Washington,489,31,31,public,88.4,17,-,98,57.1,50,63.1,31,57.9,37,49.3,55,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/university-washington
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,32,32,master_account,84.3,23,68.9,42,86.2,10,62.9,32,50.1,51,49.3,54,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/university-melbourne
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,33,33,master_account,65.4,61,100.0,2,93.0,2,62.2,33,58.1,36,49.3,53,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/nanyang-technological-university-singapore
Technical University of Denmark,,Denmark,0,Technical University of Denmark,643,34,34,master_account,81.5,30,91.5,20,68.7,32,62.1,35,45.3,61,54.6,40,"General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/technical-university-denmark
KTH Royal Institute of Technology,,Sweden,0,KTH Royal Institute of Technology,651,34,34,master_account,58.2,74,99.9,8,76.2,25,62.1,34,56.9,41,61.3,33,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/kth-royal-institute-technology
KU Leuven,,Belgium,11,KU Leuven,531,36,36,master_account,78.3,36,99.6,10,59.3,45,61.7,36,52.9,46,49.6,52,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/ku-leuven
University of Manchester,,United Kingdom,0,University of Manchester,512,37,37,master_account,67.9,59,50.1,59,77.6,20,61.0,37,51.9,48,61.4,32,"Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-manchester
University of Minnesota,,United States,0,University of Minnesota,506,38,38,public,70.3,53,-,94,43.2,75,60.4,38,57.2,40,61.3,34,"Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-minnesota
Kyoto University,,Japan,0,Kyoto University,516,39,39,master_account,51.0,86,79.0,33,40.5,81,60.3,39,67.4,26,63.5,30,"Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/kyoto-university
RWTH Aachen University,,Germany,0,RWTH Aachen University,632,39,39,master_account,58.8,72,95.5,16,48.1,67,60.3,40,59.0,34,60.2,35,"Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/rwth-aachen-university
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,41,41,master_account,82.1,27,100.0,4,30.2,95,60.0,41,47.6,56,53.1,44,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/pohang-university-science-and-technology-postech
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,42,42,master_account,70.9,50,32.1,78,79.5,17,59.9,42,55.4,43,54.2,42,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-hong-kong
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,43,43,master_account,79.9,34,98.1,14,77.0,22,59.8,44,48.9,53,41.5,74,"Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/university-queensland
"University of California, San Diego",,United States,0,"University of California, San Diego",497,43,43,public,90.5,15,-,91,45.8,71,59.8,43,50.5,50,46.7,59,"Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-california-san-diego
"University of California, Davis",,United States,0,"University of California, Davis",503,45,45,public,81.8,28,71.1,39,66.0,36,59.7,45,49.3,52,46.2,61,"Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-california-davis
Rice University,,United States,0,Rice University,536,46,46,private,100.0,1,50.7,57,61.6,41,59.6,46,37.0,72,46.2,60,"Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/rice-university
Peking University,,China,0,Peking University,514,47,47,master_account,70.9,49,100.0,3,40.2,83,59.1,47,50.9,49,54.3,41,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering",/world-university-rankings/peking-university
University of British Columbia ubc,,Canada,11,University of British Columbia,486,48,48,master_account,59.0,71,42.8,66,67.9,33,58.6,48,64.3,30,52.7,46,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-british-columbia
Monash University,,Australia,0,Monash University,581,49,49,master_account,73.9,45,81.8,28,84.6,13,58.1,49,45.7,60,45.2,65,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/monash-university
Purdue University West Lafayette,,United States,0,Purdue University West Lafayette,562,50,50,public,49.6,89,-,88,40.5,82,57.6,50,62.5,31,66.3,26,"Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/purdue-university-west-lafayette
University of Sydney UniSyd,,Australia,11,University of Sydney,522,50,50,master_account,75.7,41,74.6,36,92.7,4,57.6,51,43.4,65,43.7,70,"Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-sydney
Karlsruhe Institute of Technology,,Germany,0,Karlsruhe Institute of Technology,660,52,52,master_account,57.6,76,84.8,26,55.3,55,57.5,52,55.2,44,55.6,38,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Chemical Engineering",/world-university-rankings/karlsruhe-institute-technology
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,53,53,public,72.3,47,98.2,13,55.9,53,57.4,53,46.8,57,47.9,57,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/ohio-state-university-main-campus
UCL ucl UCL,,United Kingdom,0,UCL,481,54,54,master_account,69.0,55,36.5,73,89.0,7,57.1,54,46.7,58,52.0,49,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/ucl
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,55,55,master_account,69.0,56,50.7,58,88.3,8,56.0,55,44.3,63,48.8,56,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-edinburgh
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,56,56,public,58.6,73,-,87,45.0,72,55.3,56,52.8,47,58.8,36,"Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/penn-state-main-campus
École Polytechnique,,France,6,École Polytechnique,527,57,57,master_account,76.1,37,-,85,60.2,43,54.8,57,37.2,71,52.4,48,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/ecole-polytechnique
Tokyo Institute of Technology,,Japan,6,Tokyo Institute of Technology,572,58,58,master_account,34.6,100,60.9,50,30.3,94,54.4,58,65.1,29,66.8,24,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/tokyo-institute-technology
McGill University,,Canada,0,McGill University,492,59,59,master_account,49.4,90,-,86,70.4,31,54.0,59,56.2,42,52.6,47,"Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/mcgill-university
University of Pennsylvania,,United States,0,University of Pennsylvania,480,60,60,private,94.8,11,-,96,35.5,89,53.4,60,35.5,75,40.1,77,"Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-pennsylvania
Eindhoven University of Technology,,Netherlands,6,Eindhoven University of Technology,579,61,61,master_account,61.9,65,99.5,11,58.4,47,53.2,61,48.8,54,40.6,76,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/eindhoven-university-technology
Lomonosov Moscow State University,,Russian Federation,0,Lomonosov Moscow State University,753,61,61,master_account,59.7,70,93.4,18,36.6,88,53.2,62,44.0,64,53.9,43,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",/world-university-rankings/lomonosov-moscow-state-university
National Taiwan University,,Taiwan,0,National Taiwan University,618,63,63,master_account,46.0,95,70.3,40,24.5,99,52.3,63,58.7,35,55.7,37,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/national-taiwan-university
Tohoku University,,Japan,6,Tohoku University,584,64,64,master_account,41.3,98,89.9,24,32.4,91,51.4,64,57.5,38,53.1,45,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/tohoku-university
Duke University,,United States,0,Duke University,487,65,65,private,81.0,31,-,84,41.0,78,51.1,65,36.5,73,42.2,73,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/duke-university
Texas A&M University,,United States,11,Texas A&M University,629,66,66,public,45.0,96,34.3,75,55.5,54,50.8,66,57.4,39,51.1,51,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,General Engineering",/world-university-rankings/texas-am-university
University of Waterloo,,Canada,11,University of Waterloo,689,67,67,master_account,63.7,64,38.9,69,60.0,44,50.0,67,44.5,62,42.4,72,"Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-waterloo
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,68,68,master_account,49.7,88,46.9,61,85.4,11,49.7,68,46.4,59,44.6,67,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/unsw-sydney
Technion Israel Institute of Technology,,Israel,0,Technion Israel Institute of Technology,685,69,69,master_account,56.2,78,33.6,76,53.2,60,48.9,69,48.0,55,44.6,66,"General Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/technion-israel-institute-technology
"University of California, Irvine",,United States,0,"University of California, Irvine",550,70,70,public,76.0,38,46.4,63,42.1,76,48.5,70,35.2,77,38.6,79,"Electrical & Electronic Engineering,Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/university-california-irvine
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,70,70,public,65.2,62,38.7,70,47.5,68,48.5,71,36.3,74,47.2,58,"Chemical Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-maryland-college-park
University of Delaware,,United States,0,University of Delaware,644,72,72,public,68.3,57,100.0,7,50.5,62,47.8,72,37.5,70,29.9,93,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/university-delaware
University of Twente,,Netherlands,6,University of Twente,664,73,73,master_account,61.9,66,63.4,46,62.5,39,47.6,73,40.3,67,35.6,83,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering",/world-university-rankings/university-twente
University of Nottingham,,United Kingdom,0,University of Nottingham,604,74,74,master_account,67.9,60,59.0,52,73.9,27,47.4,74,27.9,94,39.5,78,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-nottingham
University of Bristol,,United Kingdom,11,University of Bristol,530,75,75,master_account,74.8,43,51.1,56,76.3,24,47.0,75,29.4,89,31.1,92,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-bristol
University of Southampton,,United Kingdom,0,University of Southampton,593,75,75,master_account,58.1,75,48.9,60,82.5,16,47.0,76,31.0,88,43.6,71,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",/world-university-rankings/university-southampton
"University of California, Riverside",,United States,0,"University of California, Riverside",607,77,77,public,91.4,13,64.0,45,67.1,34,46.5,77,22.5,96,21.5,100,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-california-riverside
Lund University,,Sweden,0,Lund University,544,78,78,master_account,75.9,40,33.4,77,58.3,48,46.2,78,32.2,87,32.1,91,"Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/lund-university
University of Notre Dame,,United States,0,University of Notre Dame,553,79,79,private,97.5,9,-,95,40.6,80,45.4,79,20.8,97,24.6,96,"General Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-notre-dame-0
City University of Hong Kong CityU HK,,Hong Kong,11,City University of Hong Kong,657,80,80,master_account,69.0,54,65.0,44,62.3,40,45.3,80,29.0,90,32.2,89,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/city-university-hong-kong
Ghent University,,Belgium,0,Ghent University,570,81,81,master_account,59.7,69,91.1,21,49.0,65,45.2,81,35.4,76,33.1,86,"Electrical & Electronic Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/ghent-university
Mines ParisTech,,France,0,Mines ParisTech,877,82,82,master_account,72.2,48,93.2,19,38.8,85,44.8,82,25.5,95,32.4,88,,/world-university-rankings/mines-paristech
Brunel University London,,United Kingdom,0,Brunel University London,719,83,83,master_account,90.5,14,37.7,72,83.4,15,44.5,83,13.9,100,24.5,97,"Chemical Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/brunel-university-london
University of Colorado Boulder,,United States,0,University of Colorado Boulder,541,83,83,public,83.2,25,-,92,39.6,84,44.5,86,27.9,93,28.1,95,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/university-colorado-boulder
Norwegian University of Science and Technology,,Norway,0,Norwegian University of Science and Technology,729,83,83,master_account,57.0,77,62.2,48,46.8,70,44.5,84,33.1,86,40.8,75,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/norwegian-university-science-and-technology
Polytechnic University of Milan,,Italy,0,Polytechnic University of Milan,797,83,83,master_account,51.2,85,60.0,51,28.4,98,44.5,85,39.1,69,45.3,64,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/polytechnic-university-milan
University of Leeds,,United Kingdom,0,University of Leeds,597,87,87,master_account,47.8,93,43.0,65,73.8,28,44.4,87,34.3,80,44.2,69,"Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering",/world-university-rankings/university-leeds
Uppsala University,,Sweden,0,Uppsala University,551,88,88,master_account,63.8,63,38.4,71,57.5,49,44.1,88,34.8,79,32.8,87,"Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/uppsala-university
University of Utah,,United States,0,University of Utah,577,89,89,public,59.8,68,91.1,22,38.1,86,44.0,90,35.2,78,32.2,90,"Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-utah
Hong Kong Polytechnic University PolyU Poly U HK PolyU,,Hong Kong,11,Hong Kong Polytechnic University,723,89,89,master_account,53.0,81,42.6,67,59.1,46,44.0,89,39.6,68,36.6,80,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Civil Engineering",/world-university-rankings/hong-kong-polytechnic-university
Virginia Polytechnic Institute and State University virginia tech virginia,,United States,11,Virginia Polytechnic Institute and State University,737,89,89,public,45.0,97,-,100,38.0,87,44.0,91,42.8,66,45.7,63,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/virginia-polytechnic-institute-and-state-university
Brown University,,United States,0,Brown University,513,92,92,private,91.8,12,-,80,28.9,97,43.9,92,28.2,92,22.9,99,"Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/brown-university
Technical University of Darmstadt Technical University of Darmstadt,,Germany,0,Technical University of Darmstadt,745,93,93,master_account,51.8,84,96.8,15,48.3,66,43.8,93,33.6,81,36.6,81,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering",/world-university-rankings/technical-university-darmstadt
University of Pavia,,Italy,0,University of Pavia,892,94,94,master_account,85.6,21,75.8,35,32.1,92,43.6,94,17.6,98,28.6,94,"Electrical & Electronic Engineering,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-pavia
University of Birmingham,,United Kingdom,11,University of Birmingham,612,95,95,master_account,40.9,99,52.4,55,77.8,18,43.5,95,33.6,82,45.7,62,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-birmingham
Vienna University of Technology,,Austria,0,Vienna University of Technology,810,96,96,master_account,49.4,91,-,99,53.5,58,43.1,96,33.5,83,44.3,68,"Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/vienna-university-technology
