aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
Michigan State University,,United States,0,Michigan State University,560,46,46,public,62.6,89,-,81,47.5,72,58.2,46,55.6,41,58.6,36,"Sport Science,Agriculture & Forestry,Biological Sciences,Veterinary Science",/world-university-rankings/michigan-state-university
University of Helsinki,,Finland,11,University of Helsinki,555,47,47,master_account,71.0,65,31.1,69,58.7,54,57.6,47,53.4,47,46.8,55,"Agriculture & Forestry,Biological Sciences,Veterinary Science",/world-university-rankings/university-helsinki
University of Göttingen,,Germany,0,University of Göttingen,533,48,48,master_account,60.8,93,48.6,36,55.4,62,56.9,49,54.1,44,55.8,41,"Biological Sciences,Veterinary Science,Agriculture & Forestry,Sport Science",/world-university-rankings/university-gottingen
University of Lausanne,,Switzerland,0,University of Lausanne,580,48,48,master_account,84.5,30,66.1,18,95.2,4,56.9,50,30.1,90,37.4,78,"Sport Science,Biological Sciences",/world-university-rankings/university-lausanne
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,48,48,public,90.0,21,99.8,3,43.7,76,56.9,48,42.7,59,28.6,97,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-california-santa-barbara
Boston University,,United States,0,Boston University,518,51,51,private,90.4,18,30.1,72,35.2,88,56.8,51,35.6,78,43.5,60,Biological Sciences,/world-university-rankings/boston-university
University of Massachusetts,,United States,0,University of Massachusetts,528,51,51,master_account,80.9,38,63.0,23,40.3,79,56.8,52,46.3,55,40.8,69,"Veterinary Science,Biological Sciences,Agriculture & Forestry,Sport Science",/world-university-rankings/university-massachusetts
Monash University,,Australia,0,Monash University,581,53,53,master_account,68.9,74,94.0,7,64.8,41,56.4,53,44.3,56,46.8,54,Biological Sciences,/world-university-rankings/monash-university
University of Dundee,,United Kingdom,6,University of Dundee,640,54,54,master_account,91.9,14,84.5,10,82.1,14,56.1,54,31.1,87,25.7,99,Biological Sciences,/world-university-rankings/university-dundee
University of Manchester,,United Kingdom,0,University of Manchester,512,55,55,master_account,71.0,66,34.7,63,78.3,19,55.7,55,38.7,69,48.9,50,Biological Sciences,/world-university-rankings/university-manchester
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,56,56,public,66.2,81,36.4,60,44.2,74,55.3,56,53.7,45,47.9,52,"Veterinary Science,Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/ohio-state-university-main-campus
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,57,57,master_account,94.1,11,49.8,34,96.5,3,55.0,57,28.0,93,21.6,101,Biological Sciences,/world-university-rankings/ecole-polytechnique-federale-de-lausanne
"University of California, Santa Cruz",,United States,0,"University of California, Santa Cruz",574,57,57,public,99.1,2,-,89,30.7,97,55.0,58,27.9,94,35.2,84,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-california-santa-cruz
University of York,,United Kingdom,0,University of York,586,59,59,master_account,96.9,5,45.7,40,72.9,29,54.9,61,25.2,97,26.9,98,Biological Sciences,/world-university-rankings/university-york
University of Sydney UniSyd,,Australia,11,University of Sydney,522,59,59,master_account,55.2,97,60.2,26,79.5,17,54.9,60,52.3,48,49.8,49,"Veterinary Science,Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-sydney
KU Leuven,,Belgium,11,KU Leuven,531,59,59,master_account,72.6,60,100.0,1,58.9,52,54.9,59,41.2,62,40.8,68,"Biological Sciences,Agriculture & Forestry,Sport Science",/world-university-rankings/ku-leuven
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,62,62,public,90.4,19,-,83,30.4,98,54.5,62,39.4,65,32.5,89,"Sport Science,Biological Sciences,Agriculture & Forestry,Veterinary Science",/world-university-rankings/penn-state-main-campus
Utrecht University utrecht  utrecht university,,Netherlands,6,Utrecht University,532,63,63,master_account,77.5,46,-,100,54.8,64,54.4,63,38.8,68,41.5,65,"Biological Sciences,Veterinary Science",/world-university-rankings/utrecht-university
University of Zurich,,Switzerland,0,University of Zurich,525,64,64,master_account,70.2,71,-,99,96.8,2,54.2,64,36.8,74,41.1,67,"Biological Sciences,Veterinary Science,Agriculture & Forestry",/world-university-rankings/university-zurich
University of Aberdeen,,United Kingdom,0,University of Aberdeen,615,65,65,master_account,80.9,37,45.7,39,83.5,13,53.9,65,32.4,84,33.5,87,"Biological Sciences,Sport Science,Agriculture & Forestry",/world-university-rankings/university-aberdeen
University of Western Australia uwa,,Australia,0,University of Western Australia,654,66,66,master_account,66.3,80,64.7,21,90.8,8,53.8,66,37.6,71,43.0,61,"Agriculture & Forestry,Sport Science,Biological Sciences",/world-university-rankings/university-western-australia
Lund University,,Sweden,0,Lund University,544,67,67,master_account,61.3,92,34.6,64,83.8,12,53.6,67,52.0,49,38.9,74,Biological Sciences,/world-university-rankings/lund-university
Northwestern University,,United States,0,Northwestern University,490,67,67,private,82.8,32,39.1,50,37.2,86,53.6,68,39.1,66,36.8,80,"Biological Sciences,Sport Science",/world-university-rankings/northwestern-university
Vanderbilt University,,United States,0,Vanderbilt University,534,69,69,private,82.8,34,57.3,28,37.9,84,53.3,71,34.1,81,38.6,75,Biological Sciences,/world-university-rankings/vanderbilt-university
Texas A&M University,,United States,11,Texas A&M University,629,69,69,public,41.0,100,64.2,22,38.2,83,53.3,69,63.8,34,61.6,33,"Agriculture & Forestry,Biological Sciences,Veterinary Science,Sport Science",/world-university-rankings/texas-am-university
University of Strasbourg,,France,0,University of Strasbourg,684,69,69,master_account,69.8,73,31.4,68,62.2,48,53.3,70,38.5,70,46.5,56,"Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/university-strasbourg
"University of California, Riverside",,United States,0,"University of California, Riverside",607,72,72,public,76.7,50,37.7,56,61.3,49,53.2,72,36.4,75,39.2,73,Biological Sciences,/world-university-rankings/university-california-riverside
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,73,73,public,68.8,76,-,93,36.1,87,53.0,73,39.8,64,52.1,46,"Veterinary Science,Agriculture & Forestry,Sport Science,Biological Sciences",/world-university-rankings/university-illinois-urbana-champaign
Karolinska Institute,,Sweden,0,Karolinska Institute,496,74,74,master_account,70.9,67,-,79,31.4,95,52.6,74,50.2,50,42.4,64,Biological Sciences,/world-university-rankings/karolinska-institute
Stockholm University,,Sweden,0,Stockholm University,596,75,75,master_account,70.9,68,38.0,53,63.5,44,52.4,75,42.4,60,37.3,79,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/stockholm-university
University of Montreal,,Canada,11,University of Montreal,569,76,76,master_account,68.1,78,90.9,8,67.7,37,52.2,76,36.4,76,39.8,72,"Sport Science,Veterinary Science,Biological Sciences",/world-university-rankings/university-montreal
Swedish University of Agricultural Sciences,,Sweden,0,Swedish University of Agricultural Sciences,711,77,77,master_account,63.1,88,98.0,5,53.5,68,52.0,77,42.3,61,42.8,62,"Veterinary Science,Agriculture & Forestry,Biological Sciences",/world-university-rankings/swedish-university-agricultural-sciences
Technical University of Munich,,Germany,0,Technical University of Munich,552,78,78,master_account,80.5,40,44.0,43,57.2,58,51.8,78,30.0,91,36.2,82,"Biological Sciences,Sport Science,Agriculture & Forestry",/world-university-rankings/technical-university-munich
University of Cape Town UCT,,South Africa,6,University of Cape Town,567,79,79,master_account,75.8,52,44.5,42,69.8,34,51.6,79,27.1,95,41.1,66,"Sport Science,Biological Sciences",/world-university-rankings/university-cape-town
Seoul National University,,South Korea,0,Seoul National University,588,80,80,master_account,47.5,99,62.7,24,25.3,101,51.5,80,55.1,42,59.1,35,"Agriculture & Forestry,Biological Sciences,Veterinary Science,Sport Science",/world-university-rankings/seoul-national-university
University of Sheffield united kingdom UK Sheffield,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-51616042,United Kingdom,11,University of Sheffield,565,81,81,master_account,76.9,49,35.3,61,65.8,38,51.2,81,34.1,80,33.0,88,Biological Sciences,/world-university-rankings/university-sheffield
University of Florida,,United States,0,University of Florida,590,82,82,public,53.3,98,-,92,31.7,94,51.1,82,54.6,43,51.4,47,"Sport Science,Veterinary Science,Agriculture & Forestry,Biological Sciences",/world-university-rankings/university-florida
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,83,83,master_account,83.0,31,100.0,2,27.0,99,50.7,83,30.5,88,31.8,91,Biological Sciences,/world-university-rankings/pohang-university-science-and-technology-postech
University of Bristol,,United Kingdom,11,University of Bristol,530,84,84,master_account,75.5,53,32.9,66,58.8,53,50.4,84,37.2,73,31.0,93,"Veterinary Science,Biological Sciences",/world-university-rankings/university-bristol
University of Reading,,United Kingdom,0,University of Reading,628,85,85,master_account,60.1,94,50.4,33,64.6,42,50.2,85,33.4,82,50.6,48,"Biological Sciences,Veterinary Science,Agriculture & Forestry",/world-university-rankings/university-reading
Oregon State University,,United States,0,Oregon State University,883,86,86,public,68.8,75,30.9,70,32.7,92,50.1,86,43.0,58,39.8,71,"Sport Science,Biological Sciences,Agriculture & Forestry,Veterinary Science",/world-university-rankings/oregon-state-university
Purdue University West Lafayette,,United States,0,Purdue University West Lafayette,562,87,87,public,58.0,96,-,85,33.1,90,49.9,87,43.2,57,52.2,45,"Biological Sciences,Veterinary Science,Sport Science,Agriculture & Forestry",/world-university-rankings/purdue-university-west-lafayette
University of East Anglia,,United Kingdom,6,University of East Anglia,609,88,88,master_account,76.9,48,33.2,65,74.5,27,49.8,88,21.7,100,38.2,77,Biological Sciences,/world-university-rankings/university-east-anglia
Aarhus University,,Denmark,0,Aarhus University,589,89,89,master_account,64.4,85,64.7,20,65.6,40,49.4,89,37.5,72,36.3,81,"Biological Sciences,Sport Science,Agriculture & Forestry,Veterinary Science",/world-university-rankings/aarhus-university
University of Basel,,Switzerland,0,University of Basel,575,90,90,master_account,68.6,77,78.2,14,97.6,1,49.2,90,25.3,96,32.5,90,"Sport Science,Biological Sciences",/world-university-rankings/university-basel
University of Leeds,,United Kingdom,0,University of Leeds,597,91,91,master_account,79.0,43,50.6,32,63.1,46,49.0,91,22.0,99,34.0,85,"Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/university-leeds
Pierre and Marie Curie University,,France,0,Pierre and Marie Curie University,548,92,92,master_account,69.8,72,-,84,58.3,56,48.9,92,31.4,86,38.2,76,"Veterinary Science,Biological Sciences",/world-university-rankings/pierre-and-marie-curie-university
University of São Paulo,,Brazil,0,University of São Paulo,642,93,93,master_account,37.5,101,-,96,31.0,96,48.5,93,62.4,37,54.1,44,"Agriculture & Forestry,Sport Science,Biological Sciences,Veterinary Science",/world-university-rankings/university-sao-paulo
Free University of Berlin,,Germany,0,Free University of Berlin,617,94,94,master_account,63.6,86,37.4,57,57.8,57,48.4,94,35.7,77,40.4,70,"Veterinary Science,Biological Sciences",/world-university-rankings/free-university-berlin
University of Exeter,,United Kingdom,11,University of Exeter,620,95,95,master_account,88.8,26,48.9,35,60.6,51,48.0,95,18.6,101,21.9,100,"Sport Science,Biological Sciences,Veterinary Science",/world-university-rankings/university-exeter
Tufts University,,United States,0,Tufts University,542,96,96,private,82.8,33,47.2,37,34.3,89,47.9,96,24.7,98,30.5,94,"Biological Sciences,Veterinary Science",/world-university-rankings/tufts-university
Stony Brook University,,United States,0,Stony Brook University,578,97,97,public,75.2,56,30.2,71,50.8,69,47.6,97,32.1,85,28.7,96,Biological Sciences,/world-university-rankings/stony-brook-university
University of Utah,,United States,0,University of Utah,577,98,98,public,76.0,51,29.2,74,32.8,91,47.3,99,34.6,79,29.0,95,"Agriculture & Forestry,Sport Science,Veterinary Science,Biological Sciences",/world-university-rankings/university-utah
University of Nottingham,,United Kingdom,0,University of Nottingham,604,98,98,master_account,65.3,83,39.8,49,69.0,35,47.3,98,30.5,89,36.0,83,"Sport Science,Biological Sciences,Agriculture & Forestry,Veterinary Science",/world-university-rankings/university-nottingham
University of Adelaide Adelaide University,,Australia,0,University of Adelaide,665,100,100,master_account,64.5,84,52.2,30,77.0,21,47.2,100,32.7,83,31.2,92,"Agriculture & Forestry,Veterinary Science,Biological Sciences",/world-university-rankings/university-adelaide
University of Auckland UOA Auckland University,,New Zealand,11,University of Auckland,637,100,100,master_account,61.8,91,94.6,6,75.6,23,47.2,101,29.7,92,33.8,86,"Biological Sciences,Sport Science",/world-university-rankings/university-auckland
