aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
Stanford University,,United States,11,Stanford University,467,1,1,private,97.9,3,-,84,60.6,43,93.6,1,96.8,5,96.1,1,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/stanford-university
University of Oxford,,United Kingdom,0,University of Oxford,468,2,2,master_account,86.5,27,91.5,12,88.8,4,93.5,3,98.7,2,95.0,3,"Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/university-oxford
Massachusetts Institute of Technology,,United States,0,Massachusetts Institute of Technology,471,2,2,private,98.3,2,100.0,2,71.9,32,93.5,2,95.3,6,92.5,5,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/massachusetts-institute-technology
Harvard University,,United States,0,Harvard University,466,4,4,private,96.3,4,39.6,40,58.2,46,91.9,4,99.0,1,93.2,4,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/harvard-university
Princeton University,,United States,0,Princeton University,469,5,5,private,99.0,1,86.9,13,44.3,67,91.1,5,97.6,3,89.6,11,"Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/princeton-university
University of Chicago,,United States,11,University of Chicago,473,6,6,private,96.3,5,-,88,55.7,53,90.2,6,94.5,8,90.4,9,"Politics & International Studies (incl Development Studies),Geography,Sociology",/world-university-rankings/university-chicago
Yale University,,United States,0,Yale University,475,7,7,private,94.4,9,30.0,67,55.8,52,90.0,7,92.9,10,96.0,2,"Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/yale-university
University of Cambridge,,United Kingdom,0,University of Cambridge,470,8,8,master_account,82.3,38,35.5,49,83.2,11,87.5,8,91.6,11,92.4,6,"Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-cambridge
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,9,9,public,91.1,14,-,85,50.4,63,86.9,9,95.0,7,86.0,14,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-california-berkeley
"University of California, Los Angeles",,United States,0,"University of California, Los Angeles",477,10,10,public,89.8,18,-,86,38.3,77,86.8,10,94.4,9,90.7,8,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Geography",/world-university-rankings/university-california-los-angeles
University of Pennsylvania,,United States,0,University of Pennsylvania,480,11,11,private,92.6,11,-,93,70.6,33,86.6,11,80.6,17,91.4,7,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/university-pennsylvania
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,12,12,public,90.7,16,91.6,11,42.8,69,86.1,12,97.3,4,80.8,16,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-michigan-ann-arbor
London School of Economics and Political Science,,United Kingdom,0,London School of Economics and Political Science,511,13,13,master_account,82.3,37,70.8,19,87.4,5,85.5,13,86.7,12,87.5,13,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/london-school-economics-and-political-science
New York University,,United States,0,New York University,508,14,14,private,90.7,15,-,82,63.9,41,84.2,14,79.0,20,89.3,12,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/new-york-university
Columbia University,,United States,0,Columbia University,476,15,15,private,85.8,31,-,73,59.5,44,82.9,15,80.3,18,89.6,10,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography,Sociology",/world-university-rankings/columbia-university
UCL ucl UCL,,United Kingdom,0,UCL,481,16,16,master_account,86.0,30,47.4,32,86.1,8,82.1,16,85.1,13,77.9,18,"Communication & Media Studies,Geography,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/ucl
Northwestern University,,United States,0,Northwestern University,490,17,17,private,95.9,6,31.8,57,35.6,82,81.1,17,84.0,14,81.2,15,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/northwestern-university
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,18,18,public,89.4,19,73.8,18,51.7,59,80.2,18,81.4,16,79.0,17,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-wisconsin-madison
University of Toronto,,Canada,0,University of Toronto,483,19,19,master_account,76.9,53,29.7,68,55.8,51,74.5,19,79.8,19,75.0,19,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-toronto
University of British Columbia ubc,,Canada,11,University of British Columbia,486,20,20,master_account,85.7,33,31.1,59,65.9,38,73.7,20,74.0,22,69.3,23,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-british-columbia
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,21,21,master_account,62.3,87,53.0,29,79.2,18,72.8,21,83.4,15,70.2,21,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/university-melbourne
Duke University,,United States,0,Duke University,487,22,22,private,91.8,13,-,75,55.9,50,70.2,22,58.5,38,68.8,24,,/world-university-rankings/duke-university
University of Texas at Austin,,United States,0,University of Texas at Austin,493,23,23,public,82.2,40,63.2,25,37.7,79,69.7,23,68.1,25,69.5,22,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography",/world-university-rankings/university-texas-austin
Cornell University,,United States,0,Cornell University,484,24,24,private,82.2,39,29.0,70,32.3,88,69.2,24,69.7,23,70.3,20,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/cornell-university
King’s College London,,United Kingdom,11,King’s College London,520,25,25,master_account,85.4,34,74.4,17,79.7,16,68.7,25,64.3,31,57.3,32,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/kings-college-london
Australian National University anu,,Australia,0,Australian National University,502,26,26,master_account,68.3,74,43.1,36,70.1,34,67.8,26,75.1,21,61.6,27,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/australian-national-university
McGill University,,Canada,0,McGill University,492,27,27,master_account,74.6,56,-,80,74.7,26,66.7,27,63.6,33,62.5,26,"Communication & Media Studies,Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/mcgill-university
University of Washington,,United States,0,University of Washington,489,28,28,public,87.9,25,-,96,35.9,81,64.8,28,64.3,32,55.8,35,"Communication & Media Studies,Geography,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-washington
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,29,29,public,84.1,36,30.8,61,44.6,65,64.4,30,67.6,27,53.2,40,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/ohio-state-university-main-campus
