aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
Stanford University,,United States,11,Stanford University,467,1,1,private,71.5,5,-,89,70.4,20,87.1,1,92.7,6,92.5,2,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/stanford-university
Harvard University,,United States,0,Harvard University,466,2,2,private,68.1,10,39.4,40,64.9,29,86.1,2,93.2,5,93.6,1,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/harvard-university
University of Oxford,,United Kingdom,0,University of Oxford,468,3,3,master_account,55.7,44,42.4,23,72.6,16,84.4,3,95.3,3,90.2,4,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/university-oxford
University of Cambridge,,United Kingdom,0,University of Cambridge,470,4,4,master_account,51.7,57,52.3,13,65.9,26,83.9,4,95.6,1,90.7,3,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture,History, Philosophy & Theology",/world-university-rankings/university-cambridge
University of Chicago,,United States,11,University of Chicago,473,5,5,private,57.6,36,-,91,60.2,43,82.2,5,93.7,4,86.1,8,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-chicago
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,6,6,public,57.9,32,39.5,38,44.2,76,81.4,6,95.4,2,86.9,7,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture,Archaeology",/world-university-rankings/university-california-berkeley
Princeton University,,United States,0,Princeton University,469,7,7,private,57.9,31,39.2,41,49.9,64,81.2,7,90.8,8,89.9,5,"Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Architecture",/world-university-rankings/princeton-university
Yale University,,United States,0,Yale University,475,7,7,private,54.0,49,40.5,30,60.6,42,81.2,8,92.7,7,87.6,6,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Archaeology,Architecture",/world-university-rankings/yale-university
"University of California, Los Angeles",,United States,0,"University of California, Los Angeles",477,9,9,public,56.1,40,-,90,42.9,78,78.8,9,90.2,9,85.9,9,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology,Architecture",/world-university-rankings/university-california-los-angeles
Columbia University,,United States,0,Columbia University,476,10,10,private,63.4,19,-,78,54.6,53,77.4,10,82.8,14,83.5,10,"History, Philosophy & Theology,Art, Performing Arts & Design,Architecture,Languages, Literature & Linguistics,Archaeology",/world-university-rankings/columbia-university
UCL ucl UCL,,United Kingdom,0,UCL,481,11,11,master_account,49.1,67,41.8,25,82.0,8,77.2,11,86.0,11,81.0,11,"Architecture,Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/ucl
University of Toronto,,Canada,0,University of Toronto,483,12,12,master_account,60.2,26,37.6,73,46.3,69,74.5,12,85.9,12,77.0,13,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-toronto
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,13,13,master_account,43.8,82,54.2,10,79.6,9,72.8,13,76.8,18,80.3,12,"History, Philosophy & Theology,Archaeology,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/university-melbourne
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,14,14,public,65.6,12,41.2,26,45.2,73,72.6,14,83.4,13,72.2,21,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics",/world-university-rankings/university-michigan-ann-arbor
Australian National University anu,,Australia,0,Australian National University,502,15,15,master_account,71.1,7,47.9,17,64.1,33,72.5,15,86.7,10,62.2,29,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design",/world-university-rankings/australian-national-university
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,16,16,master_account,54.0,47,38.9,47,71.6,18,72.1,16,79.4,17,74.5,16,"History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-edinburgh
New York University,,United States,0,New York University,508,17,17,private,53.4,53,-,86,46.1,70,71.3,17,80.6,15,75.8,15,"Architecture,Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/new-york-university
University of Pennsylvania,,United States,0,University of Pennsylvania,480,18,18,private,65.4,13,-,96,55.6,50,71.1,18,72.2,22,75.9,14,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology",/world-university-rankings/university-pennsylvania
King’s College London,,United Kingdom,11,King’s College London,520,19,19,master_account,50.3,64,37.6,67,82.7,7,69.4,19,72.5,21,73.4,18,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/kings-college-london
University of Sydney UniSyd,,Australia,11,University of Sydney,522,20,20,master_account,53.7,51,48.6,16,76.6,12,69.3,20,71.6,23,73.0,20,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-sydney
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,21,21,master_account,47.2,74,56.7,9,65.8,27,69.2,21,75.1,19,73.6,17,"Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/lmu-munich
Free University of Berlin,,Germany,0,Free University of Berlin,617,22,22,master_account,37.8,96,39.1,43,57.5,44,67.9,22,80.4,16,71.4,22,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology",/world-university-rankings/free-university-berlin
