aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
California Institute of Technology caltech,,United States,0,California Institute of Technology,128779,1,1,private,96.3,21,-,68,85.2,12,92.0,1,83.6,11,96.7,1,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics",/world-university-rankings/california-institute-technology
Princeton University,,United States,0,Princeton University,469,2,2,private,97.9,14,83.2,12,63.4,49,91.0,3,94.2,2,87.4,3,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/princeton-university
Massachusetts Institute of Technology,,United States,0,Massachusetts Institute of Technology,471,2,2,private,96.5,20,71.8,14,77.9,19,91.0,2,92.5,4,87.9,2,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/massachusetts-institute-technology
Harvard University,,United States,0,Harvard University,466,4,4,private,98.1,12,46.0,33,71.7,34,90.2,4,93.1,3,86.4,4,"Mathematics & Statistics,Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/harvard-university
Stanford University,,United States,11,Stanford University,467,5,5,private,98.7,10,-,84,74.3,27,89.9,5,89.5,8,86.4,5,"Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/stanford-university
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,5,5,public,97.6,17,100.0,4,60.8,56,89.9,6,94.6,1,82.3,9,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/university-california-berkeley
University of Cambridge,,United Kingdom,0,University of Cambridge,470,7,7,master_account,91.9,32,63.8,20,83.4,14,88.8,7,91.3,5,85.9,6,Mathematics & Statistics,/world-university-rankings/university-cambridge
University of Oxford,,United Kingdom,0,University of Oxford,468,8,8,master_account,88.2,46,71.7,15,86.6,11,87.3,8,90.9,7,84.0,7,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics",/world-university-rankings/university-oxford
"University of California, Los Angeles",,United States,0,"University of California, Los Angeles",477,9,9,public,96.0,23,-,87,67.9,44,85.1,9,87.6,9,76.4,14,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-california-los-angeles
University of Chicago,,United States,11,University of Chicago,473,10,10,private,99.5,8,-,90,71.6,36,84.9,10,79.7,14,76.8,13,"Physics & Astronomy,Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-chicago
Yale University,,United States,0,Yale University,475,11,11,private,94.1,28,38.0,54,71.7,35,83.6,11,82.1,12,79.1,11,"Chemistry,Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/yale-university
ETH Zurich,,Switzerland,0,ETH Zurich,479,12,12,master_account,76.4,75,69.7,17,94.4,4,83.2,12,90.9,6,82.2,10,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/eth-zurich
Imperial College London,,United Kingdom,0,Imperial College London,472,13,13,master_account,81.9,58,70.7,16,87.7,7,82.5,13,86.9,10,78.6,12,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/imperial-college-london
Columbia University,,United States,0,Columbia University,476,14,14,private,97.6,16,-,71,70.6,38,81.0,14,68.4,19,76.0,16,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/columbia-university
Cornell University,,United States,0,Cornell University,484,15,15,private,93.8,29,35.8,58,51.9,74,80.7,15,80.5,13,76.2,15,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/cornell-university
The University of Tokyo,,Japan,0,The University of Tokyo,494,16,16,master_account,70.9,83,-,97,50.7,76,73.5,16,75.2,16,82.4,8,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-tokyo
University of Toronto,,Canada,0,University of Toronto,483,17,17,master_account,89.5,42,33.1,61,68.9,41,71.7,17,64.1,24,60.9,22,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics",/world-university-rankings/university-toronto
University of Washington,,United States,0,University of Washington,489,18,18,public,97.9,15,-,99,57.7,63,71.5,18,65.9,20,49.6,38,"Physics & Astronomy,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-washington
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,19,19,master_account,91.8,33,40.7,46,57.8,62,71.3,19,64.7,23,58.4,27,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/lmu-munich
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,20,20,public,98.6,11,84.3,11,57.1,64,71.1,20,63.2,25,46.5,43,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/university-california-santa-barbara
University of Texas at Austin,,United States,0,University of Texas at Austin,493,21,21,public,93.3,31,98.5,6,53.3,69,71.0,21,65.4,22,50.8,37,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Chemistry",/world-university-rankings/university-texas-austin
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,22,22,public,87.7,48,45.9,34,73.3,30,70.0,22,61.5,26,57.4,29,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/university-michigan-ann-arbor
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,23,23,master_account,90.3,40,37.5,55,94.8,2,69.4,23,53.3,37,54.8,34,"Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/ecole-polytechnique-federale-de-lausanne
