aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,40,400,public,82.4,166,50.2,221,40.1,458,72.6,400,72.8,37,70.6,36,,"39,154",13%,10.0,"Veterinary Science,Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/university-wisconsin-madison
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,41,410,master_account,87.1,119,69.8,122,88.1,55,72.4,410,62.2,49,59.9,49,56 : 44,"47,385",46%,26.3,"Sport Science,Agriculture & Forestry,Biological Sciences,Veterinary Science",/world-university-rankings/university-melbourne
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,42,420,master_account,91.0,83,96.8,41,90.8,42,71.9,420,58.7,55,53.4,66,55 : 45,"39,144",34%,35.7,"Biological Sciences,Sport Science,Agriculture & Forestry,Veterinary Science",/world-university-rankings/university-queensland
McGill University,,Canada,0,McGill University,492,43,430,master_account,77.2,230,27.8,795,87.6,56,71.5,430,69.3,39,66.0,41,58 : 42,"31,294",29%,13.0,"Agriculture & Forestry,Biological Sciences,Sport Science,Veterinary Science",/world-university-rankings/mcgill-university
Paris Sciences et Lettres – PSL Research University Paris,,France,0,Paris Sciences et Lettres – PSL Research University Paris,615804,44,440,master_account,87.3,117,99.4,27,78.1,111,71.4,440,55.0,69,63.3,45,46 : 54,"21,298",26%,11.5,Biological Sciences,/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris
Sorbonne University,,France,0,Sorbonne University,644699,45,450,master_account,84.7,142,36.8,384,67.9,177,70.7,450,54.6,72,72.6,31,58 : 42,"43,076",19%,13.5,Biological Sciences,/world-university-rankings/sorbonne-university
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,46,460,master_account,73.6,259,49.9,224,97.7,7,70.6,460,65.4,45,66.4,40,54 : 46,"18,260",44%,18.2,Biological Sciences,/world-university-rankings/university-hong-kong
Australian National University anu,,Australia,0,Australian National University,502,47,470,master_account,94.1,58,68.5,126,92.8,34,69.2,470,51.8,82,48.5,81,52 : 48,"17,359",44%,17.8,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/australian-national-university
Northwestern University,,United States,0,Northwestern University,490,48,480,private,92.0,74,51.6,208,60.8,233,67.5,480,56.7,61,50.4,74,49 : 51,"17,951",20%,12.8,"Biological Sciences,Sport Science",/world-university-rankings/northwestern-university
Utrecht University utrecht  utrecht university,,Netherlands,6,Utrecht University,532,49,490,master_account,91.7,78,49.9,225,57.0,266,67.2,490,55.3,66,52.1,69,59 : 41,"31,833",9%,14.2,"Biological Sciences,Veterinary Science",/world-university-rankings/utrecht-university
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,50,500,master_account,90.1,91,99.1,29,93.0,33,67.1,500,50.6,84,44.3,97,48 : 52,"25,088",27%,15.9,"Biological Sciences,Sport Science",/world-university-rankings/nanyang-technological-university-singapore
Ghent University,,Belgium,0,Ghent University,570,51,510,master_account,80.8,185,98.4,35,72.4,152,66.9,510,59.2,52,52.6,68,54 : 46,"38,080",10%,37.0,"Biological Sciences,Agriculture & Forestry,Veterinary Science,Sport Science",/world-university-rankings/ghent-university
KU Leuven,,Belgium,11,KU Leuven,531,=52,520,master_account,86.2,127,100.0,8,70.1,165,66.8,520,55.2,67,49.9,77,50 : 50,"45,049",15%,36.3,"Biological Sciences,Agriculture & Forestry,Sport Science",/world-university-rankings/ku-leuven
University of Science and Technology of China,,China,0,University of Science and Technology of China,656,=52,530,master_account,96.2,33,100.0,15,35.3,517,66.8,530,47.3,94,54.3,64,,"16,245",4%,7.7,Biological Sciences,/world-university-rankings/university-science-and-technology-china
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,54,540,public,97.1,28,43.2,283,40.5,449,66.4,540,58.5,56,44.3,98,57 : 43,"35,419",8%,9.4,"Biological Sciences,Sport Science",/world-university-rankings/university-north-carolina-chapel-hill
Monash University,,Australia,0,Monash University,581,55,550,master_account,76.5,235,100.0,10,77.9,115,66.3,550,58.9,54,54.5,62,57 : 43,"52,989",39%,33.9,Biological Sciences,/world-university-rankings/monash-university
University of Göttingen,,Germany,0,University of Göttingen,533,56,560,master_account,85.4,134,29.2,675,62.9,218,66.0,560,53.3,76,58.2,51,51 : 49,"30,773",13%,29.1,"Biological Sciences,Veterinary Science,Agriculture & Forestry,Sport Science",/world-university-rankings/university-gottingen
University of Sydney UniSyd,,Australia,11,University of Sydney,522,=57,570,master_account,78.8,212,92.8,54,82.0,88,65.7,570,52.2,79,55.6,59,58 : 42,"45,111",39%,20.1,"Veterinary Science,Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-sydney
University of Texas at Austin,,United States,0,University of Texas at Austin,493,=57,580,public,94.5,53,48.4,237,35.1,522,65.7,580,53.6,75,50.9,72,52 : 48,"49,165",10%,17.2,"Sport Science,Biological Sciences",/world-university-rankings/university-texas-austin
Technical University of Munich,,Germany,0,Technical University of Munich,552,=59,590,master_account,84.8,140,99.0,30,63.1,216,65.5,590,52.1,80,51.9,70,34 : 66,"40,472",27%,47.8,"Biological Sciences,Sport Science,Agriculture & Forestry",/world-university-rankings/technical-university-munich
University of Zurich,,Switzerland,0,University of Zurich,525,=59,600,master_account,89.9,93,50.2,222,98.0,5,65.5,600,46.2,95,46.1,89,57 : 43,"22,609",21%,12.3,"Biological Sciences,Veterinary Science,Agriculture & Forestry",/world-university-rankings/university-zurich
University of Freiburg,,Germany,0,University of Freiburg,653,61,610,master_account,86.6,123,100.0,6,82.7,81,65.3,610,47.7,92,47.8,84,54 : 46,"21,475",23%,42.8,"Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-freiburg
Michigan State University,,United States,0,Michigan State University,560,62,620,public,75.9,241,33.6,474,52.4,303,64.9,620,56.3,62,65.7,42,51 : 49,"44,789",16%,16.5,"Sport Science,Agriculture & Forestry,Biological Sciences,Veterinary Science",/world-university-rankings/michigan-state-university
University of Manchester,,United Kingdom,0,University of Manchester,512,63,630,master_account,88.2,109,50.3,219,82.6,82,64.7,630,48.7,88,47.4,86,53 : 47,"37,038",40%,14.4,Biological Sciences,/world-university-rankings/university-manchester
Lund University,,Sweden,0,Lund University,544,64,640,master_account,78.1,218,84.6,74,86.6,59,63.8,640,52.8,78,48.5,82,54 : 46,"27,266",19%,12.1,Biological Sciences,/world-university-rankings/lund-university
University of Geneva,,Switzerland,0,University of Geneva,594,65,650,master_account,94.1,59,92.6,55,98.5,3,63.4,650,39.0,127,36.5,146,61 : 39,"16,935",39%,15.6,Biological Sciences,/world-university-rankings/university-geneva
University of Minnesota,,United States,0,University of Minnesota,506,66,660,public,87.7,115,91.5,59,33.7,537,63.1,660,53.1,77,47.1,87,52 : 48,"61,120",11%,12.4,"Veterinary Science,Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-minnesota
University of Aberdeen,,United Kingdom,0,University of Aberdeen,615,=67,670,master_account,95.5,38,73.1,113,93.3,27,62.9,670,39.9,121,35.3,155,57 : 43,"12,399",39%,15.7,"Biological Sciences,Sport Science,Agriculture & Forestry",/world-university-rankings/university-aberdeen
University of Tübingen,,Germany,0,University of Tübingen,652,=67,680,master_account,82.0,173,59.2,162,62.3,224,62.9,680,57.3,60,44.5,96,58 : 42,"27,901",14%,37.5,"Biological Sciences,Sport Science",/world-university-rankings/university-tubingen
Montpellier University,,France,0,Montpellier University,755,69,690,master_account,78.3,217,29.7,645,62.0,225,62.6,690,54.7,71,53.8,65,53 : 47,"39,405",15%,19.5,"Biological Sciences,Agriculture & Forestry,Veterinary Science,Sport Science",/world-university-rankings/montpellier-university
Technical University of Denmark,,Denmark,0,Technical University of Denmark,643,70,700,master_account,92.6,70,77.1,93,94.7,21,62.5,700,43.5,103,33.1,173,30 : 70,"9,265",25%,6.6,"Veterinary Science,Biological Sciences",/world-university-rankings/technical-university-denmark
University of Helsinki,,Finland,11,University of Helsinki,555,=71,710,master_account,85.8,130,30.6,596,58.1,257,62.4,710,53.7,74,45.3,94,66 : 34,"22,072",5%,16.6,"Agriculture & Forestry,Biological Sciences,Veterinary Science",/world-university-rankings/university-helsinki
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,=71,720,public,79.4,203,47.8,242,44.5,389,62.4,720,59.7,50,49.7,79,47 : 53,"44,916",24%,17.9,"Veterinary Science,Agriculture & Forestry,Sport Science,Biological Sciences",/world-university-rankings/university-illinois-urbana-champaign
Trinity College Dublin,,Ireland,0,Trinity College Dublin,582,=71,730,master_account,98.3,15,39.0,347,95.5,17,62.4,730,34.4,158,37.9,134,59 : 41,"16,853",30%,21.9,Biological Sciences,/world-university-rankings/trinity-college-dublin
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,74,740,public,98.0,19,99.5,26,53.7,292,62.3,740,43.3,105,34.9,158,52 : 48,"24,089",16%,27.6,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-california-santa-barbara
Boston University,,United States,0,Boston University,518,75,750,private,95.1,44,44.5,272,60.1,242,62.1,750,40.6,117,43.6,102,60 : 40,"25,662",27%,11.6,Biological Sciences,/world-university-rankings/boston-university
University of Glasgow,,United Kingdom,1,University of Glasgow,566,76,760,master_account,93.5,65,31.2,568,89.3,50,61.9,760,36.6,137,42.2,108,59 : 41,"25,357",37%,15.4,"Veterinary Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-glasgow
Seoul National University,,South Korea,0,Seoul National University,588,77,770,master_account,46.6,493,81.8,79,27.9,615,61.6,770,73.7,35,76.1,27,,"26,182",12%,12.4,"Agriculture & Forestry,Biological Sciences,Veterinary Science,Sport Science",/world-university-rankings/seoul-national-university
University of Western Australia uwa,,Australia,0,University of Western Australia,654,78,780,master_account,89.6,97,61.9,150,94.0,26,61.5,780,44.1,101,34.3,163,49 : 51,"18,400",29%,23.2,"Agriculture & Forestry,Sport Science,Biological Sciences",/world-university-rankings/university-western-australia
Stockholm University,,Sweden,0,Stockholm University,596,79,790,master_account,93.8,62,32.7,509,94.5,24,61.1,790,31.5,178,42.6,107,,"27,185",14%,19.5,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/stockholm-university
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,=80,800,public,78.0,222,45.6,261,39.1,470,60.9,800,57.3,59,50.2,75,46 : 54,"46,204",16%,15.3,"Sport Science,Biological Sciences,Agriculture & Forestry,Veterinary Science",/world-university-rankings/penn-state-main-campus
Swedish University of Agricultural Sciences,,Sweden,0,Swedish University of Agricultural Sciences,711,=80,810,master_account,83.0,158,42.5,289,49.0,334,60.9,810,48.9,87,49.9,78,69 : 31,"3,737",4%,4.5,"Veterinary Science,Agriculture & Forestry,Biological Sciences",/world-university-rankings/swedish-university-agricultural-sciences
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,=80,820,master_account,84.6,144,67.2,130,90.8,43,60.9,820,48.7,89,34.0,165,47 : 53,"44,336",41%,35.7,"Biological Sciences,Sport Science",/world-university-rankings/unsw-sydney
Humboldt University of Berlin,,Germany,0,Humboldt University of Berlin,573,83,830,master_account,79.8,195,36.9,381,64.6,204,60.5,830,45.7,97,51.6,71,,"33,463",17%,56.1,"Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/humboldt-university-berlin
University of Groningen,,Netherlands,11,University of Groningen,598,=84,840,master_account,85.3,138,63.7,143,76.1,126,60.4,840,47.8,91,36.8,144,51 : 49,"27,228",21%,23.8,"Biological Sciences,Sport Science",/world-university-rankings/university-groningen
University of Vienna,,Austria,0,University of Vienna,603,=84,850,master_account,84.8,141,32.2,521,91.3,39,60.4,850,43.4,104,40.5,122,66 : 34,"33,547",27%,40.2,"Sport Science,Biological Sciences",/world-university-rankings/university-vienna
Aarhus University,,Denmark,0,Aarhus University,589,=86,860,master_account,78.3,216,83.2,77,73.3,143,60.2,860,50.4,85,41.3,113,55 : 45,"26,842",9%,14.4,"Biological Sciences,Sport Science,Agriculture & Forestry,Veterinary Science",/world-university-rankings/aarhus-university
University of Bonn,,Germany,0,University of Bonn,868,=86,870,master_account,91.6,79,58.3,168,60.5,238,60.2,870,39.6,124,41.1,116,55 : 45,"36,352",13%,67.7,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-bonn
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,=86,880,master_account,95.6,37,100.0,14,37.2,496,60.2,880,42.2,108,35.9,151,23 : 77,"3,215",3%,10.3,Biological Sciences,/world-university-rankings/pohang-university-science-and-technology-postech
Zhejiang University ZJU Zhejiang University China research,,China,11,Zhejiang University,815,=86,890,master_account,62.7,351,77.5,91,50.5,319,60.2,890,63.8,48,54.6,61,23 : 77,"33,427",22%,10.7,"Veterinary Science,Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/zhejiang-university
University of Southern California,,United States,0,University of Southern California,519,90,900,private,95.2,43,42.4,293,64.9,202,60.0,900,35.9,143,39.5,125,53 : 47,"36,929",25%,11.7,"Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/university-southern-california
The Hong Kong University of Science and Technology hkust,,Hong Kong,11,The Hong Kong University of Science and Technology,526,91,910,master_account,84.3,148,93.8,50,96.8,11,59.4,910,36.4,139,37.4,141,,"10,125",31%,22.3,Biological Sciences,/world-university-rankings/hong-kong-university-science-and-technology
University of Basel,,Switzerland,0,University of Basel,575,=92,920,master_account,84.5,145,100.0,2,98.5,1,59.1,920,29.8,199,41.7,110,56 : 44,"11,518",27%,15.8,"Sport Science,Biological Sciences",/world-university-rankings/university-basel
Osaka University,,Japan,0,Osaka University,583,=92,930,master_account,55.0,435,97.5,37,35.4,514,59.1,930,67.8,42,58.7,50,32 : 68,"22,892",11%,7.4,"Sport Science,Biological Sciences",/world-university-rankings/osaka-university
Vanderbilt University,,United States,0,Vanderbilt University,534,94,940,private,90.9,85,34.3,454,48.9,337,58.9,940,39.3,125,42.7,105,54 : 46,"12,006",14%,3.0,Biological Sciences,/world-university-rankings/vanderbilt-university
University of Exeter,,United Kingdom,11,University of Exeter,620,95,950,master_account,97.8,20,46.1,257,70.0,166,58.8,950,34.9,154,31.2,189,54 : 46,"21,451",28%,17.6,"Sport Science,Biological Sciences,Veterinary Science",/world-university-rankings/university-exeter
Emory University,,United States,0,Emory University,539,96,960,private,89.4,99,48.1,238,56.2,270,58.7,960,39.8,122,40.2,123,58 : 42,"12,735",20%,4.0,Biological Sciences,/world-university-rankings/emory-university
University of Leeds,,United Kingdom,0,University of Leeds,597,97,970,master_account,92.8,69,37.9,365,80.8,96,58.6,970,34.5,157,35.2,156,61 : 39,"30,236",29%,14.2,"Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/university-leeds
University of Arizona,,United States,0,University of Arizona,561,=98,980,public,84.4,147,56.3,180,32.1,557,58.4,980,55.1,68,36.0,150,52 : 48,"39,124",10%,18.4,"Veterinary Science,Agriculture & Forestry,Biological Sciences",/world-university-rankings/university-arizona
University of Würzburg,,Germany,0,University of Würzburg,691,=98,990,master_account,91.5,81,42.5,290,75.7,133,58.4,990,35.1,151,36.3,148,56 : 44,"24,082",10%,36.6,"Biological Sciences,Sport Science",/world-university-rankings/university-wurzburg
Brown University,,United States,0,Brown University,513,=100,1000,private,82.8,161,35.0,432,53.1,297,58.3,1000,38.9,129,50.1,76,,"9,391",20%,10.8,Biological Sciences,/world-university-rankings/brown-university
Fudan University,,China,0,Fudan University,700,=100,1010,master_account,63.1,343,45.5,262,38.5,478,58.3,1010,58.9,53,58.1,52,53 : 47,"32,537",12%,11.2,"Agriculture & Forestry,Biological Sciences",/world-university-rankings/fudan-university
University of Birmingham,,United Kingdom,11,University of Birmingham,612,101–125,1020,master_account,87.9,113,31.1,575,82.8,80,55.8–58.2,1020,39.2,126,27.4,237,57 : 43,"29,542",29%,15.5,"Sport Science,Biological Sciences",/world-university-rankings/university-birmingham
University of Bristol,,United Kingdom,11,University of Bristol,530,101–125,1030,master_account,92.1,72,30.5,599,68.3,176,55.8–58.2,1030,34.5,156,33.4,169,54 : 46,"21,783",27%,13.6,"Veterinary Science,Biological Sciences",/world-university-rankings/university-bristol
"University of California, Riverside",,United States,0,"University of California, Riverside",607,101–125,1040,public,89.5,98,49.5,228,61.0,230,55.8–58.2,1040,40.0,120,33.5,168,53 : 47,"22,272",14%,18.0,Biological Sciences,/world-university-rankings/university-california-riverside
"University of California, Santa Cruz",,United States,0,"University of California, Santa Cruz",574,101–125,1050,public,99.8,6,29.0,684,54.9,281,55.8–58.2,1050,35.7,145,28.6,219,50 : 50,"18,783",10%,23.0,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-california-santa-cruz
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,101–125,1060,private,89.6,95,27.8,776,61.1,229,55.8–58.2,1060,36.9,136,41.3,114,41 : 59,"13,430",48%,13.6,Biological Sciences,/world-university-rankings/carnegie-mellon-university
University of Cologne,,Germany,0,University of Cologne,961,101–125,1070,master_account,90.4,90,29.8,638,77.1,121,55.8–58.2,1070,32.6,168,37.1,143,63 : 37,"36,965",16%,36.5,Biological Sciences,/world-university-rankings/university-cologne-0
University of Colorado Boulder,,United States,0,University of Colorado Boulder,541,101–125,1080,public,98.8,12,32.5,511,38.2,483,55.8–58.2,1080,40.6,118,28.9,215,44 : 56,"33,186",11%,16.3,"Biological Sciences,Veterinary Science,Sport Science,Agriculture & Forestry",/world-university-rankings/university-colorado-boulder
