aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
Peking University,,China,0,Peking University,514,13,130,master_account,97.4,37,68.2,123,38.3,560,88.2,130,94.2,8,89.7,11,46 : 54,"39,575",15%,11.5,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering",/world-university-rankings/peking-university
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,14,140,public,99.8,7,41.7,400,73.0,174,87.8,140,87.9,20,87.9,12,50 : 50,"41,081",17%,13.7,"Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-california-berkeley
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,15,150,master_account,94.8,56,88.7,59,96.0,22,87.4,150,86.4,23,79.3,23,48 : 52,"25,088",27%,15.9,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/nanyang-technological-university-singapore
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,16,160,private,99.1,15,41.9,394,77.2,150,85.5,160,88.1,19,80.0,19,41 : 59,"13,430",48%,13.6,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/carnegie-mellon-university
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,17,170,public,93.3,65,58.7,198,69.5,211,85.2,170,88.4,17,82.8,18,49 : 51,"42,982",17%,8.3,"Chemical Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-michigan-ann-arbor
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,18,180,master_account,76.8,204,98.8,24,32.5,637,85.1,180,96.9,5,91.9,8,34 : 66,"38,783",11%,12.0,"Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/tsinghua-university
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,19,190,master_account,95.5,51,53.8,240,97.6,12,85.0,190,83.5,25,78.8,24,28 : 72,"10,492",59%,11.4,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/ecole-polytechnique-federale-de-lausanne
Yale University,,United States,0,Yale University,475,20,200,private,96.2,46,41.4,410,72.2,186,84.3,200,83.5,27,84.4,16,50 : 50,"12,402",20%,5.4,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/yale-university
Delft University of Technology,,Netherlands,0,Delft University of Technology,568,21,210,master_account,76.2,210,90.6,54,87.3,86,83.5,210,93.1,11,78.6,25,29 : 71,"18,743",30%,20.2,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/delft-university-technology
University of Texas at Austin,,United States,0,University of Texas at Austin,493,22,220,public,99.2,14,61.5,171,47.1,430,82.6,220,84.2,24,78.2,26,52 : 48,"49,165",10%,17.2,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Chemical Engineering",/world-university-rankings/university-texas-austin
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,23,230,public,87.2,107,53.8,241,60.1,291,81.7,230,89.0,16,79.4,22,47 : 53,"44,916",24%,17.9,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering,Civil Engineering",/world-university-rankings/university-illinois-urbana-champaign
The Hong Kong University of Science and Technology hkust,,Hong Kong,11,The Hong Kong University of Science and Technology,526,24,240,master_account,98.1,32,72.2,110,96.1,21,81.3,240,77.9,32,67.3,38,,"10,125",31%,22.3,"Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/hong-kong-university-science-and-technology
Technical University of Munich,,Germany,0,Technical University of Munich,552,25,250,master_account,84.7,127,99.6,16,67.3,234,80.4,250,83.1,29,73.9,31,34 : 66,"40,472",27%,47.8,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/technical-university-munich
Cornell University,,United States,0,Cornell University,484,26,260,private,95.7,50,35.7,625,72.4,182,78.2,260,76.3,34,72.6,35,49 : 51,"22,319",25%,9.8,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/cornell-university
University of Toronto,,Canada,0,University of Toronto,483,27,270,master_account,90.2,80,39.9,449,87.5,84,76.9,270,73.9,36,71.4,37,59 : 41,"73,370",21%,20.1,"Chemical Engineering,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-toronto
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,28,280,public,98.3,31,99.4,17,78.4,139,76.8,280,69.6,40,60.2,47,52 : 48,"24,089",16%,27.6,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-california-santa-barbara
University of Science and Technology of China,,China,0,University of Science and Technology of China,656,29,290,master_account,92.2,71,95.1,42,30.3,677,76.5,290,73.7,37,73.2,34,,"16,245",4%,7.7,"Electrical & Electronic Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-science-and-technology-china
RWTH Aachen University,,Germany,0,RWTH Aachen University,632,30,300,master_account,67.1,307,100.0,8,50.9,374,76.3,300,88.4,18,75.2,29,32 : 68,"45,377",21%,61.1,"Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/rwth-aachen-university
The University of Tokyo,,Japan,0,The University of Tokyo,494,31,310,master_account,54.3,445,80.8,80,36.6,583,76.2,310,91.7,14,90.0,10,,"25,913",12%,10.6,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering",/world-university-rankings/university-tokyo
Korea Advanced Institute of Science and Technology (KAIST),,South Korea,0,Korea Advanced Institute of Science and Technology (KAIST),558,32,320,master_account,70.5,267,99.4,18,30.8,666,75.8,320,86.6,22,77.2,27,20 : 80,"9,481",8%,10.2,"General Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/korea-advanced-institute-science-and-technology-kaist
Columbia University,,United States,0,Columbia University,476,33,330,private,97.8,33,45.2,331,77.0,153,75.4,330,61.5,54,73.5,32,,"26,586",37%,5.8,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/columbia-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,34,340,public,96.0,47,100.0,1,67.6,227,74.6,340,67.1,42,60.1,48,46 : 54,"33,579",23%,13.0,"Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-california-san-diego
Purdue University West Lafayette,,United States,0,Purdue University West Lafayette,562,35,350,public,67.1,306,72.5,108,74.0,172,74.3,350,83.5,26,71.9,36,43 : 57,"40,451",23%,15.7,"Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/purdue-university-west-lafayette
Northwestern University,,United States,0,Northwestern University,490,36,360,private,98.9,21,48.8,285,79.8,131,73.8,360,66.3,44,61.0,45,49 : 51,"17,951",20%,12.8,"Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/northwestern-university
University of Pennsylvania,,United States,0,University of Pennsylvania,480,37,370,private,98.5,30,69.6,117,75.3,161,73.7,370,63.1,52,62.0,43,52 : 48,"20,578",21%,6.5,"Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-pennsylvania
Johns Hopkins University,,United States,0,Johns Hopkins University,478,38,380,private,90.4,77,57.9,205,67.1,236,73.6,380,73.0,38,62.9,41,52 : 48,"16,171",26%,4.5,"Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/johns-hopkins-university
Zhejiang University ZJU Zhejiang University China research,,China,11,Zhejiang University,815,39,390,master_account,60.7,364,100.0,11,54.7,343,73.1,390,77.7,33,79.9,21,23 : 77,"33,427",22%,10.7,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/zhejiang-university
Seoul National University,,South Korea,0,Seoul National University,588,40,400,master_account,59.4,382,89.7,57,28.1,722,72.0,400,83.4,28,80.0,20,,"26,182",12%,12.4,"General Engineering,Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/seoul-national-university
Shanghai Jiao Tong University SJTU,,China,6,Shanghai Jiao Tong University,801,41,410,master_account,57.6,405,98.3,28,40.4,534,70.5,410,81.8,30,73.9,30,44 : 56,"38,853",13%,11.1,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/shanghai-jiao-tong-university
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,42,420,master_account,81.6,158,46.9,307,98.2,8,68.8,420,63.4,50,58.8,52,54 : 46,"18,260",44%,18.2,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-hong-kong
University of British Columbia ubc,,Canada,11,University of British Columbia,486,43,430,master_account,88.4,96,45.9,320,91.2,61,67.7,430,58.2,62,55.8,59,55 : 45,"52,108",32%,18.1,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-british-columbia
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,44,440,public,89.9,82,44.8,342,56.8,322,67.6,440,59.9,59,61.4,44,,"39,154",13%,10.0,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-wisconsin-madison
University of Southern California,,United States,0,University of Southern California,519,45,450,private,94.6,58,33.6,756,73.9,173,67.4,450,55.9,69,58.0,53,53 : 47,"36,929",25%,11.7,"Electrical & Electronic Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/university-southern-california
UCL ucl UCL,,United Kingdom,0,UCL,481,46,460,master_account,81.8,157,38.0,504,96.3,20,67.3,460,59.2,61,59.7,50,57 : 43,"32,665",52%,10.6,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/ucl
McGill University,,Canada,0,McGill University,492,47,470,master_account,74.6,229,31.6,987,86.5,94,67.2,470,66.4,43,62.4,42,58 : 42,"31,294",29%,13.0,"Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/mcgill-university
KU Leuven,,Belgium,11,KU Leuven,531,48,480,master_account,80.3,171,95.0,43,65.4,248,67.1,480,65.3,45,52.5,73,50 : 50,"45,049",15%,36.3,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/ku-leuven
Duke University,,United States,0,Duke University,487,49,490,private,90.0,81,85.7,63,72.9,177,67.0,490,55.4,70,52.8,71,49 : 51,"15,309",19%,4.3,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/duke-university
University of Washington,,United States,0,University of Washington,489,50,500,public,96.7,41,39.3,463,73.0,176,66.5,500,53.4,75,54.8,61,53 : 47,"45,692",16%,11.1,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/university-washington
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,51,510,public,85.0,121,63.8,152,56.3,324,66.0,510,64.8,47,52.6,72,46 : 54,"46,204",16%,15.3,"Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/penn-state-main-campus
University of Manchester,,United Kingdom,0,University of Manchester,512,=52,520,master_account,80.2,173,47.5,299,91.7,58,65.7,520,61.2,55,53.6,69,53 : 47,"37,038",40%,14.4,"Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-manchester
Rice University,,United States,0,Rice University,536,=52,530,private,99.8,9,63.8,153,83.0,114,65.7,530,46.4,94,49.8,81,42 : 58,"6,667",28%,8.9,"Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/rice-university
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,54,540,master_account,84.6,130,91.5,51,30.6,671,65.5,540,64.1,49,54.0,66,23 : 77,"3,215",3%,10.3,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/pohang-university-science-and-technology-postech
Kyoto University,,Japan,0,Kyoto University,516,=55,550,master_account,51.7,479,42.9,376,31.7,652,65.4,550,79.1,31,76.3,28,24 : 76,"22,566",9%,9.0,"Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/kyoto-university
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,=55,560,public,75.4,221,85.1,64,68.7,219,65.4,560,57.4,64,60.1,49,50 : 50,"54,372",13%,12.5,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/ohio-state-university-main-campus
Texas A&M University,,United States,11,Texas A&M University,629,=55,570,public,81.9,155,46.0,319,62.7,267,65.4,570,65.2,46,54.2,64,47 : 53,"60,818",8%,24.8,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,General Engineering",/world-university-rankings/texas-am-university
Sungkyunkwan University (SKKU),,South Korea,6,Sungkyunkwan University (SKKU),805,58,580,master_account,83.5,137,96.9,35,37.5,570,64.9,580,59.7,60,54.5,63,43 : 57,"23,342",15%,19.5,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering",/world-university-rankings/sungkyunkwan-university-skku
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,59,590,master_account,80.1,175,49.2,279,93.3,43,64.4,590,56.0,68,53.6,70,47 : 53,"44,336",41%,35.7,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/unsw-sydney
Technical University of Berlin,,Germany,0,Technical University of Berlin,1022,60,600,master_account,75.2,225,84.1,70,59.2,303,64.1,600,59.9,58,56.1,58,34 : 66,"22,622",24%,60.6,"Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/technical-university-berlin
Huazhong University of Science and Technology Hua Zhong University HUST Tech,,China,6,Huazhong University of Science and Technology,956,61,610,master_account,78.4,188,86.8,62,22.7,843,63.8,610,60.5,56,60.3,46,36 : 64,"56,379",5%,16.5,"Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/huazhong-university-science-and-technology
KTH Royal Institute of Technology,,Sweden,0,KTH Royal Institute of Technology,651,62,620,master_account,74.2,233,43.6,362,82.9,116,63.6,620,62.3,53,53.9,67,33 : 67,"12,659",20%,15.7,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/kth-royal-institute-technology
City University of Hong Kong CityU HK,,Hong Kong,11,City University of Hong Kong,657,63,630,master_account,95.3,52,60.3,180,98.6,4,63.3,630,47.1,91,41.8,106,59 : 41,"9,587",45%,11.0,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/city-university-hong-kong
Tokyo Institute of Technology,,Japan,6,Tokyo Institute of Technology,572,64,640,master_account,47.0,532,61.2,173,37.8,567,62.2,640,71.3,39,73.3,33,15 : 85,"9,752",13%,7.7,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/tokyo-institute-technology
New York University,,United States,0,New York University,508,65,650,private,98.8,25,69.1,120,77.5,146,61.8,650,44.0,107,40.6,114,57 : 43,"44,466",33%,8.9,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering",/world-university-rankings/new-york-university
National Taiwan University,,Taiwan,0,National Taiwan University,618,66,660,master_account,49.3,504,68.5,122,38.5,558,61.7,660,75.1,35,64.4,40,40 : 60,"27,254",11%,11.1,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/national-taiwan-university
Fudan University,,China,0,Fudan University,700,67,670,master_account,95.1,54,50.9,262,36.2,591,61.4,670,50.4,81,49.7,83,53 : 47,"32,537",12%,11.2,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/fudan-university
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,68,680,master_account,78.3,189,62.4,164,93.6,38,61.0,680,48.6,86,49.1,87,56 : 44,"47,385",46%,26.3,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/university-melbourne
Technical University of Denmark,,Denmark,0,Technical University of Denmark,643,69,690,master_account,70.9,262,54.6,231,87.5,83,60.6,690,56.3,67,49.8,82,30 : 70,"9,265",25%,6.6,"General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/technical-university-denmark
Monash University,,Australia,0,Monash University,581,70,700,master_account,84.6,129,78.0,90,96.8,16,60.4,700,44.7,103,41.7,109,57 : 43,"52,989",39%,33.9,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/monash-university
Chalmers University of Technology,,Sweden,0,Chalmers University of Technology,695,=71,710,master_account,78.4,187,58.3,201,75.9,156,60.1,710,48.3,87,51.6,75,32 : 68,"9,209",17%,12.5,"Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/chalmers-university-technology
Virginia Polytechnic Institute and State University virginia tech virginia,,United States,11,Virginia Polytechnic Institute and State University,737,=71,720,public,76.6,208,57.4,207,61.3,281,60.1,720,55.0,71,50.4,78,43 : 57,"32,838",14%,18.3,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/virginia-polytechnic-institute-and-state-university
Eindhoven University of Technology,,Netherlands,6,Eindhoven University of Technology,579,73,730,master_account,74.7,227,42.3,387,67.0,238,60.0,730,57.7,63,50.1,79,,"8,917",19%,20.7,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/eindhoven-university-technology
Karlsruhe Institute of Technology,,Germany,0,Karlsruhe Institute of Technology,660,74,740,master_account,71.9,253,65.2,147,67.3,232,59.8,740,56.6,66,49.2,86,28 : 72,"27,255",22%,25.6,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Chemical Engineering",/world-university-rankings/karlsruhe-institute-technology
Nanjing University,,China,0,Nanjing University,727,75,750,master_account,87.9,99,74.7,99,49.2,400,59.5,750,39.0,120,53.9,68,44 : 56,"34,569",10%,15.5,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/nanjing-university
University of Southampton,,United Kingdom,0,University of Southampton,593,76,760,master_account,69.2,280,41.4,408,93.4,42,59.1,760,52.6,76,50.7,77,53 : 47,"23,863",34%,13.7,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering",/world-university-rankings/university-southampton
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,=77,770,master_account,89.0,90,38.4,488,97.1,13,58.7,770,42.2,110,41.3,110,,"18,340",32%,18.6,"Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/chinese-university-hong-kong
Paris Sciences et Lettres – PSL Research University Paris,,France,0,Paris Sciences et Lettres – PSL Research University Paris,615804,=77,780,master_account,77.9,193,74.7,100,69.2,215,58.7,780,45.0,102,49.5,85,46 : 54,"21,298",26%,11.5,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering",/world-university-rankings/paris-sciences-et-lettres-psl-research-university-paris
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,79,790,master_account,86.9,109,35.6,630,95.2,28,58.3,790,45.6,98,39.3,118,60 : 40,"29,433",41%,12.8,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-edinburgh
"University of California, Davis",,United States,0,"University of California, Davis",503,80,800,public,66.5,317,44.2,351,75.7,158,57.9,800,53.9,72,51.8,74,58 : 42,"39,164",14%,12.0,"Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-california-davis
Australian National University anu,,Australia,0,Australian National University,502,81,810,master_account,87.4,105,34.7,683,98.5,6,57.8,810,43.1,108,39.1,119,52 : 48,"17,359",44%,17.8,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/australian-national-university
Brown University,,United States,0,Brown University,513,82,820,private,93.6,62,36.5,583,71.6,194,57.6,820,38.9,123,43.2,103,,"9,391",20%,10.8,"Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/brown-university
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,83,830,public,88.9,93,43.2,369,43.6,488,57.5,830,47.4,89,44.5,96,48 : 52,"33,108",11%,16.6,"Chemical Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-maryland-college-park
Arizona State University (Tempe)  ,,United States,0,Arizona State University (Tempe)  ,591,=84,840,public,84.7,124,44.5,344,69.5,210,57.1,840,44.1,105,43.9,98,43 : 57,"46,683",21%,21.1,"Chemical Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/arizona-state-university-tempe
