aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
University of Texas at Austin,,United States,0,University of Texas at Austin,493,28,270,public,68.9,102,50.8,75,25.9,258,71.7,270,83.2,20,74.3,20,51 : 49,"48,689",10%,17.2,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/university-texas-austin
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,29,280,master_account,61.4,145,53.9,63,98.1,1,71.1,280,78.8,27,65.7,35,51 : 49,"20,095",39%,17.8,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/university-hong-kong
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,30,290,master_account,78.5,44,51.7,68,46.0,173,70.5,290,72.5,35,69.1,28,61 : 39,"36,180",14%,15.7,"Business & Management,Economics & Econometrics",/world-university-rankings/lmu-munich
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,31,300,master_account,64.8,128,65.5,39,42.4,187,70.0,300,79.3,26,71.1,22,32 : 68,"41,537",10%,14.1,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/tsinghua-university
University of Southern California,,United States,0,University of Southern California,519,32,310,private,82.7,29,36.7,178,47.3,167,69.4,310,74.5,32,61.5,41,52 : 48,"38,466",23%,13.6,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/university-southern-california
Michigan State University,,United States,0,Michigan State University,560,33,320,public,76.1,62,38.7,153,47.3,165,68.0,320,72.4,36,64.1,37,51 : 49,"45,297",16%,15.8,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/michigan-state-university
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,34,330,public,65.0,126,50.5,80,39.5,197,67.6,330,76.0,29,68.7,30,46 : 54,"43,202",22%,18.3,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/university-illinois-urbana-champaign
Dartmouth College,,United States,0,Dartmouth College,554,35,340,private,99.6,2,42.6,129,26.8,253,66.9,340,42.9,80,76.7,15,47 : 53,"6,109",15%,6.7,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/dartmouth-college
Australian National University anu,,Australia,0,Australian National University,502,36,350,master_account,58.2,167,52.0,64,88.8,19,66.1,350,70.5,38,63.4,39,52 : 48,"15,402",35%,19.9,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/australian-national-university
Arizona State University (Tempe)  ,,United States,0,Arizona State University (Tempe)  ,591,37,360,public,85.7,20,33.7,256,39.8,196,66.0,360,74.7,31,50.5,63,44 : 56,"43,082",16%,20.1,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/arizona-state-university-tempe
Federal University of Toulouse Midi-Pyrénées,,France,0,Federal University of Toulouse Midi-Pyrénées,587913,38,370,master_account,55.9,188,48.1,93,58.4,126,65.9,370,73.6,34,69.0,29,54 : 46,"93,250",19%,23.3,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/federal-university-toulouse-midi-pyrenees
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,39,380,master_account,57.1,175,44.6,116,87.5,27,65.4,380,77.2,28,56.5,50,55 : 45,"42,273",37%,24.8,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/university-melbourne
University of Virginia (Main campus)  ,,United States,0,University of Virginia (Main campus)  ,601,40,390,public,90.1,13,46.5,102,35.0,212,65.3,390,42.9,81,77.0,14,53 : 47,"23,797",12%,10.0,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/university-virginia-main-campus
Boston University,,United States,0,Boston University,518,=41,400,private,80.7,35,32.5,326,54.8,137,64.4,400,54.7,62,66.1,34,59 : 41,"24,714",19%,8.4,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/boston-university
Hong Kong Polytechnic University PolyU Poly U HK PolyU,,Hong Kong,11,Hong Kong Polytechnic University,723,=41,410,master_account,77.2,54,35.4,203,83.3,43,64.4,410,66.5,41,50.3,66,54 : 46,"21,907",25%,25.6,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/hong-kong-polytechnic-university
Boston College,,United States,0,Boston College,659,=43,420,private,81.9,30,43.7,126,56.9,129,63.8,420,59.4,52,57.4,48,55 : 45,"12,932",19%,16.5,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/boston-college
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,=43,430,master_account,67.7,108,40.3,142,88.8,20,63.8,430,63.1,47,57.2,49,,"18,433",27%,10.5,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/chinese-university-hong-kong
McGill University,,Canada,0,McGill University,492,=45,440,master_account,70.1,90,45.6,109,86.6,30,63.6,440,56.4,59,61.8,40,57 : 43,"30,911",24%,13.5,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/mcgill-university
University of Zurich,,Switzerland,0,University of Zurich,525,=45,450,master_account,88.1,16,50.9,74,81.4,50,63.6,450,57.4,57,47.6,70,57 : 43,"26,042",18%,6.1,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/university-zurich
University of Bonn,,Germany,0,University of Bonn,868,47,460,master_account,70.0,93,37.5,167,56.9,128,63.0,460,65.0,44,58.9,46,55 : 45,"33,939",13%,73.3,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/university-bonn
Pompeu Fabra University,,Spain,0,Pompeu Fabra University,650,48,470,master_account,75.0,67,46.6,101,61.9,115,62.6,470,59.3,53,57.7,47,59 : 41,"10,791",12%,20.1,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/pompeu-fabra-university
Maastricht University,,Netherlands,6,Maastricht University,663,49,480,master_account,56.8,176,63.7,41,94.9,3,62.4,480,65.1,43,56.2,51,58 : 42,"16,030",47%,18.3,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/maastricht-university
Purdue University West Lafayette,,United States,0,Purdue University West Lafayette,562,50,490,public,63.4,133,61.4,46,61.6,118,61.9,490,61.5,50,61.2,42,42 : 58,"38,788",22%,17.7,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/purdue-university-west-lafayette
University of Sydney UniSyd,,Australia,11,University of Sydney,522,51,500,master_account,70.8,85,45.7,106,76.1,69,61.8,500,61.0,51,53.5,57,57 : 43,"42,678",29%,19.0,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/university-sydney
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,52,510,master_account,73.1,75,38.8,152,84.3,39,61.7,510,62.8,48,48.2,67,46 : 54,"39,121",32%,26.3,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/unsw-sydney
University of Groningen,,Netherlands,11,University of Groningen,598,=53,520,master_account,78.5,43,92.5,22,45.6,174,61.5,520,57.4,56,53.5,55,52 : 48,"25,281",13%,24.4,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/university-groningen
University of Leeds,,United Kingdom,0,University of Leeds,597,=53,530,master_account,77.4,53,34.7,217,83.2,45,61.5,530,56.7,58,51.0,62,59 : 41,"27,791",22%,15.0,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/university-leeds
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,55,540,public,81.8,31,35.7,192,31.0,235,60.8,540,70.2,39,43.9,80,48 : 52,"31,353",9%,16.8,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/university-maryland-college-park
Georgia Institute of Technology,,United States,0,Georgia Institute of Technology,488,56,550,public,76.9,57,45.0,112,53.5,141,60.7,550,70.1,40,41.5,84,31 : 69,"19,847",26%,19.8,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/georgia-institute-technology
Free University of Berlin,,Germany,0,Free University of Berlin,617,57,560,master_account,79.4,39,64.2,40,31.7,234,60.4,560,57.6,55,54.7,54,58 : 42,"32,909",21%,53.9,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/free-university-berlin
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,58,570,master_account,61.0,149,99.9,11,72.1,86,59.0,570,66.1,42,43.9,81,49 : 51,"25,278",32%,16.1,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/nanyang-technological-university-singapore
KU Leuven,,Belgium,11,KU Leuven,531,59,580,master_account,79.5,38,100.0,3,48.3,161,58.7,580,63.4,46,36.9,98,49 : 51,"46,381",16%,41.9,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/ku-leuven
Lancaster University,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-49618222,United Kingdom,11,Lancaster University,595,60,590,master_account,67.7,110,56.4,56,87.4,28,58.4,590,55.0,61,48.0,68,52 : 48,"11,673",35%,13.6,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/lancaster-university
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,61,600,master_account,72.0,80,34.5,227,78.3,64,58.3,600,47.7,73,55.4,53,59 : 41,"25,279",37%,12.6,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/university-edinburgh
"City, University of London",,United Kingdom,0,"City, University of London",912,62,610,master_account,86.8,18,40.0,145,94.1,4,57.8,610,39.5,98,46.7,72,54 : 46,"12,489",49%,16.1,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/city-university-london
Monash University,,Australia,11,Monash University,581,63,620,master_account,56.5,181,43.0,128,86.7,29,57.6,620,58.7,54,51.7,60,57 : 43,"44,217",25%,34.5,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/monash-university
City University of Hong Kong CityU HK,,Hong Kong,11,City University of Hong Kong,657,64,630,master_account,69.7,95,48.3,91,79.4,59,57.5,630,53.1,63,47.8,69,52 : 48,"9,871",30%,11.6,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/city-university-hong-kong
Fudan University,,China,0,Fudan University,700,65,640,master_account,60.9,151,67.9,34,48.1,162,57.1,640,52.0,65,60.4,43,50 : 50,"32,449",11%,12.1,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/fudan-university
Université Catholique de Louvain,,Belgium,0,Université Catholique de Louvain,633,66,650,master_account,63.1,134,50.6,78,54.5,138,57.0,650,63.9,45,46.4,74,54 : 46,"23,916",19%,38.1,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/universite-catholique-de-louvain
Western University,,Canada,11,Western University,690,67,660,master_account,68.7,104,38.7,154,69.8,97,55.4,660,38.2,102,60.2,44,55 : 45,"28,060",16%,21.6,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/western-university
Texas A&M University,,United States,11,Texas A&M University,629,68,670,public,56.6,179,83.3,26,23.4,271,55.0,670,73.8,33,39.7,93,47 : 53,"53,694",9%,22.1,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/texas-am-university
University of Sussex,,United Kingdom,11,University of Sussex,563,69,680,master_account,75.1,66,35.0,214,90.6,13,54.1,680,55.6,60,29.3,147,55 : 45,"12,293",35%,15.8,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/university-sussex
University of Nottingham,,United Kingdom,0,University of Nottingham,604,70,690,master_account,69.5,97,32.9,288,85.4,33,53.8,690,43.1,79,46.7,73,53 : 47,"29,738",28%,14.7,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/university-nottingham
University of St Gallen,,Switzerland,0,University of St Gallen,131326,71,700,master_account,69.2,99,62.9,44,88.8,23,53.6,700,40.9,91,45.4,76,33 : 67,"7,175",34%,11.3,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/university-st-gallen
National Taiwan University,,Taiwan,0,National Taiwan University,618,72,710,master_account,37.4,303,49.2,87,21.7,280,53.4,710,61.9,49,64.7,36,40 : 60,"31,581",8%,11.6,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/national-taiwan-university
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,73,720,master_account,69.2,98,34.4,231,81.6,49,52.3,720,47.9,71,38.0,96,55 : 45,"38,892",25%,35.4,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/university-queensland
École Polytechnique,,France,6,École Polytechnique,527,74,730,master_account,53.8,207,70.5,30,81.0,53,52.2,730,41.5,90,53.4,58,18 : 82,"2,669",31%,5.0,"Economics & Econometrics,Business & Management",/world-university-rankings/ecole-polytechnique
York University,,Canada,6,York University,765,75,740,master_account,69.9,94,46.9,98,80.6,55,51.9,740,52.1,64,31.6,136,58 : 42,"46,565",22%,40.8,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/york-university
Korea University,,South Korea,6,Korea University,702,76,750,master_account,47.7,251,99.9,10,51.5,150,51.1,750,47.4,75,53.5,56,42 : 58,"22,739",16%,15.5,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/korea-university
Temple University,,United States,0,Temple University,907,77,760,public,80.9,34,38.2,158,32.8,227,50.9,760,48.4,68,35.2,110,52 : 48,"33,672",6%,13.3,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/temple-university
"University of California, Irvine",,United States,0,"University of California, Irvine",550,78,770,public,84.8,22,32.5,330,53.9,140,50.8,770,36.0,110,40.0,91,53 : 47,"29,304",18%,17.2,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/university-california-irvine
University of Lausanne,,Switzerland,0,University of Lausanne,580,79,780,master_account,76.1,61,96.7,16,90.4,14,50.7,780,36.7,106,32.2,129,,"12,647",24%,13.5,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/university-lausanne
University of Auckland UOA Auckland University,,New Zealand,11,University of Auckland,637,80,790,master_account,71.0,83,37.7,164,81.0,52,50.4,790,44.7,77,34.1,119,54 : 46,"30,287",29%,18.9,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/university-auckland
Vrije Universiteit Amsterdam,,Netherlands,0,Vrije Universiteit Amsterdam,625,81,800,master_account,76.8,58,50.1,82,55.7,133,50.3,800,39.9,95,39.0,94,56 : 44,"24,592",7%,15.5,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/vrije-universiteit-amsterdam
Aarhus University,,Denmark,0,Aarhus University,589,82,810,master_account,69.1,100,70.7,29,52.0,148,50.1,810,49.3,66,34.1,118,55 : 45,"24,633",14%,13.9,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/aarhus-university
Higher School of Economics,,Russian Federation,11,Higher School of Economics,131492,=83,820,master_account,54.3,199,90.3,24,30.4,237,49.9,820,47.3,76,50.3,65,,"16,170",5%,9.1,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/higher-school-economics
Rice University,,United States,0,Rice University,536,=83,830,private,76.7,60,32.5,343,39.2,200,49.9,830,23.8,173,59.0,45,43 : 57,"6,447",27%,9.0,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/rice-university
University of Surrey,,United Kingdom,11,University of Surrey,806,85,840,master_account,77.0,56,33.0,286,92.7,6,49.8,840,36.8,105,33.1,127,54 : 46,"10,377",38%,13.3,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/university-surrey
Autonomous University of Barcelona uab,,Spain,6,Autonomous University of Barcelona,666,86,850,master_account,58.9,161,35.5,197,50.3,155,49.3,850,41.5,89,50.5,64,59 : 41,"31,095",11%,12.4,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/autonomous-university-barcelona
Renmin University of China,,China,0,Renmin University of China,894,87,860,master_account,43.2,268,61.2,47,44.7,180,49.0,860,34.5,120,68.0,32,,"24,859",6%,11.7,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/renmin-university-china
Stockholm University,,Sweden,0,Stockholm University,596,88,870,master_account,73.7,74,33.4,264,51.1,152,48.9,870,47.7,74,31.6,135,62 : 38,"31,272",8%,23.5,"Accounting & Finance,Business & Management,Economics & Econometrics",/world-university-rankings/stockholm-university
University of Bath,,United Kingdom,0,University of Bath,716,=89,880,master_account,74.6,68,35.3,206,84.5,37,48.6,880,34.0,123,35.8,106,45 : 55,"11,765",30%,16.5,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/university-bath
Georgetown University,,United States,0,Georgetown University,602,=89,890,private,65.2,123,33.5,261,31.9,232,48.6,890,33.4,126,55.9,52,54 : 46,"15,726",15%,8.6,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/georgetown-university
University of Massachusetts,,United States,0,University of Massachusetts,528,=89,900,master_account,65.2,124,38.9,150,44.7,179,48.6,900,41.9,87,44.1,79,49 : 51,"58,624",13%,13.1,"Economics & Econometrics,Accounting & Finance,Business & Management",/world-university-rankings/university-massachusetts
Georgia State University,,United States,0,Georgia State University,824,92,910,public,75.4,64,32.6,312,23.1,273,48.2,910,47.8,72,34.5,113,58 : 42,"28,788",5%,19.2,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/georgia-state-university
Cardiff University,,United Kingdom,0,Cardiff University,671,93,920,master_account,68.7,103,35.1,209,65.1,108,48.1,920,42.0,85,35.3,109,56 : 44,"23,549",25%,14.3,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/cardiff-university
Aston University,,United Kingdom,0,Aston University,816,=94,930,master_account,83.3,27,42.4,130,89.6,16,48.0,930,34.6,117,25.0,187,48 : 52,"8,563",32%,16.4,"Business & Management,Accounting & Finance,Economics & Econometrics",/world-university-rankings/aston-university
University of St Andrews,,United Kingdom,0,University of St Andrews,549,=94,940,master_account,72.0,81,34.5,230,83.4,42,48.0,940,30.0,143,40.1,90,57 : 43,"8,453",46%,12.2,"Economics & Econometrics,Business & Management",/world-university-rankings/university-st-andrews
University of Vienna,,Austria,0,University of Vienna,603,96,950,master_account,60.8,154,32.5,350,91.9,9,47.8,950,41.6,88,35.0,111,67 : 33,"34,711",26%,20.3,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/university-vienna
Ghent University,,Belgium,0,Ghent University,570,97,960,master_account,83.5,26,68.5,33,40.4,193,47.7,960,40.2,93,27.7,161,53 : 47,"35,374",9%,37.0,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/ghent-university
University of Texas at Dallas utd,,United States,11,University of Texas at Dallas,733,98,970,public,79.4,40,37.4,169,50.0,157,47.6,970,49.2,67,21.6,224,44 : 56,"17,825",25%,25.0,"Economics & Econometrics,Business & Management,Accounting & Finance",/world-university-rankings/university-texas-dallas
University of Notre Dame,,United States,0,University of Notre Dame,553,99,980,private,81.8,32,36.3,184,23.7,269,47.5,980,23.1,180,51.9,59,45 : 55,"11,821",10%,13.5,"Accounting & Finance,Economics & Econometrics,Business & Management",/world-university-rankings/university-notre-dame-0
University of Montreal,,Canada,11,University of Montreal,569,100,990,master_account,54.0,204,57.8,54,79.0,60,46.6,990,34.3,122,44.7,78,58 : 42,"37,651",24%,20.2,"Business & Management,Economics & Econometrics,Accounting & Finance",/world-university-rankings/university-montreal
