aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
Peking University,,China,0,Peking University,514,12,120,master_account,93.9,37,99.7,17,43.8,327,87.0,120,89.8,18,86.5,13,48 : 52,"42,977",15%,8.8,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering",/world-university-rankings/peking-university
"University of California, Los Angeles",,United States,0,"University of California, Los Angeles",477,=13,130,public,99.6,7,46.0,225,73.1,128,86.9,130,91.9,12,80.4,21,53 : 47,"38,392",16%,9.9,"Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-california-los-angeles
Georgia Institute of Technology,,United States,0,Georgia Institute of Technology,488,=13,140,public,91.3,49,54.8,153,68.5,154,86.9,140,95.4,6,84.2,14,31 : 69,"19,847",26%,19.8,"Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/georgia-institute-technology
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,15,150,private,98.0,14,45.2,233,59.5,210,86.3,150,92.7,11,82.6,16,38 : 62,"12,311",38%,13.2,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/carnegie-mellon-university
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,16,160,public,92.8,44,72.7,78,58.2,218,86.2,160,93.0,10,82.6,17,46 : 54,"43,202",22%,18.3,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering,Civil Engineering",/world-university-rankings/university-illinois-urbana-champaign
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,17,170,public,90.4,54,51.0,181,67.4,161,84.9,170,90.9,16,83.8,15,48 : 52,"41,912",16%,8.8,"Chemical Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-michigan-ann-arbor
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,18,180,master_account,95.2,27,98.3,25,96.3,7,84.3,180,79.3,28,74.1,28,49 : 51,"25,278",32%,16.1,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/nanyang-technological-university-singapore
The Hong Kong University of Science and Technology hkust,,Hong Kong,11,The Hong Kong University of Science and Technology,526,19,190,master_account,95.9,23,60.3,122,80.3,95,84.0,190,83.4,25,78.6,24,,"11,960",38%,27.3,"Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/hong-kong-university-science-and-technology
Delft University of Technology,,Netherlands,0,Delft University of Technology,568,20,200,master_account,74.7,150,90.6,42,80.2,97,83.9,200,94.0,8,81.9,19,27 : 73,"16,174",25%,18.9,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/delft-university-technology
Northwestern University,,United States,0,Northwestern University,490,21,210,private,97.8,15,49.0,198,71.7,139,82.8,210,82.5,26,77.8,26,48 : 52,"18,570",16%,14.0,"Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/northwestern-university
Cornell University,,United States,0,Cornell University,484,22,220,private,93.1,43,35.6,395,61.7,197,79.5,220,78.9,29,79.3,23,49 : 51,"21,593",19%,9.9,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/cornell-university
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,23,230,master_account,61.1,244,98.1,26,27.9,479,79.2,230,97.0,3,87.6,11,32 : 68,"41,537",10%,14.1,"Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/tsinghua-university
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,24,240,public,99.7,6,100.0,1,79.7,98,78.5,240,71.3,42,62.6,47,51 : 49,"22,267",12%,27.4,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-california-santa-barbara
University of Texas at Austin,,United States,0,University of Texas at Austin,493,25,250,public,97.4,17,53.8,158,36.0,407,77.3,250,81.7,27,68.8,35,51 : 49,"48,689",10%,17.2,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Chemical Engineering",/world-university-rankings/university-texas-austin
Columbia University,,United States,0,Columbia University,476,26,260,private,95.1,29,45.4,229,73.0,129,77.0,260,69.9,43,73.6,30,,"25,659",30%,6.0,"Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/columbia-university
Purdue University West Lafayette,,United States,0,Purdue University West Lafayette,562,27,270,public,64.5,223,58.5,129,71.5,142,76.7,270,88.2,19,80.8,20,42 : 58,"38,788",22%,17.7,"Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/purdue-university-west-lafayette
Technical University of Munich,,Germany,0,Technical University of Munich,552,28,280,master_account,71.4,171,99.8,13,62.6,189,76.3,280,85.6,22,71.2,32,33 : 67,"36,929",22%,51.9,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/technical-university-munich
RWTH Aachen University,,Germany,0,RWTH Aachen University,632,29,290,master_account,63.2,232,100.0,7,46.2,301,75.7,290,90.4,17,75.7,27,32 : 68,"42,298",17%,54.9,"Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/rwth-aachen-university
Korea Advanced Institute of Science and Technology (KAIST),,South Korea,0,Korea Advanced Institute of Science and Technology (KAIST),558,30,300,master_account,84.6,89,99.7,16,31.7,441,74.8,300,73.4,37,73.8,29,20 : 80,"9,327",9%,9.5,"General Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/korea-advanced-institute-science-and-technology-kaist
University of Toronto,,Canada,0,University of Toronto,483,31,310,master_account,87.3,73,36.8,369,83.0,80,74.7,310,74.1,34,68.1,37,,"68,093",16%,18.8,"Chemical Engineering,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-toronto
Seoul National University,,South Korea,0,Seoul National University,588,32,320,master_account,69.6,190,77.7,70,27.0,489,74.4,320,84.5,24,79.9,22,,"26,777",11%,13.1,"General Engineering,Civil Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/seoul-national-university
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,33,330,master_account,75.6,143,35.0,414,98.7,3,73.3,330,77.4,30,67.1,39,51 : 49,"20,095",39%,17.8,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-hong-kong
KU Leuven,,Belgium,11,KU Leuven,531,34,340,master_account,93.2,42,97.9,27,62.3,191,73.0,340,72.5,40,53.4,64,49 : 51,"46,381",16%,41.9,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/ku-leuven
The University of Tokyo,,Japan,0,The University of Tokyo,494,35,350,master_account,52.8,294,37.1,356,33.3,426,71.6,350,84.6,23,91.0,8,,"26,080",10%,7.0,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering,General Engineering",/world-university-rankings/university-tokyo
KTH Royal Institute of Technology,,Sweden,0,KTH Royal Institute of Technology,651,36,360,master_account,77.6,129,43.4,256,76.8,113,71.2,360,73.4,36,66.3,41,31 : 69,"12,841",17%,15.9,"Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/kth-royal-institute-technology
University of Manchester,,United Kingdom,0,University of Manchester,512,37,370,master_account,73.1,159,47.1,217,87.5,55,69.9,370,69.9,44,66.5,40,52 : 48,"34,015",36%,14.4,"Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-manchester
University of Science and Technology of China,,China,0,University of Science and Technology of China,656,=38,380,master_account,86.0,81,83.0,55,24.7,524,69.6,380,62.6,53,70.7,33,,"14,827",3%,8.1,"Electrical & Electronic Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-science-and-technology-china
UCL ucl UCL,,United Kingdom,0,UCL,481,=38,390,master_account,76.6,139,35.6,394,94.9,14,69.6,390,67.3,45,64.9,44,56 : 44,"28,602",47%,10.6,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/ucl
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,=40,400,master_account,86.9,76,87.2,47,34.5,417,69.0,400,64.0,51,63.1,45,22 : 78,"3,017",4%,10.0,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/pohang-university-science-and-technology-postech
Technical University of Berlin,,Germany,0,Technical University of Berlin,1022,=40,410,master_account,82.1,101,88.9,43,54.7,245,69.0,410,72.2,41,54.1,62,34 : 66,"20,548",19%,60.3,"Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/technical-university-berlin
Johns Hopkins University,,United States,0,Johns Hopkins University,478,42,420,private,89.4,57,41.5,278,64.2,181,68.9,420,64.8,50,59.8,50,51 : 49,"15,303",24%,3.5,"Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/johns-hopkins-university
University of Washington,,United States,0,University of Washington,489,43,430,public,96.4,21,43.6,252,66.9,166,68.0,430,59.7,57,54.8,59,53 : 47,"45,162",15%,11.9,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering",/world-university-rankings/university-washington
"University of California, San Diego",,United States,0,"University of California, San Diego",497,44,440,public,96.2,22,74.0,76,49.4,272,66.9,440,62.1,54,48.1,83,47 : 53,"28,416",14%,6.6,"Chemical Engineering,General Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-california-san-diego
Monash University,,Australia,0,Monash University,581,45,450,master_account,85.6,84,80.1,61,92.7,25,66.7,450,59.2,61,48.3,81,57 : 43,"44,217",25%,34.5,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/monash-university
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,46,460,public,89.1,61,42.3,270,52.8,254,66.3,460,59.7,58,59.5,51,51 : 49,"40,048",12%,11.0,"Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-wisconsin-madison
Kyoto University,,Japan,0,Kyoto University,516,47,470,master_account,51.3,308,64.1,109,29.7,466,66.2,470,77.4,31,77.9,25,,"22,547",7%,5.5,"Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/kyoto-university
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,48,480,public,84.3,90,57.9,137,44.2,324,64.9,480,66.6,46,51.7,67,46 : 54,"45,359",13%,12.3,"Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/penn-state-main-campus
Rice University,,United States,0,Rice University,536,49,490,private,100.0,1,53.8,157,72.2,136,64.3,490,48.4,82,47.3,90,43 : 57,"6,447",27%,9.0,"Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/rice-university
University of Southern California,,United States,0,University of Southern California,519,50,500,private,97.3,18,35.3,405,72.6,133,64.1,500,53.5,70,46.7,95,52 : 48,"38,466",23%,13.6,"Electrical & Electronic Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/university-southern-california
Sungkyunkwan University (SKKU),,South Korea,6,Sungkyunkwan University (SKKU),805,51,510,master_account,83.5,94,70.6,84,29.0,469,63.8,510,61.0,55,56.2,57,,"24,791",10%,19.1,"Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering",/world-university-rankings/sungkyunkwan-university-skku
McGill University,,Canada,0,McGill University,492,52,520,master_account,57.2,266,64.7,104,80.3,96,63.7,520,65.9,49,63.0,46,57 : 43,"30,911",24%,13.5,"Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/mcgill-university
Technical University of Denmark,,Denmark,0,Technical University of Denmark,643,=53,530,master_account,78.5,120,43.7,250,80.6,90,63.6,530,57.2,65,55.5,58,27 : 73,"8,063",18%,5.7,"General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/technical-university-denmark
Shanghai Jiao Tong University SJTU,,China,6,Shanghai Jiao Tong University,801,=53,540,master_account,48.0,332,99.6,20,24.7,526,63.6,540,76.8,32,68.3,36,41 : 59,"36,535",6%,12.3,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/shanghai-jiao-tong-university
Tohoku University,,Japan,6,Tohoku University,584,55,550,master_account,54.0,280,63.0,113,39.1,378,63.2,550,73.3,38,67.6,38,26 : 74,"17,349",9%,5.4,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/tohoku-university
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,56,560,master_account,80.7,111,43.1,260,93.7,18,63.1,560,55.5,67,50.1,76,46 : 54,"39,121",32%,26.3,"Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering,General Engineering",/world-university-rankings/unsw-sydney
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,57,570,public,75.1,148,84.2,52,64.5,180,62.9,570,63.6,52,47.1,91,49 : 51,"52,497",12%,12.8,"Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,General Engineering,Chemical Engineering",/world-university-rankings/ohio-state-university-main-campus
City University of Hong Kong CityU HK,,Hong Kong,11,City University of Hong Kong,657,58,580,master_account,96.9,20,73.1,77,80.5,92,62.7,580,46.0,94,42.1,109,52 : 48,"9,871",30%,11.6,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/city-university-hong-kong
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,59,590,master_account,89.0,64,37.6,342,93.1,21,62.6,590,50.6,77,46.9,93,59 : 41,"25,279",37%,12.6,"General Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-edinburgh
Karlsruhe Institute of Technology,,Germany,0,Karlsruhe Institute of Technology,660,60,600,master_account,83.0,98,68.9,90,60.2,205,62.0,600,55.6,66,48.4,80,27 : 73,"25,948",17%,24.5,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering,Chemical Engineering",/world-university-rankings/karlsruhe-institute-technology
École Polytechnique,,France,6,École Polytechnique,527,61,610,master_account,53.6,283,79.4,65,87.0,59,61.9,610,52.3,75,69.9,34,18 : 82,"2,669",31%,5.0,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/ecole-polytechnique
Tokyo Institute of Technology,,Japan,6,Tokyo Institute of Technology,572,62,620,master_account,45.4,358,50.6,182,32.3,435,61.5,620,73.8,35,73.0,31,13 : 87,"9,587",13%,7.4,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering",/world-university-rankings/tokyo-institute-technology
University of British Columbia ubc,,Canada,11,University of British Columbia,486,63,630,master_account,66.8,204,40.2,300,87.1,57,61.4,630,65.9,48,49.1,77,54 : 46,"51,889",29%,18.2,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-british-columbia
Eindhoven University of Technology,,Netherlands,6,Eindhoven University of Technology,579,=64,640,master_account,81.0,108,44.9,235,70.4,144,61.3,640,57.8,64,47.3,88,22 : 78,"10,015",14%,19.4,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/eindhoven-university-technology
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,=64,650,master_account,71.3,173,47.2,214,89.4,42,61.3,650,52.0,76,56.7,55,55 : 45,"42,273",37%,24.8,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/university-melbourne
University of Minnesota,,United States,0,University of Minnesota,506,=64,660,public,80.5,112,79.4,64,46.1,303,61.3,660,59.4,59,46.5,96,52 : 48,"46,625",13%,17.5,"Chemical Engineering,Electrical & Electronic Engineering,General Engineering,Civil Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-minnesota
Zhejiang University ZJU Zhejiang University China research,,China,11,Zhejiang University,815,67,670,master_account,50.5,316,83.0,56,20.2,597,61.2,670,72.6,39,66.3,42,41 : 59,"47,845",5%,15.2,"Mechanical & Aerospace Engineering,Civil Engineering,General Engineering,Chemical Engineering,Electrical & Electronic Engineering",/world-university-rankings/zhejiang-university
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,68,680,master_account,76.8,136,96.1,29,85.5,68,60.8,680,47.1,92,47.6,87,55 : 45,"38,892",25%,35.4,"Electrical & Electronic Engineering,Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Chemical Engineering",/world-university-rankings/university-queensland
Brown University,,United States,0,Brown University,513,69,690,private,98.7,12,29.8,592,76.2,116,60.5,690,39.5,120,47.7,85,,"8,694",20%,10.2,"Electrical & Electronic Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering",/world-university-rankings/brown-university
University of Bristol,,United Kingdom,11,University of Bristol,530,70,700,master_account,78.0,126,59.7,123,86.7,60,60.1,700,48.0,86,49.0,78,52 : 48,"18,544",25%,13.6,"General Engineering,Mechanical & Aerospace Engineering,Civil Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-bristol
Texas A&M University,,United States,11,Texas A&M University,629,71,710,public,46.7,340,37.0,360,61.1,200,59.9,710,74.3,33,61.2,48,47 : 53,"53,694",9%,22.1,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Civil Engineering,General Engineering",/world-university-rankings/texas-am-university
Fudan University,,China,0,Fudan University,700,=72,720,master_account,93.3,41,46.7,222,25.9,503,59.8,720,47.2,90,52.5,66,50 : 50,"32,449",11%,12.1,"Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering",/world-university-rankings/fudan-university
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,=72,730,public,75.1,147,40.6,294,43.4,333,59.8,730,58.6,62,54.5,60,48 : 52,"31,353",9%,16.8,"Chemical Engineering,General Engineering,Civil Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering",/world-university-rankings/university-maryland-college-park
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,=74,740,master_account,83.3,95,33.1,466,78.1,108,59.4,740,52.7,72,43.9,103,,"18,433",27%,10.5,"Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/chinese-university-hong-kong
Hong Kong Polytechnic University PolyU Poly U HK PolyU,,Hong Kong,11,Hong Kong Polytechnic University,723,=74,750,master_account,81.4,105,50.3,186,72.5,134,59.4,750,49.9,78,46.8,94,54 : 46,"21,907",25%,25.6,"Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,General Engineering,Civil Engineering",/world-university-rankings/hong-kong-polytechnic-university
Chalmers University of Technology,,Sweden,0,Chalmers University of Technology,695,76,760,master_account,71.5,170,49.7,191,69.3,151,59.1,760,49.1,80,56.9,54,31 : 69,"8,819",15%,11.9,"Mechanical & Aerospace Engineering,Civil Engineering,Chemical Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/chalmers-university-technology
"University of California, Davis",,United States,0,"University of California, Davis",503,77,770,public,73.5,155,42.2,271,74.8,119,58.7,770,52.4,73,50.2,74,55 : 45,"36,060",15%,13.7,"Chemical Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/university-california-davis
University of Waterloo,,Canada,11,University of Waterloo,689,78,780,master_account,77.0,135,38.1,332,72.9,131,58.5,780,45.5,96,54.4,61,45 : 55,"31,776",15%,24.8,"Civil Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-waterloo
National Taiwan University,,Taiwan,0,National Taiwan University,618,79,790,master_account,55.0,274,41.2,286,28.8,472,57.5,790,66.2,47,61.0,49,40 : 60,"31,581",8%,11.6,"Mechanical & Aerospace Engineering,Chemical Engineering,Electrical & Electronic Engineering,Civil Engineering,General Engineering",/world-university-rankings/national-taiwan-university
CentraleSupélec,,France,6,CentraleSupélec,131591,80,800,master_account,89.0,62,41.4,281,80.6,89,57.4,800,29.3,176,53.5,63,22 : 78,"4,130",32%,11.4,"Civil Engineering,Electrical & Electronic Engineering,General Engineering",/world-university-rankings/centralesupelec
Virginia Polytechnic Institute and State University virginia tech virginia,,United States,11,Virginia Polytechnic Institute and State University,737,81,810,public,70.2,182,49.2,196,38.4,386,57.2,810,58.1,63,50.3,73,42 : 58,"30,850",10%,18.1,"Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Civil Engineering,Chemical Engineering,General Engineering",/world-university-rankings/virginia-polytechnic-institute-and-state-university
Polytechnic University of Milan,,Italy,0,Polytechnic University of Milan,797,82,820,master_account,77.7,128,43.3,259,48.4,282,56.8,820,47.2,91,51.7,68,35 : 65,"33,486",13%,25.3,"General Engineering,Chemical Engineering,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Civil Engineering",/world-university-rankings/polytechnic-university-milan
University of Sydney UniSyd,,Australia,11,University of Sydney,522,83,830,master_account,58.6,257,53.9,156,92.4,27,56.7,830,55.0,68,48.2,82,57 : 43,"42,678",29%,19.0,"Chemical Engineering,Civil Engineering,General Engineering,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-sydney
University of Alberta,,Canada,0,University of Alberta,564,84,840,master_account,63.7,229,85.2,51,83.6,77,56.2,840,46.3,93,47.6,86,55 : 45,"33,159",24%,21.1,"Civil Engineering,Chemical Engineering,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering",/world-university-rankings/university-alberta
