aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,14,140,master_account,64.0,141,38.8,317,78.7,44,78.0,140,86.4,14,77.4,16,59 : 41,"25,279",37%,12.6,"History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-edinburgh
University of Toronto,,Canada,0,University of Toronto,483,15,150,master_account,68.8,104,38.6,421,59.3,133,77.2,150,88.0,12,75.6,19,,"68,093",16%,18.8,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-toronto
King’s College London,,United Kingdom,11,King’s College London,520,16,160,master_account,67.8,112,39.0,295,80.0,41,76.0,160,83.0,23,73.7,20,61 : 39,"21,986",38%,11.3,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/kings-college-london
New York University,,United States,0,New York University,508,17,170,private,71.8,87,39.2,280,32.6,307,75.6,170,85.2,19,78.5,14,55 : 45,"43,021",25%,6.6,"Architecture,Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/new-york-university
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,18,180,public,80.4,36,39.4,261,39.8,255,75.1,180,84.2,22,73.0,23,48 : 52,"41,912",16%,8.8,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics",/world-university-rankings/university-michigan-ann-arbor
Humboldt University of Berlin,,Germany,0,Humboldt University of Berlin,573,19,190,master_account,45.5,297,47.1,97,52.6,184,75.0,190,88.5,11,79.3,11,,"31,043",17%,54.8,"Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology",/world-university-rankings/humboldt-university-berlin
KU Leuven,,Belgium,11,KU Leuven,531,20,200,master_account,56.1,215,99.0,11,64.8,100,74.7,200,85.5,18,71.4,25,49 : 51,"46,381",16%,41.9,"Architecture,Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology,Languages, Literature & Linguistics",/world-university-rankings/ku-leuven
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,21,210,master_account,47.3,290,68.6,34,67.3,83,73.3,210,84.9,20,73.4,22,61 : 39,"36,180",14%,15.7,"Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/lmu-munich
Free University of Berlin,,Germany,0,Free University of Berlin,617,22,220,master_account,44.4,304,39.2,277,60.7,123,73.2,220,86.1,15,76.3,17,58 : 42,"32,909",21%,53.9,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology",/world-university-rankings/free-university-berlin
Duke University,,United States,0,Duke University,487,=23,230,private,86.8,19,100.0,1,38.9,261,71.8,230,73.5,30,68.4,29,49 : 51,"15,204",17%,4.8,,/world-university-rankings/duke-university
Heidelberg University,,Germany,0,Heidelberg University,537,=23,240,master_account,55.1,222,38.9,304,70.5,67,71.8,240,79.0,25,73.4,21,55 : 45,"29,527",17%,24.9,"Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/heidelberg-university-0
Australian National University anu,,Australia,0,Australian National University,502,25,250,master_account,68.3,106,51.0,76,75.9,49,70.7,250,82.7,24,59.6,42,52 : 48,"15,402",35%,19.9,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design",/world-university-rankings/australian-national-university
Cornell University,,United States,0,Cornell University,484,26,260,private,90.1,13,38.6,369,45.0,238,70.0,260,70.1,32,68.6,28,49 : 51,"21,593",19%,9.9,"Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology,Architecture,Languages, Literature & Linguistics",/world-university-rankings/cornell-university
Peking University,,China,0,Peking University,514,27,270,master_account,69.2,100,97.4,13,80.7,38,69.1,270,64.1,42,69.6,27,48 : 52,"42,977",15%,8.8,"Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture",/world-university-rankings/peking-university
Leiden University,,Netherlands,6,Leiden University,543,28,280,master_account,57.3,204,40.7,198,70.8,65,68.6,280,77.2,27,65.7,31,59 : 41,"23,597",11%,17.8,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics,Architecture",/world-university-rankings/leiden-university
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,29,290,master_account,68.9,102,46.1,107,64.8,99,66.5,290,69.5,33,64.0,34,54 : 46,"15,705",26%,15.3,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/durham-university
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,30,300,master_account,56.0,216,45.9,113,98.0,2,65.8,300,65.8,39,64.2,33,51 : 49,"20,095",39%,17.8,"Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture,Art, Performing Arts & Design",/world-university-rankings/university-hong-kong
University of York,,United Kingdom,0,University of York,586,31,310,master_account,78.6,46,39.4,267,66.8,88,65.1,310,63.8,44,62.1,38,55 : 45,"14,676",26%,15.3,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/university-york
University of Amsterdam uva,,Netherlands,6,University of Amsterdam,556,32,320,master_account,65.9,128,39.2,276,61.9,116,64.6,320,75.9,29,54.9,53,58 : 42,"25,344",10%,14.3,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-amsterdam
Paris-Sorbonne University – Paris 4,,France,0,Paris-Sorbonne University – Paris 4,924,33,330,master_account,9.5,437,38.7,344,30.9,315,64.2,330,86.1,16,72.2,24,70 : 30,"21,488",19%,27.9,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Archaeology",/world-university-rankings/paris-sorbonne-university-paris-4
Panthéon-Sorbonne University – Paris 1,,France,0,Panthéon-Sorbonne University – Paris 1,928,34,340,master_account,17.8,430,40.5,209,34.0,300,63.8,340,77.5,26,75.7,18,60 : 40,"40,121",20%,32.8,"History, Philosophy & Theology,Archaeology,Art, Performing Arts & Design",/world-university-rankings/pantheon-sorbonne-university-paris-1
University of Warwick,,United Kingdom,0,University of Warwick,622,35,350,master_account,63.5,147,38.6,425,54.4,174,63.6,350,68.2,34,62.3,37,47 : 53,"18,558",38%,14.6,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/university-warwick
"Rutgers, the State University of New Jersey",,United States,0,"Rutgers, the State University of New Jersey",546,=36,360,public,72.4,81,41.5,185,19.7,392,63.5,360,76.6,28,56.9,48,52 : 48,"42,892",8%,10.8,"Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture,Art, Performing Arts & Design",/world-university-rankings/rutgers-state-university-new-jersey-0
University of St Andrews,,United Kingdom,0,University of St Andrews,549,=36,370,master_account,52.0,249,38.6,412,72.2,61,63.5,370,63.2,46,68.0,30,57 : 43,"8,453",46%,12.2,"History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-st-andrews
University of Tübingen,,Germany,0,University of Tübingen,652,38,380,master_account,75.2,58,73.7,29,56.0,157,63.3,380,66.4,37,55.8,50,58 : 42,"28,074",11%,37.3,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Archaeology",/world-university-rankings/university-tubingen
Brown University,,United States,0,Brown University,513,39,390,private,59.9,180,38.6,360,34.0,299,62.9,390,63.2,45,70.7,26,,"8,694",20%,10.2,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/brown-university
McGill University,,Canada,0,McGill University,492,40,400,master_account,63.1,150,44.4,135,90.0,15,62.7,400,61.0,50,59.8,41,57 : 43,"30,911",24%,13.5,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/mcgill-university
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,41,410,master_account,65.9,129,65.3,38,80.4,40,62.3,410,59.7,51,59.3,44,55 : 45,"42,273",37%,24.8,"History, Philosophy & Theology,Archaeology,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/university-melbourne
University of British Columbia ubc,,Canada,11,University of British Columbia,486,42,420,master_account,74.3,68,39.1,287,92.0,11,62.2,420,62.1,49,52.9,57,54 : 46,"51,889",29%,18.2,"Archaeology,Architecture,Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/university-british-columbia
University of Pittsburgh-Pittsburgh campus,,United States,0,University of Pittsburgh-Pittsburgh campus,524,43,430,public,73.6,75,39.3,273,21.9,375,61.6,430,73.0,31,54.6,54,51 : 49,"26,501",10%,5.9,"History, Philosophy & Theology,Archaeology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-pittsburgh-pittsburgh-campus
Johns Hopkins University,,United States,0,Johns Hopkins University,478,44,440,private,76.4,56,43.6,147,50.9,192,61.5,440,64.8,41,55.3,52,51 : 49,"15,303",24%,3.5,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/johns-hopkins-university
École Normale Supérieure,,France,0,École Normale Supérieure,523,45,450,master_account,59.6,188,40.7,201,55.2,163,61.1,450,62.2,48,63.0,36,40 : 60,"1,548",18%,9.6,"Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/ecole-normale-superieure
University of Notre Dame,,United States,0,University of Notre Dame,553,46,460,private,56.5,209,40.2,217,25.9,346,60.7,460,67.6,35,63.5,35,45 : 55,"11,821",10%,13.5,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-notre-dame-0
The University of Tokyo,,Japan,0,The University of Tokyo,494,47,470,master_account,43.2,316,99.1,10,37.5,272,60.6,470,65.0,40,64.9,32,,"26,080",10%,7.0,"Architecture,Archaeology,Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/university-tokyo
National University of Singapore nus,,Singapore,6,National University of Singapore,504,48,480,master_account,50.6,262,44.8,127,90.2,14,60.3,480,59.0,53,60.1,40,50 : 50,"31,111",32%,16.7,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture",/world-university-rankings/national-university-singapore
University of Sydney UniSyd,,Australia,11,University of Sydney,522,49,490,master_account,56.7,208,48.9,87,56.4,151,60.2,490,67.2,36,55.7,51,57 : 43,"42,678",29%,19.0,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-sydney
University of Vienna,,Austria,0,University of Vienna,603,50,500,master_account,38.4,342,39.2,284,85.6,22,60.1,500,64.0,43,60.8,39,67 : 33,"34,711",26%,20.3,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology",/world-university-rankings/university-vienna
University of Texas at Austin,,United States,0,University of Texas at Austin,493,51,510,public,57.2,205,49.0,85,23.1,366,58.8,510,66.2,38,59.4,43,51 : 49,"48,689",10%,17.2,"Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture",/world-university-rankings/university-texas-austin
University of Manchester,,United Kingdom,0,University of Manchester,512,52,520,master_account,64.2,140,38.8,320,59.8,130,56.9,520,62.4,47,48.7,65,52 : 48,"34,015",36%,14.4,"Archaeology,Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture",/world-university-rankings/university-manchester
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,53,530,public,67.3,118,39.9,234,26.9,342,56.8,530,58.4,54,57.7,47,51 : 49,"40,048",12%,11.0,"Architecture,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-wisconsin-madison
University of Sheffield united kingdom UK Sheffield,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-51616042,United Kingdom,11,University of Sheffield,565,54,540,master_account,74.8,59,38.9,311,68.8,78,55.2,540,48.0,73,52.7,58,50 : 50,"23,961",33%,15.3,"Art, Performing Arts & Design,Architecture,Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology",/world-university-rankings/university-sheffield
Aarhus University,,Denmark,0,Aarhus University,589,=55,550,master_account,79.3,39,76.9,26,64.2,102,54.9,550,49.3,70,47.3,68,55 : 45,"24,633",14%,13.9,"Art, Performing Arts & Design,Languages, Literature & Linguistics,Archaeology,History, Philosophy & Theology",/world-university-rankings/aarhus-university
University of Helsinki,,Finland,11,University of Helsinki,555,=55,560,master_account,52.0,247,39.6,247,45.5,235,54.9,560,59.4,52,54.1,55,65 : 35,"23,369",6%,17.0,"Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/university-helsinki
Northwestern University,,United States,0,Northwestern University,490,57,570,private,82.3,29,38.6,403,31.7,312,54.6,570,53.9,58,49.4,63,48 : 52,"18,570",16%,14.0,"Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Architecture",/world-university-rankings/northwestern-university
ETH Zurich,,Switzerland,0,ETH Zurich,479,=58,580,master_account,98.3,4,94.5,16,97.4,3,54.2,580,39.6,100,39.6,104,31 : 69,"18,616",37%,14.9,Architecture,/world-university-rankings/eth-zurich
Lancaster University,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-49618222,United Kingdom,11,Lancaster University,595,=58,590,master_account,78.0,48,39.0,296,60.5,125,54.2,590,50.4,67,48.0,66,52 : 48,"11,673",35%,13.6,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/lancaster-university
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,60,600,public,68.1,109,63.2,40,39.5,258,53.8,600,47.5,76,56.4,49,51 : 49,"22,267",12%,27.4,"Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-california-santa-barbara
Utrecht University utrecht  utrecht university,,Netherlands,0,Utrecht University,532,61,610,master_account,58.6,195,71.0,30,51.2,190,53.6,610,52.9,60,51.2,60,59 : 41,"31,142",7%,15.6,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/utrecht-university
Sapienza University of Rome,,Italy,0,Sapienza University of Rome,800,=62,620,master_account,47.5,288,51.1,75,35.9,285,53.3,620,54.1,57,58.4,46,59 : 41,"115,327",7%,31.8,"Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics,Architecture,Archaeology",/world-university-rankings/sapienza-university-rome
University of Southern California,,United States,0,University of Southern California,519,=62,630,private,77.1,53,40.6,204,38.7,264,53.3,630,56.8,55,43.7,89,52 : 48,"38,466",23%,13.6,"Archaeology,History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Architecture",/world-university-rankings/university-southern-california
University of Freiburg,,Germany,0,University of Freiburg,653,64,640,master_account,60.1,179,100.0,2,62.5,112,53.0,640,52.1,63,45.6,78,52 : 48,"25,890",16%,33.7,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology",/world-university-rankings/university-freiburg
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,65,650,private,86.8,18,39.6,245,43.0,247,52.4,650,52.7,61,40.7,96,38 : 62,"12,311",38%,13.2,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture",/world-university-rankings/carnegie-mellon-university
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,=66,660,master_account,49.9,266,47.1,96,85.3,25,52.2,660,52.6,62,46.0,76,,"18,433",27%,10.5,"Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/chinese-university-hong-kong
Lomonosov Moscow State University,,Russian Federation,0,Lomonosov Moscow State University,753,=66,670,master_account,29.8,391,49.8,80,92.0,12,52.2,670,46.7,79,58.6,45,45 : 55,"29,563",21%,7.4,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/lomonosov-moscow-state-university
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,=66,680,master_account,36.4,353,100.0,4,72.2,62,52.2,680,50.0,68,53.2,56,32 : 68,"41,537",10%,14.1,"Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Architecture,History, Philosophy & Theology",/world-university-rankings/tsinghua-university
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,69,690,public,71.9,86,38.8,322,35.0,291,52.1,690,54.1,56,46.3,75,49 : 51,"52,497",12%,12.8,"Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture",/world-university-rankings/ohio-state-university-main-campus
"Birkbeck, University of London",,United Kingdom,0,"Birkbeck, University of London",613,70,700,master_account,62.8,151,38.6,356,69.6,74,50.8,700,47.4,77,46.3,73,54 : 46,"9,690",38%,19.5,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/birkbeck-university-london
University of Copenhagen,,Denmark,0,University of Copenhagen,599,=71,710,master_account,72.0,84,47.4,93,65.1,98,50.3,710,41.6,95,47.2,70,62 : 38,"29,796",17%,4.2,"Archaeology,History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Architecture",/world-university-rankings/university-copenhagen
Queen Mary University of London,,United Kingdom,0,Queen Mary University of London,131678,=71,720,master_account,58.5,196,38.4,434,59.1,135,50.3,720,52.1,64,43.9,88,52 : 48,"14,502",42%,13.2,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/queen-mary-university-london
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,73,730,public,60.8,172,38.6,401,23.6,363,49.7,730,50.7,66,49.9,62,57 : 43,"26,412",8%,7.5,"Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/university-north-carolina-chapel-hill
University of Birmingham,,United Kingdom,11,University of Birmingham,612,74,740,master_account,52.2,243,54.9,61,56.2,153,49.6,740,51.0,65,45.1,81,54 : 46,"26,362",25%,16.7,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/university-birmingham
Indiana University,,United States,0,Indiana University,587,75,750,public,55.8,218,24.6,437,28.7,330,49.4,750,49.8,69,52.0,59,52 : 48,"66,057",14%,14.2,"Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/indiana-university
University of Arizona,,United States,0,University of Arizona,561,76,760,public,94.0,10,38.7,332,29.7,320,49.1,760,45.0,86,39.5,106,52 : 48,"37,023",9%,12.8,"Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-arizona
University of Zurich,,Switzerland,0,University of Zurich,525,77,770,master_account,78.7,45,46.1,112,82.2,35,48.5,770,33.3,125,44.9,84,57 : 43,"26,042",18%,6.1,"Languages, Literature & Linguistics,Archaeology,History, Philosophy & Theology",/world-university-rankings/university-zurich
University of Glasgow,,United Kingdom,1,University of Glasgow,566,78,780,master_account,74.2,69,38.8,318,59.0,136,48.3,780,41.4,96,42.9,91,57 : 43,"22,856",32%,15.3,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/university-glasgow
University of Groningen,,Netherlands,11,University of Groningen,598,79,790,master_account,74.7,60,58.7,52,65.3,97,48.2,790,45.8,83,35.6,124,52 : 48,"25,281",13%,24.4,"Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/university-groningen
Georgetown University,,United States,0,Georgetown University,602,80,800,private,61.2,167,43.0,154,34.4,297,48.0,800,42.9,89,50.4,61,54 : 46,"15,726",15%,8.6,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/georgetown-university
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,81,810,public,78.8,44,39.3,270,20.0,388,47.9,810,48.4,72,41.0,94,48 : 52,"31,353",9%,16.8,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-maryland-college-park
University of Exeter,,United Kingdom,11,University of Exeter,620,82,820,master_account,66.6,121,38.7,336,70.9,64,47.6,820,38.6,105,44.7,85,55 : 45,"18,233",27%,17.5,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Archaeology",/world-university-rankings/university-exeter
University of Cologne,,Germany,0,University of Cologne,961,=83,830,master_account,60.6,175,94.8,15,55.1,164,47.5,830,46.9,78,37.9,113,61 : 39,"44,882",11%,41.3,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology",/world-university-rankings/university-cologne-0
University of Washington,,United States,0,University of Washington,489,=83,840,public,77.6,51,38.6,426,48.3,221,47.5,840,43.7,88,39.3,107,53 : 47,"45,162",15%,11.9,"History, Philosophy & Theology,Archaeology,Languages, Literature & Linguistics,Architecture,Art, Performing Arts & Design",/world-university-rankings/university-washington
University of Leeds,,United Kingdom,0,University of Leeds,597,85,850,master_account,49.7,269,40.8,195,43.6,244,47.4,850,47.6,74,47.3,69,59 : 41,"27,791",22%,15.0,"History, Philosophy & Theology,Architecture,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-leeds
"University of California, Santa Cruz",,United States,0,"University of California, Santa Cruz",574,86,860,public,96.4,7,40.9,194,21.4,380,47.2,860,36.9,109,43.3,90,53 : 47,"17,203",2%,24.5,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/university-california-santa-cruz
Radboud University Nijmegen,,Netherlands,6,Radboud University Nijmegen,624,87,870,master_account,62.8,153,40.3,216,67.3,84,47.0,870,46.6,80,37.0,117,57 : 43,"19,079",11%,19.1,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/radboud-university-nijmegen
University of Göttingen,,Germany,0,University of Göttingen,533,=88,880,master_account,60.2,178,38.6,384,51.5,189,46.3,880,45.5,84,40.8,95,50 : 50,"26,549",12%,26.1,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Archaeology",/world-university-rankings/university-gottingen
Stockholm University,,Sweden,0,Stockholm University,596,=88,890,master_account,68.3,107,39.7,242,60.5,126,46.3,890,44.3,87,36.8,119,62 : 38,"31,272",8%,23.5,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Archaeology",/world-university-rankings/stockholm-university
