aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,24,240,private,99.7,7,50.4,275,79.1,147,81.9,240,83.7,25,65.8,36,39 : 61,"12,676",45%,13.5,"Languages, Literature & Linguistics,Architecture,Business & Management,Physics & Astronomy,Mechanical & Aerospace Engineering,Psychology,Biological Sciences,Civil Engineering,History, Philosophy & Theology,Economics & Econometrics,Electrical & Electronic Engineering,Computer Science,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Accounting & Finance,Chemistry,Art, Performing Arts & Design,General Engineering,Chemical Engineering",/world-university-rankings/carnegie-mellon-university
London School of Economics and Political Science,,United Kingdom,0,London School of Economics and Political Science,511,=25,250,master_account,94.9,53,33.7,819,92.2,43,79.4,250,72.0,43,71.8,30,52 : 48,"10,065",71%,12.2,"Geography,Business & Management,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies),Psychology,Law,Mathematics & Statistics,Accounting & Finance,Economics & Econometrics,Sociology,History, Philosophy & Theology",/world-university-rankings/london-school-economics-and-political-science
University of Washington,,United States,0,University of Washington,489,=25,260,public,99.0,17,47.3,317,56.5,356,79.4,260,79.9,28,67.9,34,52 : 48,"44,945",16%,11.4,"Art, Performing Arts & Design,Sociology,Physics & Astronomy,Geography,Accounting & Finance,Architecture,History, Philosophy & Theology,Mathematics & Statistics,Computer Science,Other Health,Chemistry,Business & Management,Chemical Engineering,Sport Science,Languages, Literature & Linguistics,Communication & Media Studies,Law,General Engineering,Mechanical & Aerospace Engineering,Psychology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Politics & International Studies (incl Development Studies),Education,Electrical & Electronic Engineering,Biological Sciences,Medicine & Dentistry,Economics & Econometrics,Civil Engineering,Agriculture & Forestry",/world-university-rankings/university-washington
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,=27,270,master_account,97.0,35,36.3,644,92.0,46,79.2,270,74.2,36,66.8,35,59 : 41,"26,759",40%,12.5,"Psychology,General Engineering,Education,Physics & Astronomy,Sociology,Agriculture & Forestry,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Languages, Literature & Linguistics,Medicine & Dentistry,Civil Engineering,Chemistry,Archaeology,Chemical Engineering,Computer Science,Law,Sport Science,Economics & Econometrics,Architecture,Veterinary Science,History, Philosophy & Theology,Accounting & Finance,Geography,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Biological Sciences,Mechanical & Aerospace Engineering,Other Health,Communication & Media Studies,Business & Management",/world-university-rankings/university-edinburgh
New York University,,United States,0,New York University,508,=27,280,private,96.5,43,37.0,614,53.4,392,79.2,280,77.4,34,73.7,27,56 : 44,"43,860",26%,9.6,"Politics & International Studies (incl Development Studies),Education,Civil Engineering,Other Health,Accounting & Finance,Archaeology,Chemistry,Physics & Astronomy,Sociology,History, Philosophy & Theology,Electrical & Electronic Engineering,Business & Management,Computer Science,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Art, Performing Arts & Design,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Biological Sciences,Economics & Econometrics,Psychology,Chemical Engineering,Law,Architecture,Mathematics & Statistics,General Engineering",/world-university-rankings/new-york-university
Peking University,,China,0,Peking University,514,=27,290,master_account,74.2,273,100.0,8,53.0,402,79.2,290,85.1,22,83.0,11,47 : 53,"42,136",16%,8.9,"Other Health,Law,Economics & Econometrics,Archaeology,Psychology,History, Philosophy & Theology,Biological Sciences,Sociology,Computer Science,Electrical & Electronic Engineering,Accounting & Finance,Architecture,Mathematics & Statistics,Geography,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Physics & Astronomy,Business & Management,Art, Performing Arts & Design,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Chemical Engineering,Communication & Media Studies,General Engineering,Chemistry",/world-university-rankings/peking-university
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,30,300,master_account,71.4,305,99.8,19,41.0,594,79.0,300,93.2,7,80.2,16,32 : 68,"42,089",9%,13.7,"Medicine & Dentistry,Geography,Chemical Engineering,Mechanical & Aerospace Engineering,Computer Science,Accounting & Finance,General Engineering,Sociology,Communication & Media Studies,Civil Engineering,Business & Management,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology,Psychology,Architecture,Education,Geology, Environmental, Earth & Marine Sciences,Other Health,Economics & Econometrics,Biological Sciences,Mathematics & Statistics,Law,Languages, Literature & Linguistics,Physics & Astronomy,Sport Science,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering",/world-university-rankings/tsinghua-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,31,310,public,98.6,21,96.5,37,51.9,418,78.7,310,79.8,29,62.9,43,46 : 54,"29,633",17%,12.8,"Politics & International Studies (incl Development Studies),Computer Science,Economics & Econometrics,Communication & Media Studies,Architecture,Chemical Engineering,Languages, Literature & Linguistics,Accounting & Finance,General Engineering,Biological Sciences,Art, Performing Arts & Design,Sociology,Psychology,Education,Electrical & Electronic Engineering,Business & Management,Physics & Astronomy,Medicine & Dentistry,Chemistry,Mathematics & Statistics,Other Health,History, Philosophy & Theology,Mechanical & Aerospace Engineering",/world-university-rankings/university-california-san-diego
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,32,320,master_account,90.3,90,70.1,130,92.7,38,77.5,320,74.2,37,64.9,39,55 : 45,"42,116",40%,26.6,"Economics & Econometrics,General Engineering,Geography,Mathematics & Statistics,Sport Science,Communication & Media Studies,Agriculture & Forestry,Languages, Literature & Linguistics,Art, Performing Arts & Design,Chemical Engineering,Biological Sciences,Law,Physics & Astronomy,History, Philosophy & Theology,Sociology,Business & Management,Medicine & Dentistry,Accounting & Finance,Other Health,Architecture,Electrical & Electronic Engineering,Psychology,Politics & International Studies (incl Development Studies),Archaeology,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Veterinary Science,Civil Engineering,Chemistry,Education,Computer Science",/world-university-rankings/university-melbourne
Georgia Institute of Technology,,United States,0,Georgia Institute of Technology,488,33,330,public,94.3,61,60.2,190,75.0,184,77.0,330,78.9,30,59.7,51,31 : 69,"20,773",27%,20.7,"Architecture,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Electrical & Electronic Engineering,Economics & Econometrics,Chemistry,Psychology,Biological Sciences,Accounting & Finance,Languages, Literature & Linguistics,Civil Engineering,Geography,Art, Performing Arts & Design,Veterinary Science,Communication & Media Studies,Computer Science,Sport Science,Archaeology,Chemical Engineering,Sociology,Mathematics & Statistics,Mechanical & Aerospace Engineering,General Engineering,Business & Management,Politics & International Studies (incl Development Studies),Physics & Astronomy",/world-university-rankings/georgia-institute-technology
University of British Columbia ubc,,Canada,11,University of British Columbia,486,=34,340,master_account,93.4,67,42.6,400,92.2,42,76.2,340,72.2,40,61.8,46,54 : 46,"51,889",29%,18.1,"Accounting & Finance,Computer Science,Chemistry,Law,Politics & International Studies (incl Development Studies),Sociology,Business & Management,Agriculture & Forestry,General Engineering,Geography,Mathematics & Statistics,Mechanical & Aerospace Engineering,Medicine & Dentistry,Architecture,Psychology,Communication & Media Studies,Languages, Literature & Linguistics,History, Philosophy & Theology,Sport Science,Biological Sciences,Art, Performing Arts & Design,Economics & Econometrics,Other Health,Geology, Environmental, Earth & Marine Sciences,Education,Physics & Astronomy,Archaeology,Civil Engineering,Electrical & Electronic Engineering,Chemical Engineering",/world-university-rankings/university-british-columbia
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,=34,350,master_account,91.3,84,100.0,7,66.3,254,76.2,350,72.3,39,65.4,38,61 : 39,"36,091",15%,15.6,"History, Philosophy & Theology,Chemistry,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Psychology,Physics & Astronomy,Communication & Media Studies,Other Health,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Business & Management,Economics & Econometrics,Education,Geography,Biological Sciences,Sociology,Medicine & Dentistry,Archaeology,Computer Science,Law,Accounting & Finance,Mathematics & Statistics",/world-university-rankings/lmu-munich
King’s College London,,United Kingdom,11,King’s College London,520,36,360,master_account,94.4,59,43.9,372,94.5,27,75.6,360,71.2,44,59.3,53,62 : 38,"23,207",41%,12.0,"Electrical & Electronic Engineering,Geography,Languages, Literature & Linguistics,Psychology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Art, Performing Arts & Design,Archaeology,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,General Engineering,Computer Science,History, Philosophy & Theology,Law,Other Health,Economics & Econometrics,Biological Sciences,Business & Management,Medicine & Dentistry,Chemistry",/world-university-rankings/kings-college-london
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,37,370,public,88.9,109,56.0,220,52.8,405,75.4,370,78.9,31,65.8,37,46 : 54,"43,402",23%,22.8,"Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Law,Accounting & Finance,Chemistry,Mechanical & Aerospace Engineering,Sociology,Architecture,Art, Performing Arts & Design,Veterinary Science,Agriculture & Forestry,Physics & Astronomy,Geography,Sport Science,Electrical & Electronic Engineering,Economics & Econometrics,Computer Science,Geology, Environmental, Earth & Marine Sciences,General Engineering,Business & Management,Psychology,Other Health,Communication & Media Studies,Education,History, Philosophy & Theology,Chemical Engineering,Civil Engineering,Archaeology,Mathematics & Statistics,Biological Sciences",/world-university-rankings/university-illinois-urbana-champaign
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,=38,380,master_account,94.2,62,76.0,107,98.7,5,75.3,380,66.8,54,58.8,54,28 : 72,"9,928",55%,11.2,"Mathematics & Statistics,Mechanical & Aerospace Engineering,Biological Sciences,Architecture,Chemistry,Physics & Astronomy,Civil Engineering,Electrical & Electronic Engineering,Computer Science,General Engineering,Chemical Engineering",/world-university-rankings/ecole-polytechnique-federale-de-lausanne
Karolinska Institute,,Sweden,0,Karolinska Institute,496,=38,390,master_account,95.9,45,71.4,124,70.3,221,75.3,390,74.4,35,57.0,61,68 : 32,"7,424",19%,10.9,"Psychology,Biological Sciences,Languages, Literature & Linguistics,Other Health,Medicine & Dentistry,Education,Geology, Environmental, Earth & Marine Sciences,Sociology,Business & Management,Mathematics & Statistics,Chemical Engineering",/world-university-rankings/karolinska-institute
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,40,400,master_account,74.2,272,54.0,235,99.5,3,75.1,400,77.9,33,68.8,32,54 : 46,"18,364",42%,18.0,"Business & Management,Art, Performing Arts & Design,Accounting & Finance,History, Philosophy & Theology,Communication & Media Studies,Computer Science,Education,Politics & International Studies (incl Development Studies),Architecture,Psychology,Chemistry,Geography,General Engineering,Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Other Health,Sociology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Civil Engineering,Mathematics & Statistics,Electrical & Electronic Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Physics & Astronomy,Law",/world-university-rankings/university-hong-kong
Technical University of Munich,,Germany,0,Technical University of Munich,552,41,410,master_account,88.4,117,100.0,9,66.8,251,73.5,410,71.2,46,60.3,50,34 : 66,"38,689",23%,54.4,"Biological Sciences,Computer Science,Mechanical & Aerospace Engineering,Education,Sport Science,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,General Engineering,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,Mathematics & Statistics,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies),Physics & Astronomy,Other Health,Business & Management,Architecture,Agriculture & Forestry",/world-university-rankings/technical-university-munich
