Academic Reputation,SCORE,SCORE,Employer Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">71.6</div></div>",54,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=53</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.5</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=34</span></div></div></div>",South Korea,"<div class=""td-wrap""><div class=""td-wrap-in"">73</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">40</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/seoul-national-university"">Seoul National University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">75.4</div></div>",38,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=37</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">63.1</div></div>",71,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">71</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">72.9</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">41</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/princeton-university"">Princeton University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.9</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">42</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in"">72.8</div></div>",42,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>42</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-tokyo"">The University of Tokyo</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.8</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">43</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.9</div></div>",53,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">53</span></div></div></div>",Ireland,"<div class=""td-wrap""><div class=""td-wrap-in"">72.8</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>42</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/trinity-college-dublin-university-dublin"">Trinity College Dublin, The University of Dublin</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71.8</div></div>",51,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">51</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.1</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=39</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">72.7</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">44</span></div></div></div>",Europe,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-glasgow"">University of Glasgow</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">67.1</div></div>",74,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=74</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">94.1</div></div>",9,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">9</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">72.5</div></div>",45,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>45</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/australian-national-university"">The Australian National University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=48</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">50</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in"">72.5</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>45</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-michigan"">University of Michigan</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">80.1</div></div>",19,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">19</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",93,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=93</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>47</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hochschule-fur-musik-hanns-eisler-berlin"">Hochschule für Musik Hanns Eisler Berlin</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.8</div></div>",62,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=60</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">77.1</div></div>",37,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">37</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>47</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-warwick"">The University of Warwick</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.6</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=45</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69.9</div></div>",60,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=59</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",49,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>47</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-toronto"">University of Toronto</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71.6</div></div>",53,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=53</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.5</div></div>",52,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">52</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in"">72</div></div>",50,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>50</span></div></div></div>",Europe,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/goldsmiths-university-london"">Goldsmiths, University of London</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71.1</div></div>",56,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">56</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.6</div></div>",43,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=43</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in"">72</div></div>",51,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>50</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/griffith-university"">Griffith University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">68</div></div>",70,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">70</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.1</div></div>",21,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">21</span></div></div></div>",Hong Kong SAR,"<div class=""td-wrap""><div class=""td-wrap-in"">72</div></div>",52,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank ""><span class=""sign"">=</span>50</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-hong-kong"">The University of Hong Kong</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.1</div></div>",48,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=48</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69</div></div>",62,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">62</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",53,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/brown-university"">Brown University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">66.4</div></div>",78,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">78</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83.7</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",54,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/carnegie-mellon-university"">Carnegie Mellon University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">69.7</div></div>",66,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">66</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">49.5</div></div>",85,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">85</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",55,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/city-university-new-york"">City University of New York</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">61.5</div></div>",98,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">98</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">84.6</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">28</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",56,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/deakin-university"">Deakin University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">64.7</div></div>",89,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=89</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.7</div></div>",70,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">70</span></div></div></div>",Estonia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",57,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/estonian-academy-music-theatre"">Estonian Academy of Music and Theatre</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.2</div></div>",64,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">64</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.5</div></div>",34,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=34</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",58,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/florida-state-university"">Florida State University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">73.1</div></div>",41,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=41</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",94,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=93</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",59,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hochschule-fur-musik-und-tanz-koln"">Hochschule für Musik und Tanz Köln</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.8</div></div>",60,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=60</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",95,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=93</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",60,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hochschule-fur-musik-und-theater-felix-mendelssohn-bartholdy-leipzig"">Hochschule für Musik und Theater Felix Mendelssohn Bartholdy Leipzig</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">71.7</div></div>",52,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">52</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",97,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=93</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",61,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/hochschule-fur-musik-und-theater-munchen"">Hochschule für Musik und Theater München</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",25,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">25</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">37</div></div>",101,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">101</span></div></div></div>",Indonesia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",62,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/indonesia-institute-arts-yogyakarta"">Indonesia Institute of the Arts Yogyakarta</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">60.4</div></div>",100,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">100</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.4</div></div>",31,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">31</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",63,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/macquarie-university"">Macquarie University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">68.7</div></div>",68,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">68</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">46.7</div></div>",86,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">86</span></div></div></div>",Russia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",64,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/moscow-state-academy-choreography-bolshoi-ballet-academy"">Moscow State Academy of Choreography (The Bolshoi Ballet Academy)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">64</div></div>",92,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">92</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69.2</div></div>",61,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">61</span></div></div></div>",Japan,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",65,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/osaka-university"">Osaka University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">62</div></div>",97,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">97</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.3</div></div>",47,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=47</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",66,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/queens-university-belfast"">Queen’s University Belfast</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">61</div></div>",99,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">99</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.3</div></div>",27,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">27</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",67,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/queensland-university-technology-qut"">Queensland University of Technology (QUT)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">72.7</div></div>",44,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">44</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">40</div></div>",92,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">92</span></div></div></div>",Denmark,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",68,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/royal-academy-music-aarhus"">Royal Academy of Music, Aarhus</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">77.9</div></div>",28,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">28</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">41.7</div></div>",87,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">87</span></div></div></div>",Sweden,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",69,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/royal-college-music-stockholm"">Royal College of Music in Stockholm</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">65.5</div></div>",84,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=84</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.5</div></div>",46,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">46</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",70,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/royal-northern-college-music-rncm"">Royal Northern College of Music (RNCM)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.5</div></div>",63,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">63</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.6</div></div>",78,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">78</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",71,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/soas-university-london"">SOAS University of London</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">62.9</div></div>",95,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">95</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.7</div></div>",51,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">51</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",72,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/sorbonne-university"">Sorbonne University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">65.1</div></div>",86,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">86</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.5</div></div>",57,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">57</span></div></div></div>",Hong Kong SAR,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",73,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/chinese-university-hong-kong-cuhk"">The Chinese University of Hong Kong (CUHK)</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">76.8</div></div>",33,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=32</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.7</div></div>",100,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">100</span></div></div></div>",Hungary,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",74,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/liszt-academy-music"">The Liszt Academy of Music</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">77.7</div></div>",29,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">29</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">41.6</div></div>",88,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">88</span></div></div></div>",Denmark,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",75,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/royal-danish-academy-music"">The Royal Danish Academy of Music</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">64.1</div></div>",91,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">91</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">94.5</div></div>",8,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">8</span></div></div></div>",New Zealand,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",76,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,6,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-auckland"">The University of Auckland</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">70.8</div></div>",61,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=60</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.7</div></div>",64,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">64</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",77,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-manchester"">The University of Manchester</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">65.6</div></div>",82,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=82</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.1</div></div>",40,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=39</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",78,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">51-100</span></div></div></div>",Oceania,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-queensland"">The University of Queensland</a></div></div>"
