Academic Reputation,SCORE,SCORE,Citations per Paper,SCORE,SCORE,H-index Citations,SCORE,SCORE,Employer Reputation,SCORE,SCORE,LOCATION,OVERALL SCORE,# RANK,# RANK,REGION,STARS,UNIVERSITY
"<div class=""td-wrap""><div class=""td-wrap-in"">58.3</div></div>",262,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=261</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82</div></div>",319,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=318</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.7</div></div>",290,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">290</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">56.5</div></div>",377,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=376</span></div></div></div>",South Korea,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",271,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/pusan-national-university"">Pusan National University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">50.9</div></div>",407,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">407</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.4</div></div>",104,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=103</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">70.2</div></div>",348,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=348</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">60.9</div></div>",301,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=300</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",272,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/rensselaer-polytechnic-institute"">Rensselaer Polytechnic Institute</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">55.5</div></div>",324,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=324</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.4</div></div>",203,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=203</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.2</div></div>",462,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=459</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.2</div></div>",231,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=230</span></div></div></div>",Australia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",273,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Oceania,5,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/rmit-university"">RMIT University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">58.8</div></div>",258,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">258</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85</div></div>",243,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=241</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">73.9</div></div>",303,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=301</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">47</div></div>",505,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">505</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",274,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/ruhr-universitat-bochum"">Ruhr-Universität Bochum</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">53.7</div></div>",357,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">357</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">79.3</div></div>",385,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=382</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">69</div></div>",366,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=364</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.6</div></div>",171,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=170</span></div></div></div>",South Korea,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",275,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/sejong-university"">Sejong University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">49</div></div>",440,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=440</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.6</div></div>",397,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=396</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.1</div></div>",218,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=215</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">68.4</div></div>",160,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=158</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",276,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/simon-fraser-university"">Simon Fraser University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">50.8</div></div>",408,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=408</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">92.4</div></div>",60,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=58</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.6</div></div>",125,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=123</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">51.5</div></div>",448,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=448</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",277,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/tu-dortmund-university"">TU Dortmund University</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56</div></div>",312,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=311</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.9</div></div>",293,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=292</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">78.4</div></div>",211,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=210</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.5</div></div>",395,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=393</span></div></div></div>",Spain,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",278,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-granada"">University of Granada</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">62.2</div></div>",208,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=207</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">55.8</div></div>",594,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">594</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.2</div></div>",286,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=285</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.4</div></div>",177,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=174</span></div></div></div>",Colombia,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",279,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Latin America,4,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidad-de-los-andes"">Universidad de los Andes</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">52.1</div></div>",382,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=381</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.9</div></div>",86,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=86</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.4</div></div>",263,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=257</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.9</div></div>",352,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=352</span></div></div></div>",Spain,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",280,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universidade-de-santiago-de-compostela"">Universidade de Santiago de Compostela</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">59.8</div></div>",241,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">241</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.8</div></div>",170,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=169</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.2</div></div>",161,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=158</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">44.4</div></div>",534,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=533</span></div></div></div>",Italy,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",281,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-trieste"">University of Trieste</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">61.2</div></div>",226,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=225</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.6</div></div>",177,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=176</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">75.2</div></div>",287,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=285</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">45.7</div></div>",517,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">517</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",282,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universitat-jena"">Universität Jena</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56.2</div></div>",309,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=307</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">91.9</div></div>",71,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=69</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">70.9</div></div>",343,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=341</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">49.4</div></div>",471,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=470</span></div></div></div>",Germany,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",283,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universitat-regensburg"">Universität Regensburg</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">58</div></div>",270,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=270</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.6</div></div>",178,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=176</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.6</div></div>",127,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=123</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">47.5</div></div>",499,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=498</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",284,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universite-claude-bernard-lyon-1"">Université Claude Bernard Lyon 1</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">54.2</div></div>",346,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=346</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87</div></div>",193,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=192</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.8</div></div>",320,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=318</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">58.8</div></div>",334,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=334</span></div></div></div>",France,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",285,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/universite-de-montpellier"">Université de Montpellier</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56.5</div></div>",301,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=299</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.9</div></div>",325,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=321</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">61.6</div></div>",456,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=452</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.6</div></div>",198,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=197</span></div></div></div>",Ireland,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",286,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-college-cork"">University College Cork</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">59.4</div></div>",251,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=249</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">93.5</div></div>",35,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=34</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",295,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=292</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">39.9</div></div>",564,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">564</span></div></div></div>",Switzerland,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",287,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-basel"">University of Basel</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">51.6</div></div>",396,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">396</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">85.1</div></div>",239,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=239</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">65.1</div></div>",414,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=412</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.5</div></div>",88,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=88</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",288,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-bath"">University of Bath</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56.4</div></div>",303,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=303</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">83.7</div></div>",273,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=269</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">64.5</div></div>",419,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=417</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">72.3</div></div>",124,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=123</span></div></div></div>",Canada,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",289,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-calgary"">University of Calgary</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">50.6</div></div>",414,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=412</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">95</div></div>",17,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=16</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">74.3</div></div>",296,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=292</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">56.5</div></div>",378,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=376</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",290,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-cincinnati"">University of Cincinnati</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">49</div></div>",441,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=440</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.7</div></div>",175,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=174</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">71.2</div></div>",340,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=337</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.2</div></div>",201,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=200</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",291,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-connecticut"">University of Connecticut</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">63.1</div></div>",198,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">198</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.3</div></div>",435,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=433</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.4</div></div>",265,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=257</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">53.3</div></div>",428,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=427</span></div></div></div>",India,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",292,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Asia,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-delhi"">University of Delhi</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">49</div></div>",442,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=440</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">88.9</div></div>",145,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=143</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">76.4</div></div>",266,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=257</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">66.2</div></div>",202,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=200</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",293,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-houston"">University of Houston</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">55.9</div></div>",316,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=314</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">87.8</div></div>",172,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=169</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">67.1</div></div>",385,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=383</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">57.3</div></div>",364,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=363</span></div></div></div>",United States,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",294,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",North America,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-north-carolina-chapel-hill"">University of North Carolina, Chapel Hill</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56.9</div></div>",293,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=291</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">86.8</div></div>",198,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=197</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">82.8</div></div>",121,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=116</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">45.9</div></div>",516,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">516</span></div></div></div>",Norway,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",295,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-oslo"">University of Oslo</a></div></div>"
"<div class=""td-wrap""><div class=""td-wrap-in"">56.5</div></div>",302,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=299</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">90.1</div></div>",117,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=112</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">81.8</div></div>",148,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">=143</span></div></div></div>","<div class=""td-wrap""><div class=""td-wrap-in"">47.7</div></div>",495,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg ""><span class=""rank "">495</span></div></div></div>",United Kingdom,"<div class=""td-wrap""><div class=""td-wrap-in""></div></div>",296,"<div class=""td-wrap""><div class=""td-wrap-in""><div class=""bg nobg""><span class=""rank large"">251-300</span></div></div></div>",Europe,,"<div class=""td-wrap""><div class=""td-wrap-in""><a href=""/universities/university-sussex"">University of Sussex</a></div></div>"
