aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,stats_female_male_ratio,stats_number_students,stats_pc_intl_students,stats_student_staff_ratio,subjects_offered,url
Stanford University,,United States,11,Stanford University,467,1,1,private,85.7,4,66.0,14,72.0,22,90.2,1,93.1,7,94.0,1,42 : 58,"15,596",22%,7.8,"Archaeology,Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture",/world-university-rankings/stanford-university
Harvard University,,United States,0,Harvard University,466,2,2,private,84.2,6,48.6,28,74.3,19,88.7,2,97.8,1,86.6,9,,"20,152",25%,8.9,"Art, Performing Arts & Design,Archaeology,Architecture,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/harvard-university
Massachusetts Institute of Technology,,United States,0,Massachusetts Institute of Technology,471,3,3,private,95.0,2,45.5,40,78.9,13,88.6,3,94.9,4,84.2,11,37 : 63,"11,074",33%,9.0,"Languages, Literature & Linguistics,Architecture,History, Philosophy & Theology,Art, Performing Arts & Design,Archaeology",/world-university-rankings/massachusetts-institute-technology
University of Oxford,,United Kingdom,0,University of Oxford,468,4,4,master_account,77.2,13,39.1,79,77.8,16,87.9,4,95.5,3,89.5,4,46 : 54,"19,919",34%,11.6,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/university-oxford
UCL ucl UCL,,United Kingdom,0,UCL,481,5,5,master_account,77.7,11,44.6,43,94.7,3,86.9,5,93.9,5,84.6,10,56 : 44,"26,607",46%,10.7,"Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design,Architecture",/world-university-rankings/ucl
University of Cambridge,,United Kingdom,0,University of Cambridge,470,6,6,master_account,57.6,64,48.2,30,69.2,28,85.5,6,96.2,2,91.3,2,46 : 54,"18,812",34%,11.8,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology,Architecture,Art, Performing Arts & Design",/world-university-rankings/university-cambridge
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,7,7,public,75.4,17,47.6,32,57.5,56,84.4,7,93.2,6,86.7,8,50 : 50,"36,186",15%,16.4,"Archaeology,Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-california-berkeley
University of Chicago,,United States,11,University of Chicago,473,8,8,private,64.3,46,43.3,47,58.4,54,83.7,8,92.6,8,90.0,3,42 : 58,"14,221",20%,6.9,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design",/world-university-rankings/university-chicago
Columbia University,,United States,0,Columbia University,476,=9,9,private,68.7,37,38.6,93,68.5,31,83.4,9,91.2,11,87.0,6,,"25,055",28%,5.9,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/columbia-university
Princeton University,,United States,0,Princeton University,469,=9,10,private,69.6,31,39.5,70,61.0,45,83.4,10,90.9,13,88.5,5,45 : 55,"7,929",27%,8.4,"Languages, Literature & Linguistics,History, Philosophy & Theology,Archaeology,Art, Performing Arts & Design,Architecture",/world-university-rankings/princeton-university
