aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
London School of Economics and Political Science,,United Kingdom,0,London School of Economics and Political Science,511,13,13,master_account,76.9,38,38.9,18,99.5,1,83.4,13,85.5,15,87.7,10,"Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/london-school-economics-and-political-science
UCL ucl UCL,,United Kingdom,0,UCL,481,14,14,master_account,84.6,28,30.5,27,95.2,2,83.1,14,86.4,13,80.6,14,"Geography,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/ucl
University of Toronto,,Canada,0,University of Toronto,483,15,15,master_account,75.5,43,-,46,-,50,81.7,15,89.2,12,79.5,15,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/university-toronto
Northwestern University,,United States,0,Northwestern University,490,16,16,private,94.7,10,-,35,58.0,26,81.2,16,80.4,17,74.2,17,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/northwestern-university
University of British Columbia ubc,,Canada,11,University of British Columbia,486,17,17,master_account,84.9,27,41.9,16,91.6,3,79.4,17,82.9,16,72.2,19,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/university-british-columbia
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,18,18,public,89.8,15,47.3,13,22.8,48,77.3,18,79.8,18,75.0,16,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-north-carolina-chapel-hill
Cornell University,,United States,0,Cornell University,484,19,19,private,85.7,23,36.3,20,61.8,21,76.1,19,75.5,21,74.0,18,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/cornell-university
University of Wisconsin,,United States,0,University of Wisconsin,925,20,20,master_account,85.8,22,-,48,42.9,36,75.7,20,79.3,19,68.6,22,,/world-university-rankings/university-of-wisconsin
Duke University,,United States,0,Duke University,487,21,21,private,93.8,11,100.0,1,49.4,30,73.6,21,67.6,28,64.3,27,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/duke-university
Australian National University anu,,Australia,0,Australian National University,502,22,22,master_account,76.2,41,-,28,91.0,4,72.7,22,74.9,22,64.6,26,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/australian-national-university
McGill University,,Canada,0,McGill University,492,23,23,master_account,75.6,42,-,33,84.2,11,72.4,23,71.1,25,69.1,21,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/mcgill-university
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,24,24,master_account,64.6,48,43.5,14,87.5,10,71.2,24,77.9,20,69.9,20,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-melbourne
University of Washington,,United States,0,University of Washington,489,25,25,public,91.1,13,32.8,25,44.8,34,71.1,25,69.7,27,62.6,29,"Sociology,Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-washington
New York University,,United States,0,New York University,508,26,26,private,85.1,25,-,34,32.3,41,70.4,26,66.5,31,67.9,23,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/new-york-university
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,27,27,master_account,79.0,34,51.7,11,89.9,5,70.3,27,65.4,32,66.2,24,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography,Sociology",/world-university-rankings/university-hong-kong
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,28,28,private,96.6,5,33.8,23,37.1,39,69.0,28,64.6,33,57.6,34,Politics & International Studies (incl Development Studies),/world-university-rankings/carnegie-mellon-university
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,29,29,public,69.4,47,-,43,55.8,27,68.4,29,74.4,23,63.5,28,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/university-illinois-urbana-champaign
University of Minnesota,,United States,0,University of Minnesota,506,30,30,public,77.7,36,-,45,24.2,46,67.2,30,71.5,24,60.6,32,"Sociology,Politics & International Studies (incl Development Studies),Geography,Communication & Media Studies",/world-university-rankings/university-minnesota
King’s College London,,United Kingdom,11,King’s College London,520,31,31,master_account,86.4,20,74.7,5,87.7,8,65.7,31,60.1,37,49.9,46,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/kings-college-london
"University of California, San Diego",,United States,0,"University of California, San Diego",497,32,32,public,77.1,37,48.4,12,32.2,42,65.5,32,70.8,26,56.7,36,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/university-california-san-diego
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,33,33,public,71.9,45,-,36,64.2,20,65.3,33,63.0,34,62.1,30,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/ohio-state-university-main-campus
Vanderbilt University,,United States,0,Vanderbilt University,534,34,34,private,85.7,24,73.8,7,21.4,49,64.3,34,55.8,41,60.5,33,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/vanderbilt-university
University of York,,United Kingdom,0,University of York,586,35,35,master_account,76.7,39,31.3,26,79.7,14,64.2,35,61.9,35,56.2,37,"Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/university-york
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,36,36,public,88.4,18,-,44,26.0,45,63.6,36,58.9,38,53.1,42,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/university-maryland-college-park
Washington University in St Louis,,United States,11,Washington University in St Louis,505,37,37,private,82.9,30,-,49,54.2,28,63.1,37,58.7,39,52.0,43,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/washington-university-st-louis
University of Sydney UniSyd,,Australia,11,University of Sydney,522,38,38,master_account,57.5,50,80.7,4,89.7,6,62.6,38,67.2,30,56.8,35,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/university-sydney
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,39,39,master_account,58.6,49,41.6,17,67.8,19,62.2,39,67.5,29,60.7,31,"Sociology,Geography,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-edinburgh
University of Virginia (Main campus)  ,,United States,0,University of Virginia (Main campus)  ,601,40,40,public,70.3,46,-,47,42.2,37,61.5,40,53.2,43,65.3,25,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/university-virginia-main-campus
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,41,41,public,74.5,44,89.5,2,47.1,32,61.4,41,60.3,36,51.5,44,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-california-santa-barbara
University of Cape Town UCT,,South Africa,6,University of Cape Town,567,42,42,master_account,97.9,2,-,41,82.8,12,61.3,42,45.1,49,43.3,50,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-cape-town
Emory University,,United States,0,Emory University,539,43,43,private,88.7,17,-,32,50.5,29,61.2,43,45.1,48,55.5,38,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/emory-university
"University of California, Irvine",,United States,0,"University of California, Irvine",550,44,44,public,87.0,19,-,39,58.1,24,60.9,44,51.8,45,48.3,48,"Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-california-irvine
Dartmouth College,,United States,0,Dartmouth College,554,45,45,private,95.1,8,-,31,31.5,43,60.5,45,45.3,47,51.0,45,"Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/dartmouth-college
Brown University,,United States,0,Brown University,513,46,46,private,76.6,40,-,29,58.0,25,60.4,46,52.3,44,55.2,39,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/brown-university
École Normale Supérieure,,France,0,École Normale Supérieure,523,47,47,master_account,95.5,7,33.4,24,44.4,35,60.3,47,41.3,50,53.9,40,"Geography,Sociology",/world-university-rankings/ecole-normale-superieure
University of Arizona,,United States,0,University of Arizona,561,47,47,public,81.8,31,73.8,6,23.0,47,60.3,48,53.5,42,53.6,41,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-arizona
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com/chinese?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,49,49,master_account,84.2,29,35.7,22,68.8,18,60.2,49,51.7,46,48.9,47,"Sociology,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/durham-university
University of Bristol,,United Kingdom,11,University of Bristol,530,50,50,master_account,78.1,35,37.3,19,78.1,15,60.0,50,57.0,40,46.6,49,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/university-bristol
