aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
Cornell University,,United States,0,Cornell University,484,19,19,private,55.1,22,41.5,23,63.1,20,68.9,19,72.2,20,74.7,17,"Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology,Architecture,Languages, Literature & Linguistics",/world-university-rankings/cornell-university
University of St Andrews,,United Kingdom,0,University of St Andrews,549,20,20,master_account,45.4,46,40.7,26,79.3,11,68.3,20,75.2,19,72.5,21,"History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-st-andrews
McGill University,,Canada,0,McGill University,492,21,21,master_account,55.9,16,-,39,85.1,7,66.9,21,63.4,32,73.1,19,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/mcgill-university
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,22,22,master_account,46.4,43,48.0,14,84.2,8,66.3,22,72.2,21,68.5,25,"History, Philosophy & Theology,Archaeology,Architecture,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/university-melbourne
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,23,23,public,63.2,3,46.8,16,21.8,50,66.1,23,67.4,26,73.3,18,"Art, Performing Arts & Design,Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/university-north-carolina-chapel-hill
University of Pennsylvania,,United States,0,University of Pennsylvania,480,23,23,private,60.8,5,44.6,17,32.1,41,66.1,24,71.1,22,69.6,23,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology",/world-university-rankings/university-pennsylvania
University of Sydney UniSyd,,Australia,11,University of Sydney,522,25,25,master_account,44.8,47,64.5,4,81.3,10,64.8,25,66.2,27,70.6,22,"History, Philosophy & Theology,Languages, Literature & Linguistics,Archaeology,Art, Performing Arts & Design,Architecture",/world-university-rankings/university-sydney
London School of Economics and Political Science,,United Kingdom,0,London School of Economics and Political Science,511,26,26,master_account,62.9,4,42.8,21,99.6,1,64.3,26,63.9,31,62.1,35,"History, Philosophy & Theology",/world-university-rankings/london-school-economics-and-political-science
Duke University,,United States,0,Duke University,487,27,27,private,57.2,11,97.7,1,49.9,28,63.8,27,64.8,29,65.4,28,,/world-university-rankings/duke-university
University of Wisconsin,,United States,0,University of Wisconsin,925,28,28,master_account,55.3,20,-,50,45.1,34,63.7,28,69.0,24,64.9,30,,/world-university-rankings/university-of-wisconsin
University of Manchester,,United Kingdom,0,University of Manchester,512,29,29,master_account,52.0,27,43.0,20,69.3,14,60.1,30,64.2,30,59.7,41,"Archaeology,Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology,Architecture",/world-university-rankings/university-manchester
Brown University,,United States,0,Brown University,513,29,29,private,47.3,40,-,34,59.9,22,60.1,29,57.9,39,68.4,26,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/brown-university
Indiana University,,United States,0,Indiana University,587,31,31,public,55.5,18,-,38,37.6,39,59.9,31,59.8,37,65.0,29,"Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/indiana-university
Lancaster University,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-49618222,United Kingdom,11,Lancaster University,595,31,31,master_account,49.8,34,37.9,31,57.6,26,59.9,32,65.3,28,60.9,37,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/lancaster-university
University of Notre Dame,,United States,0,University of Notre Dame,553,33,33,private,49.9,32,-,47,37.8,38,59.2,33,58.7,38,66.8,27,"Art, Performing Arts & Design,Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-notre-dame-0
Leiden University,,Netherlands,6,Leiden University,543,34,34,master_account,49.5,35,94.0,2,48.6,30,58.7,35,60.9,35,59.7,40,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics,Architecture",/world-university-rankings/leiden-university
Free University of Berlin,,Germany,0,Free University of Berlin,617,34,34,master_account,43.8,50,-,36,47.3,31,58.7,34,68.1,25,57.7,42,"Languages, Literature & Linguistics,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology",/world-university-rankings/free-university-berlin
Humboldt University of Berlin,,Germany,0,Humboldt University of Berlin,573,36,36,master_account,37.3,51,38.9,27,45.6,33,58.6,36,70.3,23,59.9,39,"Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology",/world-university-rankings/humboldt-university-berlin
University of Massachusetts,,United States,0,University of Massachusetts,528,37,37,master_account,48.0,38,48.1,13,23.0,48,58.3,38,62.7,33,64.1,32,"Architecture,Art, Performing Arts & Design,Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-massachusetts
KU Leuven,,Belgium,11,KU Leuven,531,37,37,master_account,52.6,26,93.7,3,41.6,36,58.3,37,56.2,43,62.9,33,"Architecture,Art, Performing Arts & Design,History, Philosophy & Theology,Archaeology,Languages, Literature & Linguistics",/world-university-rankings/ku-leuven
University of Amsterdam uva,,Netherlands,6,University of Amsterdam,556,39,39,master_account,47.2,41,54.5,7,41.7,35,58.0,39,62.0,34,61.4,36,"Archaeology,Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-amsterdam
King’s College London,,United Kingdom,11,King’s College London,520,40,40,master_account,44.0,49,37.9,30,86.9,6,57.6,40,56.6,42,62.3,34,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology",/world-university-rankings/kings-college-london
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,41,41,public,50.9,29,49.6,10,59.2,24,57.5,41,57.9,41,60.5,38,"Art, Performing Arts & Design,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-california-santa-barbara
Georgetown University,,United States,0,Georgetown University,602,42,42,private,55.7,17,-,37,24.9,47,57.1,42,54.7,46,64.5,31,"History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics",/world-university-rankings/georgetown-university
University of Birmingham,,United Kingdom,11,University of Birmingham,612,43,43,master_account,53.2,24,49.2,11,83.5,9,56.9,43,55.6,44,56.9,45,"Languages, Literature & Linguistics,Art, Performing Arts & Design,History, Philosophy & Theology",/world-university-rankings/university-birmingham
University of Warwick,,United Kingdom,0,University of Warwick,622,44,44,master_account,56.6,13,37.9,32,65.1,19,55.4,44,54.4,47,55.6,46,"Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design",/world-university-rankings/university-warwick
"University of California, San Diego",,United States,0,"University of California, San Diego",497,45,45,public,59.3,6,47.4,15,34.2,40,54.7,45,60.7,36,49.7,49,"Art, Performing Arts & Design,Architecture,Archaeology,History, Philosophy & Theology,Languages, Literature & Linguistics",/world-university-rankings/university-california-san-diego
Northwestern University,,United States,0,Northwestern University,490,46,46,private,54.8,23,-,41,59.9,23,54.5,46,51.0,49,57.3,43,"Archaeology,Languages, Literature & Linguistics,History, Philosophy & Theology,Art, Performing Arts & Design,Architecture",/world-university-rankings/northwestern-university
University of Arizona,,United States,0,University of Arizona,561,47,47,public,57.3,10,60.3,5,22.1,49,54.4,47,57.9,40,53.4,48,"Architecture,History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/university-arizona
Tilburg University,,Netherlands,11,Tilburg University,734,48,48,master_account,85.2,1,38.3,29,45.7,32,53.9,48,46.4,50,48.9,50,"History, Philosophy & Theology",/world-university-rankings/tilburg-university
University of Auckland UOA Auckland University,,New Zealand,11,University of Auckland,637,49,49,master_account,73.4,2,50.6,9,94.8,2,53.8,49,45.8,51,47.4,51,"Art, Performing Arts & Design,Languages, Literature & Linguistics,History, Philosophy & Theology,Architecture,Archaeology",/world-university-rankings/university-auckland
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,50,50,master_account,45.9,44,41.2,25,61.6,21,53.0,50,55.2,45,53.7,47,"History, Philosophy & Theology,Languages, Literature & Linguistics,Art, Performing Arts & Design",/world-university-rankings/durham-university
University of Southern California,,United States,0,University of Southern California,519,50,50,private,53.0,25,-,48,30.7,43,53.0,51,51.8,48,57.1,44,"Archaeology,History, Philosophy & Theology,Art, Performing Arts & Design,Languages, Literature & Linguistics,Architecture",/world-university-rankings/university-southern-california
