aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
Kyoto University,,Japan,0,Kyoto University,516,36,36,master_account,59.3,95,71.6,17,38.3,86,66.4,36,75.9,20,73.2,21,"Biological Sciences,Sport Science,Agriculture & Forestry,Veterinary Science",/world-university-rankings/kyoto-university
King’s College London,,United Kingdom,11,King’s College London,520,37,37,master_account,87.1,29,47.8,41,80.2,15,64.8,37,51.8,49,46.6,61,Biological Sciences,/world-university-rankings/kings-college-london
Ghent University,,Belgium,0,Ghent University,570,38,38,master_account,73.6,63,95.0,6,63.7,47,64.6,38,54.8,43,60.5,38,"Biological Sciences,Veterinary Science,Agriculture & Forestry,Sport Science",/world-university-rankings/ghent-university
Uppsala University,,Sweden,0,Uppsala University,551,39,39,master_account,69.6,77,31.9,69,65.7,41,64.0,39,60.7,39,62.7,33,Biological Sciences,/world-university-rankings/uppsala-university
University of Minnesota,,United States,0,University of Minnesota,506,40,40,public,77.4,53,-,93,34.1,93,63.4,40,63.6,37,55.6,42,"Sport Science,Veterinary Science,Agriculture & Forestry,Biological Sciences",/world-university-rankings/university-minnesota
University of Copenhagen,,Denmark,0,University of Copenhagen,599,41,41,master_account,72.0,72,-,90,71.8,30,61.8,41,57.0,42,51.6,48,"Veterinary Science,Biological Sciences,Agriculture & Forestry,Sport Science",/world-university-rankings/university-copenhagen
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,42,42,public,93.0,16,40.5,52,47.3,72,61.7,42,43.6,67,45.7,67,"Biological Sciences,Sport Science",/world-university-rankings/university-north-carolina-chapel-hill
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,43,43,master_account,96.4,9,70.3,18,97.2,1,61.0,43,37.2,78,29.1,97,Biological Sciences,/world-university-rankings/ecole-polytechnique-federale-de-lausanne
University of Zurich,,Switzerland,0,University of Zurich,525,44,44,master_account,72.7,68,-,98,96.9,3,60.9,44,45.3,61,52.8,47,"Biological Sciences,Agriculture & Forestry,Veterinary Science",/world-university-rankings/university-zurich
University of Massachusetts,,United States,0,University of Massachusetts,528,45,45,master_account,85.9,32,65.8,23,45.2,76,60.7,45,47.4,56,45.8,64,"Biological Sciences,Agriculture & Forestry,Veterinary Science,Sport Science",/world-university-rankings/university-massachusetts
Utrecht University utrecht  utrecht university,,Netherlands,0,Utrecht University,532,45,45,master_account,79.6,47,-,99,59.4,52,60.7,46,50.7,52,47.9,55,"Veterinary Science,Biological Sciences",/world-university-rankings/utrecht-university
University of Glasgow,,United Kingdom,1,University of Glasgow,566,47,47,master_account,78.7,51,32.3,68,75.1,26,60.3,47,48.0,55,47.6,57,"Veterinary Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-glasgow
KU Leuven,,Belgium,11,KU Leuven,531,48,48,master_account,75.9,59,100.0,1,60.9,50,59.8,48,44.9,62,50.4,49,"Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/ku-leuven
Osaka University,,Japan,0,Osaka University,583,49,49,master_account,68.6,80,81.4,12,27.7,99,59.7,49,59.7,40,55.1,44,"Biological Sciences,Sport Science",/world-university-rankings/osaka-university
Boston University,,United States,0,Boston University,518,50,50,private,92.0,20,30.7,70,40.0,83,59.2,50,38.5,73,45.8,63,Biological Sciences,/world-university-rankings/boston-university
Michigan State University,,United States,0,Michigan State University,560,51,51,public,63.8,91,-,80,50.3,69,59.0,51,53.0,47,61.6,35,"Biological Sciences,Agriculture & Forestry,Sport Science,Veterinary Science",/world-university-rankings/michigan-state-university
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,52,52,public,90.8,25,99.9,3,46.0,74,58.6,52,44.4,65,31.6,93,Biological Sciences,/world-university-rankings/university-california-santa-barbara
University of Manchester,,United Kingdom,0,University of Manchester,512,53,53,master_account,72.8,65,35.2,59,77.7,20,58.5,53,40.2,70,55.6,41,Biological Sciences,/world-university-rankings/university-manchester
New York University,,United States,0,New York University,508,54,54,private,91.6,22,-,81,42.5,80,58.3,54,33.3,86,46.7,60,Biological Sciences,/world-university-rankings/new-york-university
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,54,54,public,87.0,30,-,82,34.6,92,58.3,55,44.7,63,44.0,71,"Sport Science,Veterinary Science,Agriculture & Forestry,Biological Sciences",/world-university-rankings/penn-state-main-campus
University of Lausanne,,Switzerland,0,University of Lausanne,580,56,56,master_account,87.6,28,66.3,22,95.7,4,57.8,56,32.3,89,34.4,87,"Sport Science,Biological Sciences",/world-university-rankings/university-lausanne
University of Helsinki,,Finland,11,University of Helsinki,555,57,57,master_account,72.7,66,32.5,66,54.4,64,57.6,57,53.5,45,45.7,66,"Biological Sciences,Veterinary Science,Agriculture & Forestry",/world-university-rankings/university-helsinki
University of Dundee,,United Kingdom,6,University of Dundee,640,58,58,master_account,92.8,17,83.9,10,79.6,16,57.5,58,31.0,90,30.6,95,Biological Sciences,/world-university-rankings/university-dundee
University of Strasbourg,,France,0,University of Strasbourg,684,59,59,master_account,73.3,64,32.5,67,62.9,48,57.4,59,46.3,57,48.9,53,"Veterinary Science,Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-strasbourg
Lund University,,Sweden,0,Lund University,544,60,60,master_account,65.2,89,36.8,57,86.5,11,57.3,60,52.9,48,45.6,68,Biological Sciences,/world-university-rankings/lund-university
University of Göttingen,,Germany,0,University of Göttingen,533,61,61,master_account,66.6,86,35.2,58,59.5,51,57.1,61,48.9,54,54.5,46,"Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-gottingen
Texas A&M University,,United States,11,Texas A&M University,629,62,62,public,44.1,99,66.9,21,39.2,85,57.0,62,67.8,31,66.4,28,"Biological Sciences,Sport Science,Veterinary Science,Agriculture & Forestry",/world-university-rankings/texas-am-university
Monash University,,Australia,11,Monash University,581,63,63,master_account,69.2,79,84.3,9,69.3,36,56.8,63,46.2,58,45.7,65,Biological Sciences,/world-university-rankings/monash-university
University of Western Australia uwa,,Australia,0,University of Western Australia,654,64,64,master_account,70.1,76,74.3,16,89.9,8,56.2,64,38.5,74,45.2,69,"Biological Sciences,Agriculture & Forestry,Sport Science",/world-university-rankings/university-western-australia
University of Sydney UniSyd,,Australia,11,University of Sydney,522,65,65,master_account,59.0,96,68.2,19,77.7,21,55.8,66,50.5,53,50.0,50,"Sport Science,Agriculture & Forestry,Veterinary Science,Biological Sciences",/world-university-rankings/university-sydney
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,65,65,public,68.4,81,33.8,62,44.8,77,55.8,65,51.0,51,49.7,52,"Veterinary Science,Agriculture & Forestry,Sport Science,Biological Sciences",/world-university-rankings/ohio-state-university-main-campus
University of Aberdeen,,United Kingdom,0,University of Aberdeen,615,67,67,master_account,82.0,40,44.0,47,85.6,12,55.4,67,30.6,93,39.2,77,"Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/university-aberdeen
University of Cape Town UCT,,South Africa,6,University of Cape Town,567,68,68,master_account,80.7,45,37.3,56,70.9,33,55.0,68,35.9,79,38.7,79,,/world-university-rankings/university-cape-town
Northwestern University,,United States,0,Northwestern University,490,69,69,private,85.4,33,34.5,60,40.6,82,54.7,69,38.3,75,37.7,80,"Sport Science,Biological Sciences",/world-university-rankings/northwestern-university
University of Bristol,,United Kingdom,11,University of Bristol,530,69,69,master_account,77.3,55,33.7,63,58.9,54,54.7,70,41.9,69,39.5,76,"Biological Sciences,Veterinary Science",/world-university-rankings/university-bristol
University of York,,United Kingdom,0,University of York,586,71,71,master_account,97.4,7,43.0,48,74.8,27,54.6,72,24.1,98,26.3,100,Biological Sciences,/world-university-rankings/university-york
Stockholm University,,Sweden,0,Stockholm University,596,71,71,master_account,72.2,71,45.7,43,64.0,45,54.6,71,42.2,68,42.9,72,"Biological Sciences,Agriculture & Forestry",/world-university-rankings/stockholm-university
University of Montreal,,Canada,11,University of Montreal,569,73,73,master_account,69.4,78,93.0,7,69.2,37,54.4,73,35.8,80,46.4,62,"Agriculture & Forestry,Biological Sciences,Veterinary Science,Sport Science",/world-university-rankings/university-montreal
"University of California, Santa Cruz",,United States,0,"University of California, Santa Cruz",574,74,74,public,99.8,2,-,88,44.3,78,54.1,74,27.1,97,28.3,98,"Agriculture & Forestry,Biological Sciences",/world-university-rankings/university-california-santa-cruz
Oregon State University,,United States,0,Oregon State University,883,75,75,public,71.0,74,33.1,64,34.6,91,53.9,75,45.9,59,47.2,59,"Veterinary Science,Agriculture & Forestry,Biological Sciences,Sport Science",/world-university-rankings/oregon-state-university
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,76,76,public,67.5,84,-,92,36.4,89,53.6,76,45.7,60,49.9,51,"Biological Sciences,Agriculture & Forestry,Veterinary Science,Sport Science",/world-university-rankings/university-illinois-urbana-champaign
Swedish University of Agricultural Sciences,,Sweden,0,Swedish University of Agricultural Sciences,711,77,77,master_account,65.2,90,98.3,4,56.2,58,53.2,77,44.2,66,42.0,73,Biological Sciences,/world-university-rankings/swedish-university-agricultural-sciences
University of Leeds,,United Kingdom,0,University of Leeds,597,77,77,master_account,82.0,41,44.8,45,61.1,49,53.2,78,28.5,96,39.9,75,"Agriculture & Forestry,Sport Science,Biological Sciences",/world-university-rankings/university-leeds
Karolinska Institute,,Sweden,0,Karolinska Institute,496,79,79,master_account,72.2,70,-,78,31.6,96,53.1,79,53.4,46,39.1,78,Biological Sciences,/world-university-rankings/karolinska-institute
Technical University of Munich,,Germany,0,Technical University of Munich,552,80,80,master_account,80.5,46,42.9,50,57.7,57,53.0,80,32.9,87,37.7,81,"Agriculture & Forestry,Sport Science,Biological Sciences",/world-university-rankings/technical-university-munich
Tufts University,,United States,0,Tufts University,542,81,81,private,83.0,38,79.0,13,39.4,84,52.6,81,30.6,92,37.0,83,"Agriculture & Forestry,Veterinary Science,Biological Sciences",/world-university-rankings/tufts-university
University of Reading,,United Kingdom,0,University of Reading,628,81,81,master_account,63.4,92,59.5,28,69.4,34,52.6,82,37.8,76,48.4,54,"Agriculture & Forestry,Biological Sciences,Veterinary Science",/world-university-rankings/university-reading
University of Florida,,United States,0,University of Florida,590,83,83,public,56.1,97,-,91,33.0,95,52.2,83,58.3,41,47.8,56,"Sport Science,Agriculture & Forestry,Veterinary Science,Biological Sciences",/world-university-rankings/university-florida
Pohang University of Science and Technology (POSTECH) postech,,South Korea,0,Pohang University of Science and Technology (POSTECH),517,84,84,master_account,84.5,36,99.9,2,37.7,87,51.9,84,29.1,95,32.7,91,Biological Sciences,/world-university-rankings/pohang-university-science-and-technology-postech
Seoul National University,,South Korea,0,Seoul National University,588,85,85,master_account,51.1,98,56.1,32,27.3,100,51.8,85,51.8,50,59.0,39,"Veterinary Science,Sport Science,Biological Sciences,Agriculture & Forestry",/world-university-rankings/seoul-national-university
University of East Anglia,,United Kingdom,6,University of East Anglia,609,86,86,master_account,84.4,37,34.0,61,71.5,31,51.7,86,23.7,99,34.4,86,Biological Sciences,/world-university-rankings/university-east-anglia
Vanderbilt University,,United States,0,Vanderbilt University,534,87,87,private,84.8,34,67.5,20,33.9,94,51.5,87,33.5,85,30.5,96,Biological Sciences,/world-university-rankings/vanderbilt-university
University of Sheffield united kingdom UK Sheffield,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-51616042,United Kingdom,11,University of Sheffield,565,88,88,master_account,78.0,52,33.0,65,67.9,38,51.4,88,30.5,94,35.6,85,Biological Sciences,/world-university-rankings/university-sheffield
Pierre and Marie Curie University,,France,0,Pierre and Marie Curie University,548,89,89,master_account,72.4,69,-,83,58.0,56,51.3,90,34.1,82,41.2,74,"Biological Sciences,Veterinary Science",/world-university-rankings/pierre-and-marie-curie-university
Free University of Berlin,,Germany,0,Free University of Berlin,617,89,89,master_account,67.5,83,38.0,54,54.9,63,51.3,89,34.8,81,47.5,58,"Veterinary Science,Biological Sciences",/world-university-rankings/free-university-berlin
University of Basel,,Switzerland,0,University of Basel,575,91,91,master_account,70.4,75,82.5,11,96.9,2,51.2,91,30.9,91,31.9,92,"Sport Science,Biological Sciences",/world-university-rankings/university-basel
University of São Paulo,,Brazil,0,University of São Paulo,642,92,92,master_account,39.0,100,30.3,71,31.6,97,50.9,93,61.2,38,62.9,32,"Biological Sciences,Agriculture & Forestry,Sport Science,Veterinary Science",/world-university-rankings/university-sao-paulo
"University of California, Riverside",,United States,0,"University of California, Riverside",607,92,92,public,74.3,62,51.4,35,58.7,55,50.9,92,34.0,83,35.7,84,Biological Sciences,/world-university-rankings/university-california-riverside
"Colorado State University, Fort Collins",,United States,0,"Colorado State University, Fort Collins",696,94,94,public,65.6,88,-,74,29.4,98,50.5,94,44.4,64,44.6,70,"Agriculture & Forestry,Sport Science,Veterinary Science,Biological Sciences",/world-university-rankings/colorado-state-university-fort-collins-0
Vrije Universiteit Amsterdam,,Netherlands,0,Vrije Universiteit Amsterdam,625,95,95,master_account,75.4,60,57.0,31,55.1,62,50.3,95,32.7,88,33.9,88,"Sport Science,Agriculture & Forestry,Biological Sciences",/world-university-rankings/vrije-universiteit-amsterdam
University of Adelaide Adelaide University,,Australia,0,University of Adelaide,665,96,96,master_account,68.4,82,75.5,14,78.1,19,50.0,97,33.6,84,33.0,90,"Agriculture & Forestry,Biological Sciences,Veterinary Science",/world-university-rankings/university-adelaide
Aarhus University,,Denmark,0,Aarhus University,589,96,96,master_account,67.0,85,59.9,27,64.8,43,50.0,96,39.7,71,33.8,89,"Agriculture & Forestry,Sport Science,Biological Sciences,Veterinary Science",/world-university-rankings/aarhus-university
University of Exeter,,United Kingdom,11,University of Exeter,620,98,98,master_account,88.1,27,44.8,44,64.2,44,49.8,98,20.4,100,27.0,99,"Biological Sciences,Sport Science",/world-university-rankings/university-exeter
University of Utah,,United States,0,University of Utah,577,98,98,public,77.4,54,30.3,72,34.7,90,49.8,99,39.5,72,30.8,94,"Biological Sciences,Sport Science",/world-university-rankings/university-utah
University of Vienna,,Austria,0,University of Vienna,603,100,100,master_account,61.4,94,-,96,76.7,25,48.7,100,37.5,77,37.3,82,"Biological Sciences,Sport Science",/world-university-rankings/university-vienna
