aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
King’s College London,,United Kingdom,11,King’s College London,520,11,11,master_account,90.6,24,40.9,63,85.5,4,82.9,11,81.3,14,77.7,18,"Other Health,Medicine & Dentistry",/world-university-rankings/kings-college-london
University of Washington,,United States,0,University of Washington,489,12,12,public,91.1,22,-,97,42.3,78,82.1,12,87.4,8,79.7,13,"Other Health,Medicine & Dentistry",/world-university-rankings/university-washington
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,13,13,master_account,84.3,42,77.7,14,77.6,16,81.5,13,83.5,13,77.5,19,"Medicine & Dentistry,Other Health",/world-university-rankings/university-melbourne
University of Toronto,,Canada,0,University of Toronto,483,13,13,master_account,77.9,67,60.3,24,53.0,57,81.5,14,90.7,6,86.8,5,"Other Health,Medicine & Dentistry",/world-university-rankings/university-toronto
Karolinska Institute,,Sweden,0,Karolinska Institute,496,15,15,master_account,77.0,71,51.8,32,65.4,33,80.7,15,90.9,4,81.9,10,"Other Health,Medicine & Dentistry",/world-university-rankings/karolinska-institute
Washington University in St Louis,,United States,11,Washington University in St Louis,505,16,16,private,96.1,4,-,100,42.3,79,80.5,16,77.2,18,77.4,20,"Medicine & Dentistry,Other Health",/world-university-rankings/washington-university-st-louis
Duke University,,United States,0,Duke University,487,17,17,private,94.6,6,-,78,50.8,60,80.0,17,72.9,23,78.8,16,"Other Health,Medicine & Dentistry",/world-university-rankings/duke-university
University of Pennsylvania,,United States,0,University of Pennsylvania,480,18,18,private,92.7,12,-,94,49.5,63,79.7,19,74.0,22,79.3,14,"Other Health,Medicine & Dentistry",/world-university-rankings/university-pennsylvania
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,18,18,public,87.3,34,47.5,40,46.6,73,79.7,18,81.2,15,80.4,12,"Other Health,Medicine & Dentistry",/world-university-rankings/university-michigan-ann-arbor
McGill University,,Canada,0,McGill University,492,20,20,master_account,81.4,50,-,81,65.3,34,78.7,20,80.7,16,78.6,17,"Medicine & Dentistry,Other Health",/world-university-rankings/mcgill-university
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,21,21,public,91.5,19,43.8,54,41.0,81,78.3,21,76.3,20,77.0,21,"Other Health,Medicine & Dentistry",/world-university-rankings/university-north-carolina-chapel-hill
University of Pittsburgh-Pittsburgh campus,,United States,0,University of Pittsburgh-Pittsburgh campus,524,22,22,public,89.3,30,41.0,62,38.0,86,75.6,22,76.1,21,71.2,22,"Medicine & Dentistry,Other Health",/world-university-rankings/university-pittsburgh-pittsburgh-campus
University of Sydney UniSyd,,Australia,11,University of Sydney,522,23,23,master_account,80.3,56,63.2,20,82.0,10,75.4,23,76.9,19,67.1,29,"Medicine & Dentistry,Other Health",/world-university-rankings/university-sydney
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,24,24,public,97.8,2,-,86,49.9,61,75.0,24,61.5,41,68.5,26,Other Health,/world-university-rankings/university-california-berkeley
Boston University,,United States,0,Boston University,518,25,25,private,94.3,8,37.9,74,48.6,64,74.9,25,65.7,29,70.0,24,"Medicine & Dentistry,Other Health",/world-university-rankings/boston-university
McMaster University,,Canada,11,McMaster University,529,25,25,master_account,92.6,13,81.7,13,66.4,31,74.9,26,66.1,28,62.8,35,"Other Health,Medicine & Dentistry",/world-university-rankings/mcmaster-university
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,27,27,master_account,92.1,15,45.3,45,68.4,24,73.7,27,64.6,31,63.4,34,"Medicine & Dentistry,Other Health",/world-university-rankings/university-edinburgh
University of Chicago,,United States,11,University of Chicago,473,28,28,private,91.5,18,-,89,52.1,59,71.9,28,63.3,35,62.8,36,Medicine & Dentistry,/world-university-rankings/university-chicago
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,29,29,master_account,75.4,80,100.0,1,62.6,43,71.8,29,68.1,26,70.8,23,"Other Health,Medicine & Dentistry",/world-university-rankings/lmu-munich
Cornell University,,United States,0,Cornell University,484,30,30,private,89.3,27,44.2,49,48.6,65,71.4,30,67.0,27,61.6,39,Other Health,/world-university-rankings/cornell-university
Emory University,,United States,0,Emory University,539,31,31,private,91.5,17,44.6,47,43.7,76,70.8,31,56.6,48,68.5,25,"Other Health,Medicine & Dentistry",/world-university-rankings/emory-university
University of British Columbia ubc,,Canada,11,University of British Columbia,486,32,32,master_account,82.1,47,47.4,41,56.9,49,70.5,32,68.6,25,63.4,33,"Medicine & Dentistry,Other Health",/world-university-rankings/university-british-columbia
"University of California, San Diego",,United States,0,"University of California, San Diego",497,33,33,public,94.6,7,-,88,39.5,83,69.9,33,61.7,39,57.0,46,"Medicine & Dentistry,Other Health",/world-university-rankings/university-california-san-diego
Northwestern University,,United States,0,Northwestern University,490,34,34,private,89.3,28,96.5,6,31.4,91,68.8,34,57.6,45,61.5,40,"Other Health,Medicine & Dentistry",/world-university-rankings/northwestern-university
Erasmus University Rotterdam,,Netherlands,6,Erasmus University Rotterdam,621,35,35,master_account,85.4,39,-,79,53.4,56,68.7,35,62.4,38,59.7,43,Other Health,/world-university-rankings/erasmus-university-rotterdam
The University of Tokyo,,Japan,0,The University of Tokyo,494,36,36,master_account,78.3,66,-,96,46.9,71,68.6,36,64.0,33,67.5,28,"Medicine & Dentistry,Other Health",/world-university-rankings/university-tokyo
KU Leuven,,Belgium,11,KU Leuven,531,37,37,master_account,86.2,36,98.8,4,64.2,35,68.5,37,62.6,37,50.4,55,"Medicine & Dentistry,Other Health",/world-university-rankings/ku-leuven
University of Manchester,,United Kingdom,0,University of Manchester,512,38,38,master_account,82.0,48,45.4,44,63.7,36,68.3,38,64.4,32,58.3,45,"Medicine & Dentistry,Other Health",/world-university-rankings/university-manchester
Heidelberg University,,Germany,0,Heidelberg University,537,39,39,master_account,80.2,57,44.1,52,60.8,45,67.2,39,60.1,42,61.8,38,"Other Health,Medicine & Dentistry",/world-university-rankings/heidelberg-university-0
Vanderbilt University,,United States,0,Vanderbilt University,534,40,40,private,91.5,20,51.4,35,28.0,96,66.9,40,55.9,50,58.8,44,"Other Health,Medicine & Dentistry",/world-university-rankings/vanderbilt-university
New York University,,United States,0,New York University,508,41,41,private,84.4,41,-,82,47.4,69,66.0,41,52.4,54,62.6,37,"Other Health,Medicine & Dentistry",/world-university-rankings/new-york-university
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,42,42,master_account,75.8,78,59.1,25,75.9,17,65.8,42,63.3,36,53.4,49,"Other Health,Medicine & Dentistry",/world-university-rankings/university-queensland
University of Minnesota,,United States,0,University of Minnesota,506,43,43,public,83.8,44,-,93,31.3,92,65.5,43,54.2,52,65.1,31,"Other Health,Medicine & Dentistry",/world-university-rankings/university-minnesota
National University of Singapore nus,,Singapore,6,National University of Singapore,504,44,44,master_account,70.1,90,42.8,56,92.6,1,65.3,44,55.2,51,63.8,32,"Medicine & Dentistry,Other Health",/world-university-rankings/national-university-singapore
Maastricht University,,Netherlands,6,Maastricht University,663,45,45,master_account,78.6,63,95.8,7,71.8,18,64.5,45,58.0,43,48.2,59,"Medicine & Dentistry,Other Health",/world-university-rankings/maastricht-university
Monash University,,Australia,0,Monash University,581,46,46,master_account,73.3,84,82.7,12,70.4,21,64.3,46,61.5,40,52.5,50,"Other Health,Medicine & Dentistry",/world-university-rankings/monash-university
University of Amsterdam uva,,Netherlands,6,University of Amsterdam,556,47,47,master_account,80.7,53,61.4,22,65.6,32,63.9,47,56.8,47,49.6,57,"Medicine & Dentistry,Other Health",/world-university-rankings/university-amsterdam
University of Cape Town UCT,,South Africa,6,University of Cape Town,567,48,48,master_account,89.6,26,91.4,9,68.7,23,63.5,48,44.5,68,45.4,66,"Medicine & Dentistry,Other Health",/world-university-rankings/university-cape-town
Medical University of Vienna,,Austria,0,Medical University of Vienna,889,49,49,master_account,76.0,77,38.7,71,78.4,15,63.4,49,52.2,55,56.6,47,"Medicine & Dentistry,Other Health",/world-university-rankings/medical-university-vienna
Queen Mary University of London,,United Kingdom,0,Queen Mary University of London,131678,49,49,master_account,90.1,25,45.0,46,80.0,13,63.4,50,45.5,66,44.4,69,"Medicine & Dentistry,Other Health",/world-university-rankings/queen-mary-university-london
Tufts University,,United States,0,Tufts University,542,51,51,private,93.3,10,54.4,29,63.0,39,63.2,51,43.2,72,45.8,63,"Other Health,Medicine & Dentistry",/world-university-rankings/tufts-university
University of Zurich,,Switzerland,0,University of Zurich,525,52,52,master_account,76.5,75,-,98,83.5,9,62.7,52,51.2,56,52.2,53,"Other Health,Medicine & Dentistry",/world-university-rankings/university-zurich
Kyoto University,,Japan,0,Kyoto University,516,53,53,master_account,66.4,94,63.0,21,38.7,84,62.4,53,64.9,30,61.2,41,"Medicine & Dentistry,Other Health",/world-university-rankings/kyoto-university
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,54,54,master_account,74.2,83,67.3,17,78.9,14,62.2,54,57.0,46,47.1,61,"Medicine & Dentistry,Other Health",/world-university-rankings/unsw-sydney
University of Massachusetts,,United States,0,University of Massachusetts,528,55,55,master_account,71.7,88,40.2,68,32.3,89,61.2,55,57.8,44,61.0,42,"Medicine & Dentistry,Other Health",/world-university-rankings/university-massachusetts
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,56,56,master_account,67.7,93,55.1,28,85.5,5,60.7,56,53.8,53,52.4,51,"Other Health,Medicine & Dentistry",/world-university-rankings/university-hong-kong
University of Glasgow,,United Kingdom,1,University of Glasgow,566,57,57,master_account,92.1,16,51.4,34,67.3,28,60.3,57,42.2,76,36.8,82,"Medicine & Dentistry,Other Health",/world-university-rankings/university-glasgow
Seoul National University,,South Korea,0,Seoul National University,588,58,58,master_account,55.2,98,83.5,11,24.5,100,60.2,58,68.6,24,65.9,30,"Other Health,Medicine & Dentistry",/world-university-rankings/seoul-national-university
University of Basel,,Switzerland,0,University of Basel,575,59,59,master_account,81.9,49,84.6,10,84.7,6,59.4,59,38.0,84,42.9,70,"Medicine & Dentistry,Other Health",/world-university-rankings/university-basel
University of Southern California,,United States,0,University of Southern California,519,60,60,private,79.7,60,-,95,35.7,88,58.8,60,46.7,62,51.7,54,"Medicine & Dentistry,Other Health",/world-university-rankings/university-southern-california
Leiden University,,Netherlands,6,Leiden University,543,61,61,master_account,81.3,51,58.2,26,54.6,52,58.6,61,48.4,59,41.2,72,"Other Health,Medicine & Dentistry",/world-university-rankings/leiden-university
University of Bristol,,United Kingdom,11,University of Bristol,530,61,61,master_account,93.2,11,42.8,57,60.6,46,58.6,62,38.3,83,35.7,86,"Other Health,Medicine & Dentistry",/world-university-rankings/university-bristol
University of Iowa,,United States,0,University of Iowa,606,63,63,public,77.4,70,51.6,33,27.2,97,58.5,63,49.7,58,52.4,52,"Medicine & Dentistry,Other Health",/world-university-rankings/university-iowa
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,64,64,public,83.2,45,44.2,51,40.0,82,58.4,64,46.2,65,45.4,67,"Other Health,Medicine & Dentistry",/world-university-rankings/university-wisconsin-madison
Vrije Universiteit Amsterdam,,Netherlands,0,Vrije Universiteit Amsterdam,625,65,65,master_account,80.7,54,65.7,18,45.0,75,57.5,65,46.7,63,41.4,71,"Medicine & Dentistry,Other Health",/world-university-rankings/vrije-universiteit-amsterdam
University of Miami,,United States,0,University of Miami,636,66,66,private,79.7,59,-,92,52.6,58,57.4,66,44.7,67,44.8,68,"Other Health,Medicine & Dentistry",/world-university-rankings/university-miami
University of Montreal,,Canada,11,University of Montreal,569,67,67,master_account,66.2,96,97.1,5,62.8,41,57.3,67,48.4,60,49.6,58,"Medicine & Dentistry,Other Health",/world-university-rankings/university-montreal
University of Alberta,,Canada,0,University of Alberta,564,68,68,master_account,76.4,76,-,85,67.7,27,56.9,68,41.8,77,45.7,64,"Medicine & Dentistry,Other Health",/world-university-rankings/university-alberta
Case Western Reserve University,,United States,0,Case Western Reserve University,557,69,69,private,85.6,38,-,76,32.0,90,56.6,69,37.7,85,47.0,62,"Other Health,Medicine & Dentistry",/world-university-rankings/case-western-reserve-university
Uppsala University,,Sweden,0,Uppsala University,551,70,70,master_account,78.5,65,47.8,39,56.6,50,56.5,70,48.2,61,37.4,78,"Other Health,Medicine & Dentistry",/world-university-rankings/uppsala-university
University of Copenhagen,,Denmark,0,University of Copenhagen,599,71,71,master_account,80.3,55,-,90,61.6,44,56.4,71,44.1,69,38.1,75,"Other Health,Medicine & Dentistry",/world-university-rankings/university-copenhagen
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,72,72,public,77.4,69,49.4,38,47.9,67,55.8,72,41.4,78,45.6,65,"Other Health,Medicine & Dentistry",/world-university-rankings/ohio-state-university-main-campus
University of Florida,,United States,0,University of Florida,590,73,73,public,76.7,74,-,91,31.1,93,55.7,73,43.5,71,50.0,56,"Other Health,Medicine & Dentistry",/world-university-rankings/university-florida
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,74,74,master_account,68.7,92,60.4,23,63.0,37,55.1,74,43.0,73,47.1,60,"Other Health,Medicine & Dentistry",/world-university-rankings/chinese-university-hong-kong
Utrecht University utrecht  utrecht university,,Netherlands,6,Utrecht University,532,75,75,master_account,75.8,79,-,99,53.7,55,54.7,75,46.5,64,37.2,81,"Other Health,Medicine & Dentistry",/world-university-rankings/utrecht-university
University of Barcelona,,Spain,6,University of Barcelona,667,76,76,master_account,89.0,31,36.3,75,46.6,72,54.5,76,35.6,90,33.3,91,"Medicine & Dentistry,Other Health",/world-university-rankings/university-barcelona
University of Auckland UOA Auckland University,,New Zealand,11,University of Auckland,637,77,77,master_account,81.2,52,76.5,16,71.8,19,54.4,77,37.1,87,30.9,99,"Other Health,Medicine & Dentistry",/world-university-rankings/university-auckland
"University of California, Davis",,United States,0,"University of California, Davis",503,78,78,public,82.5,46,51.0,37,45.1,74,53.9,78,38.8,81,35.4,87,"Other Health,Medicine & Dentistry",/world-university-rankings/university-california-davis
University of São Paulo,,Brazil,0,University of São Paulo,642,79,79,master_account,40.8,100,42.9,55,26.8,98,53.6,79,63.6,34,68.1,27,"Medicine & Dentistry,Other Health",/world-university-rankings/university-sao-paulo
University of Cincinnati,,United States,0,University of Cincinnati,672,80,80,public,83.8,43,40.4,65,26.3,99,53.1,80,37.3,86,38.3,74,"Medicine & Dentistry,Other Health",/world-university-rankings/university-cincinnati
Pierre and Marie Curie University,,France,0,Pierre and Marie Curie University,548,81,81,master_account,85.1,40,-,83,41.1,80,52.8,81,29.6,99,40.1,73,"Other Health,Medicine & Dentistry",/world-university-rankings/pierre-and-marie-curie-university
University of Southampton,,United Kingdom,0,University of Southampton,593,81,81,master_account,86.2,37,40.3,67,62.9,40,52.8,82,29.7,98,31.5,98,"Other Health,Medicine & Dentistry",/world-university-rankings/university-southampton
University of Sheffield united kingdom UK Sheffield,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-51616042,United Kingdom,11,University of Sheffield,565,83,83,master_account,80.0,58,39.1,70,67.3,29,52.6,83,36.2,88,31.5,97,"Medicine & Dentistry,Other Health",/world-university-rankings/university-sheffield
University of Rochester,,United States,0,University of Rochester,545,84,84,private,87.3,35,40.4,66,47.9,68,52.5,84,29.3,100,33.8,90,"Other Health,Medicine & Dentistry",/world-university-rankings/university-rochester
University of Gothenburg,,Sweden,0,University of Gothenburg,676,85,85,master_account,77.0,72,42.8,58,49.6,62,52.4,85,42.5,75,32.5,94,"Other Health,Medicine & Dentistry",/world-university-rankings/university-gothenburg
Lund University,,Sweden,0,Lund University,544,86,86,master_account,64.4,97,38.3,73,67.8,26,52.3,86,49.8,57,36.5,84,"Medicine & Dentistry,Other Health",/world-university-rankings/lund-university
Yonsei University,,South Korea,0,Yonsei University,714,87,87,master_account,47.4,99,100.0,2,28.7,95,52.0,87,56.1,49,55.7,48,"Medicine & Dentistry,Other Health",/world-university-rankings/yonsei-university
University of Birmingham,,United Kingdom,11,University of Birmingham,612,88,88,master_account,74.8,82,39.7,69,59.7,47,51.7,88,35.7,89,37.4,77,"Medicine & Dentistry,Other Health",/world-university-rankings/university-birmingham
University of Otago,,New Zealand,1,University of Otago,682,89,89,master_account,69.9,91,38.4,72,88.5,2,51.6,89,33.4,95,37.7,76,"Medicine & Dentistry,Other Health",/world-university-rankings/university-otago
Radboud University Nijmegen,,Netherlands,6,Radboud University Nijmegen,624,90,90,master_account,72.7,86,44.5,48,54.6,53,51.5,90,44.0,70,31.8,96,"Other Health,Medicine & Dentistry",/world-university-rankings/radboud-university-nijmegen
University of Liverpool,,United Kingdom,0,University of Liverpool,646,90,90,master_account,79.3,62,45.5,43,68.2,25,51.5,92,35.2,91,28.3,100,"Other Health,Medicine & Dentistry",/world-university-rankings/university-liverpool
University of Groningen,,Netherlands,11,University of Groningen,598,90,90,master_account,71.9,87,95.8,8,42.8,77,51.5,91,40.4,79,34.8,89,"Other Health,Medicine & Dentistry",/world-university-rankings/university-groningen
Ghent University,,Belgium,0,Ghent University,570,93,93,master_account,73.1,85,77.5,15,48.2,66,51.4,93,38.4,82,35.2,88,"Other Health,Medicine & Dentistry",/world-university-rankings/ghent-university
University of Utah,,United States,0,University of Utah,577,93,93,public,79.7,61,57.0,27,31.0,94,51.4,94,34.5,93,37.2,80,"Medicine & Dentistry,Other Health",/world-university-rankings/university-utah
University of Adelaide Adelaide University,,Australia,0,University of Adelaide,665,95,95,master_account,66.2,95,64.7,19,67.0,30,51.3,95,42.5,74,35.7,85,"Medicine & Dentistry,Other Health",/world-university-rankings/university-adelaide
University of Western Australia uwa,,Australia,0,University of Western Australia,654,96,96,master_account,71.6,89,52.2,31,84.3,7,51.2,97,34.4,94,32.9,93,"Medicine & Dentistry,Other Health",/world-university-rankings/university-western-australia
University of Milan,,Italy,0,University of Milan,704,96,96,master_account,75.2,81,42.8,59,38.6,85,51.2,96,39.2,80,36.8,83,"Medicine & Dentistry,Other Health",/world-university-rankings/university-milan
University of Leeds,,United Kingdom,0,University of Leeds,597,98,98,master_account,78.6,64,42.7,60,56.5,51,51.0,98,33.2,96,33.1,92,"Medicine & Dentistry,Other Health",/world-university-rankings/university-leeds
University of Nottingham,,United Kingdom,0,University of Nottingham,604,98,98,master_account,77.8,68,40.8,64,62.7,42,51.0,99,33.0,97,32.5,95,"Medicine & Dentistry,Other Health",/world-university-rankings/university-nottingham
University of Bologna,,Italy,1,University of Bologna,692,100,100,master_account,76.9,73,44.2,50,36.8,87,50.5,100,34.5,92,37.2,79,"Medicine & Dentistry,Other Health",/world-university-rankings/university-bologna
