aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
ETH Zurich,,Switzerland,0,ETH Zurich,479,11,11,master_account,76.6,77,65.4,14,93.9,4,85.2,11,91.5,4,89.1,8,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/eth-zurich
Imperial College London,,United Kingdom,0,Imperial College London,472,12,12,master_account,86.3,58,43.7,39,89.7,8,85.1,12,85.1,10,86.0,10,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/imperial-college-london
Yale University,,United States,0,Yale University,475,13,13,private,92.3,38,37.6,51,76.2,31,84.7,13,83.6,12,82.8,12,"Chemistry,Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/yale-university
Columbia University,,United States,0,Columbia University,476,14,14,private,98.2,12,-,72,71.9,40,82.8,14,71.1,21,78.5,15,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/columbia-university
Cornell University,,United States,0,Cornell University,484,15,15,private,93.4,31,31.7,66,56.1,75,81.1,15,80.9,13,77.0,16,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/cornell-university
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,16,16,master_account,92.3,37,53.4,26,57.1,71,76.8,16,71.9,19,69.6,21,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/lmu-munich
University of Washington,,United States,0,University of Washington,489,17,17,public,97.2,18,-,99,64.6,57,76.2,17,68.4,25,62.7,27,"Physics & Astronomy,Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-washington
The University of Tokyo,,Japan,0,The University of Tokyo,494,18,18,master_account,74.7,79,-,97,55.3,76,75.6,18,75.4,16,83.4,11,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-tokyo
University of Toronto,,Canada,0,University of Toronto,483,19,19,master_account,88.8,49,33.3,62,68.3,48,75.3,19,69.7,23,69.3,22,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics",/world-university-rankings/university-toronto
École Polytechnique Fédérale de Lausanne,,Switzerland,0,École Polytechnique Fédérale de Lausanne,510,20,20,master_account,88.5,51,43.4,40,95.8,3,73.3,20,63.6,30,60.3,30,"Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/ecole-polytechnique-federale-de-lausanne
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,21,21,public,86.0,59,81.8,8,57.5,68,72.6,21,71.5,20,60.1,31,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/university-wisconsin-madison
University of Michigan-Ann Arbor,,United States,0,University of Michigan-Ann Arbor,482,22,22,public,85.1,62,43.8,38,69.9,46,72.2,22,68.6,24,62.5,28,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/university-michigan-ann-arbor
University of Texas at Austin,,United States,0,University of Texas at Austin,493,23,23,public,92.6,36,98.2,5,40.9,95,72.0,23,70.1,22,53.6,40,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Chemistry",/world-university-rankings/university-texas-austin
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,24,24,public,98.2,13,94.7,6,59.3,64,71.6,24,63.1,31,47.6,52,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/university-california-santa-barbara
École Normale Supérieure,,France,0,École Normale Supérieure,523,25,25,master_account,74.4,80,-,74,78.1,25,71.4,25,63.9,29,73.6,19,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/ecole-normale-superieure
Northwestern University,,United States,0,Northwestern University,490,26,26,private,98.6,10,49.3,28,47.9,86,71.2,26,62.9,32,53.0,41,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/northwestern-university
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,27,27,public,85.6,61,-,94,53.1,80,70.6,27,68.1,26,60.4,29,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/university-illinois-urbana-champaign
Australian National University anu,,Australia,0,Australian National University,502,28,28,master_account,63.9,94,58.4,17,93.3,5,69.7,28,74.2,17,67.1,24,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry",/world-university-rankings/australian-national-university
Pierre and Marie Curie University,,France,0,Pierre and Marie Curie University,548,29,29,master_account,78.5,73,-,83,66.8,50,69.3,29,64.9,28,64.1,25,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/pierre-and-marie-curie-university
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,30,30,master_account,88.2,54,60.8,16,78.5,24,69.2,30,56.1,36,56.6,34,"Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry",/world-university-rankings/university-melbourne
École Polytechnique,,France,6,École Polytechnique,527,31,31,master_account,77.2,75,-,75,75.0,35,68.8,31,52.8,38,72.4,20,"Physics & Astronomy,Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/ecole-polytechnique
University of Göttingen,,Germany,0,University of Göttingen,533,32,32,master_account,99.9,5,35.6,56,57.5,67,67.3,33,47.7,48,50.9,46,"Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry",/world-university-rankings/university-gottingen
Rice University,,United States,0,Rice University,536,32,32,private,99.8,6,40.7,44,81.9,21,67.3,32,44.7,57,47.2,53,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/rice-university
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,34,34,master_account,90.3,44,67.5,12,83.5,19,66.4,34,46.4,51,51.1,45,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics",/world-university-rankings/university-edinburgh
University of British Columbia ubc,,Canada,11,University of British Columbia,486,35,35,master_account,85.6,60,34.0,58,73.7,37,66.0,35,52.1,39,55.5,35,"Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/university-british-columbia
University of Colorado Boulder,,United States,0,University of Colorado Boulder,541,35,35,public,94.1,29,-,92,46.9,89,66.0,36,56.6,35,46.8,55,"Chemistry,Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-colorado-boulder
Peking University,,China,0,Peking University,514,37,37,master_account,66.9,90,100.0,2,40.8,96,65.6,37,65.2,27,67.8,23,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry",/world-university-rankings/peking-university
Kyoto University,,Japan,0,Kyoto University,516,38,38,master_account,52.5,99,81.7,9,40.7,97,64.0,38,73.0,18,74.3,18,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/kyoto-university
UCL ucl UCL,,United Kingdom,0,UCL,481,38,38,master_account,77.8,74,44.3,36,87.9,12,64.0,39,51.3,41,54.4,39,"Mathematics & Statistics,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/ucl
Scuola Normale Superiore di Pisa,,Italy,0,Scuola Normale Superiore di Pisa,1019,40,40,master_account,92.9,34,46.1,31,44.3,92,63.9,40,42.9,58,54.8,36,"Mathematics & Statistics,Physics & Astronomy,Chemistry",/world-university-rankings/scuola-normale-superiore-di-pisa
National University of Singapore nus,,Singapore,6,National University of Singapore,504,41,41,master_account,63.2,95,40.3,46,87.6,13,63.8,41,60.7,33,63.4,26,"Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/national-university-singapore
Brown University,,United States,0,Brown University,513,42,42,private,99.5,8,-,69,50.9,83,63.6,42,42.1,59,44.5,60,"Physics & Astronomy,Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/brown-university
Heidelberg University,,Germany,0,Heidelberg University,537,43,43,master_account,81.6,67,40.6,45,62.6,60,62.9,43,45.4,53,58.8,32,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/heidelberg-university-0
University of Bristol,,United Kingdom,11,University of Bristol,530,43,43,master_account,80.7,68,45.0,35,71.0,43,62.9,44,49.9,43,52.6,42,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/university-bristol
Boston University,,United States,0,Boston University,518,45,45,private,95.2,27,31.7,65,65.9,54,62.8,45,39.8,63,46.7,56,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics",/world-university-rankings/boston-university
New York University,,United States,0,New York University,508,46,46,private,88.5,52,-,79,58.5,65,62.4,46,45.3,54,48.2,51,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/new-york-university
Georgia Institute of Technology,,United States,0,Georgia Institute of Technology,488,47,47,public,86.5,57,55.3,22,71.1,42,62.3,47,49.7,44,42.3,63,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/georgia-institute-technology
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,48,48,public,89.7,45,51.3,27,66.4,53,61.6,48,46.9,49,40.1,71,"Mathematics & Statistics,Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/ohio-state-university-main-campus
Technical University of Munich,,Germany,0,Technical University of Munich,552,49,49,master_account,65.3,92,39.8,47,62.3,62,61.1,49,60.2,34,58.1,33,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/technical-university-munich
Paris-Sud University,,France,6,Paris-Sud University,867,50,50,master_account,78.5,72,-,81,64.1,58,60.8,50,49.7,45,49.2,48,"Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/paris-sud-university
University of Manchester,,United Kingdom,0,University of Manchester,512,51,51,master_account,73.3,81,39.3,49,77.9,28,60.7,51,50.3,42,52.1,43,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/university-manchester
University of Minnesota,,United States,0,University of Minnesota,506,52,52,public,88.9,48,-,95,45.4,90,60.6,52,49.5,46,41.8,67,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/university-minnesota
Stockholm University,,Sweden,0,Stockholm University,596,53,53,master_account,96.5,22,43.1,42,56.7,73,60.4,53,36.0,77,41.3,68,"Mathematics & Statistics,Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/stockholm-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,54,54,public,89.7,46,-,89,47.2,87,60.3,54,46.1,52,42.0,66,"Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/university-california-san-diego
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,55,55,private,97.7,14,33.8,60,57.8,66,60.1,55,39.9,62,35.6,80,"Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/carnegie-mellon-university
Lomonosov Moscow State University,,Russian Federation,0,Lomonosov Moscow State University,753,56,56,master_account,35.4,100,72.7,11,47.1,88,60.0,56,76.9,15,76.9,17,"Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/lomonosov-moscow-state-university
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,57,57,master_account,91.3,40,47.4,30,66.5,51,59.3,57,38.3,69,38.6,75,"Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/durham-university
McGill University,,Canada,0,McGill University,492,57,57,master_account,68.4,89,-,78,84.4,18,59.3,58,51.6,40,49.5,47,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Chemistry",/world-university-rankings/mcgill-university
University of Bonn,,Germany,0,University of Bonn,868,59,59,master_account,87.5,55,-,86,57.1,72,59.0,59,38.4,68,44.9,58,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/university-bonn
University of Zurich,,Switzerland,0,University of Zurich,525,60,60,master_account,96.3,23,-,100,96.3,2,58.9,60,30.4,88,32.0,89,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/university-zurich
"University of California, Santa Cruz",,United States,0,"University of California, Santa Cruz",574,61,61,public,99.9,4,-,90,57.2,70,58.6,61,36.4,76,30.9,91,"Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/university-california-santa-cruz
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,62,62,public,72.4,83,-,82,53.0,81,58.5,62,46.9,50,54.5,38,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/penn-state-main-campus
Duke University,,United States,0,Duke University,487,63,63,private,97.7,15,-,73,48.5,85,58.4,63,34.8,80,36.2,77,"Mathematics & Statistics,Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/duke-university
"University of California, Irvine",,United States,0,"University of California, Irvine",550,63,63,public,92.6,35,39.6,48,71.3,41,58.4,64,35.7,79,36.0,78,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/university-california-irvine
University of Basel,,Switzerland,0,University of Basel,575,65,65,master_account,90.6,42,100.0,3,92.6,6,58.3,65,29.9,89,32.5,86,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Physics & Astronomy",/world-university-rankings/university-basel
University of Pennsylvania,,United States,0,University of Pennsylvania,480,65,65,private,93.7,30,-,96,45.2,91,58.3,66,31.4,85,44.9,59,"Chemistry,Mathematics & Statistics,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-pennsylvania
Middle East Technical University,,Turkey,0,Middle East Technical University,754,67,67,master_account,96.5,21,32.9,63,41.5,94,58.0,67,30.8,87,42.8,61,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Physics & Astronomy",/world-university-rankings/middle-east-technical-university
Lund University,,Sweden,0,Lund University,544,68,68,master_account,88.3,53,30.0,68,89.0,9,57.6,68,38.1,72,32.0,88,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/lund-university
Humboldt University of Berlin,,Germany,0,Humboldt University of Berlin,573,69,69,master_account,72.7,82,-,77,62.5,61,57.0,69,38.3,70,54.5,37,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry",/world-university-rankings/humboldt-university-berlin
University of Geneva,,Switzerland,0,University of Geneva,594,70,70,master_account,80.0,69,-,93,97.5,1,56.7,70,33.7,82,39.5,74,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-geneva
Leiden University,,Netherlands,6,Leiden University,543,71,71,master_account,83.0,64,32.3,64,64.9,56,56.4,71,36.8,75,42.0,65,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/leiden-university
Paris Diderot University – Paris 7,,France,0,Paris Diderot University – Paris 7,635,72,72,master_account,93.4,32,-,80,75.5,33,55.9,72,27.2,93,33.5,82,,/world-university-rankings/paris-diderot-university-paris-7
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,73,73,master_account,64.3,93,66.5,13,32.1,99,55.8,73,54.8,37,51.6,44,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Chemistry",/world-university-rankings/tsinghua-university
University of Southampton,,United Kingdom,0,University of Southampton,593,74,74,master_account,81.9,66,36.3,54,77.8,29,55.6,74,33.1,83,40.5,70,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-southampton
University of Helsinki,,Finland,11,University of Helsinki,555,75,75,master_account,91.0,41,43.2,41,50.2,84,55.2,75,36.0,78,31.1,90,"Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/university-helsinki
University of Bern,,Switzerland,0,University of Bern,576,76,76,master_account,86.6,56,45.7,33,92.0,7,55.1,76,28.8,90,32.3,87,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry",/world-university-rankings/university-bern
Texas A&M University,,United States,11,Texas A&M University,629,77,77,public,63.0,96,56.6,19,61.1,63,54.4,77,49.3,47,46.4,57,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics",/world-university-rankings/texas-am-university
RWTH Aachen University,,Germany,0,RWTH Aachen University,632,78,78,master_account,90.3,43,54.9,23,54.1,78,54.0,79,28.5,91,33.3,83,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/rwth-aachen-university
Korea Advanced Institute of Science and Technology (KAIST),,South Korea,0,Korea Advanced Institute of Science and Technology (KAIST),558,78,78,master_account,70.2,87,100.0,1,25.0,100,54.0,78,42.1,60,49.0,49,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/korea-advanced-institute-science-and-technology-kaist
Radboud University Nijmegen,,Netherlands,6,Radboud University Nijmegen,624,80,80,master_account,88.6,50,36.5,53,66.5,52,53.7,80,32.4,84,28.5,93,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/radboud-university-nijmegen
Stony Brook University,,United States,0,Stony Brook University,578,81,81,public,76.9,76,33.3,61,81.5,22,53.6,81,38.3,71,33.3,84,"Chemistry,Physics & Astronomy,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/stony-brook-university
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,81,81,master_account,59.6,98,45.9,32,76.7,30,53.6,82,45.0,55,48.9,50,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/university-hong-kong
University of Warwick,,United Kingdom,0,University of Warwick,622,83,83,master_account,69.1,88,44.3,37,85.6,15,53.5,83,39.1,65,40.1,72,"Mathematics & Statistics,Physics & Astronomy,Chemistry",/world-university-rankings/university-warwick
"Royal Holloway, University of London",,United Kingdom,11,"Royal Holloway, University of London",571,84,84,master_account,100.0,2,53.6,25,88.2,11,53.2,84,15.7,99,21.7,97,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy",/world-university-rankings/royal-holloway-university-london
Joseph Fourier University,,France,0,Joseph Fourier University,869,85,85,master_account,66.7,91,33.9,59,68.2,49,52.8,85,38.7,67,46.8,54,,/world-university-rankings/universite-joseph-fourier-grenoble
Novosibirsk State University,,Russian Federation,0,Novosibirsk State University,1030,85,85,master_account,74.9,78,42.3,43,37.1,98,52.8,86,40.6,61,42.1,64,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/novosibirsk-state-university
"University of California, Davis",,United States,0,"University of California, Davis",503,87,87,public,82.1,65,34.4,57,70.4,44,52.7,87,31.1,86,33.8,81,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics",/world-university-rankings/university-california-davis
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,87,87,master_account,70.6,84,57.7,18,78.1,26,52.7,88,39.5,64,35.8,79,"Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/university-queensland
University of Massachusetts,,United States,0,University of Massachusetts,528,89,89,master_account,78.7,71,45.2,34,56.5,74,52.4,89,34.3,81,36.4,76,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry,Mathematics & Statistics",/world-university-rankings/university-massachusetts
University of Sussex,,United Kingdom,11,University of Sussex,563,89,89,master_account,100.0,3,36.6,52,84.7,17,52.4,90,15.8,98,21.2,98,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry",/world-university-rankings/university-sussex
Colorado School of Mines,,United States,0,Colorado School of Mines,673,91,91,public,96.9,20,-,71,43.7,93,52.3,91,27.3,92,25.2,95,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Chemistry,Mathematics & Statistics",/world-university-rankings/colorado-school-mines
University of Strasbourg,,France,0,University of Strasbourg,684,91,91,master_account,70.6,85,35.8,55,70.3,45,52.3,92,38.0,73,39.8,73,"Physics & Astronomy,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/university-strasbourg
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,93,93,public,78.7,70,30.2,67,53.9,79,52.2,94,39.0,66,33.3,85,"Physics & Astronomy,Chemistry,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences",/world-university-rankings/university-maryland-college-park
University of Liverpool,,United Kingdom,0,University of Liverpool,646,93,93,master_account,84.9,63,48.1,29,83.5,20,52.2,93,25.2,94,29.5,92,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/university-liverpool
National Research Nuclear University MEPhI,,Russian Federation,6,National Research Nuclear University MEPhI,878,95,95,master_account,100.0,1,88.7,7,54.3,77,52.0,95,13.9,100,24.9,96,"Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry",/world-university-rankings/national-research-nuclear-university-mephi
Florida Institute of Technology,,United States,0,Florida Institute of Technology,873,96,96,private,99.7,7,-,76,78.0,27,51.9,96,17.0,97,19.3,100,"Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry",/world-university-rankings/florida-institute-technology
University of Victoria,,Canada,0,University of Victoria,641,96,96,master_account,98.6,11,-,98,72.9,38,51.9,97,20.1,95,20.3,99,"Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy",/world-university-rankings/university-victoria
"University of California, Riverside",,United States,0,"University of California, Riverside",607,98,98,public,93.4,33,38.7,50,72.6,39,51.8,98,19.6,96,26.7,94,"Chemistry,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics",/world-university-rankings/university-california-riverside
Uppsala University,,Sweden,0,Uppsala University,551,99,99,master_account,62.4,97,55.8,21,57.4,69,51.6,99,44.9,56,42.6,62,"Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Mathematics & Statistics,Chemistry",/world-university-rankings/uppsala-university
University of Arizona,,United States,0,University of Arizona,561,100,100,public,70.4,86,-,85,52.9,82,51.5,100,37.9,74,41.2,69,"Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Chemistry,Physics & Astronomy",/world-university-rankings/university-arizona
