aliases,apply_link,location,member_level,name,nid,rank,rank_order,record_type,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,scores_overall,scores_overall_rank,scores_research,scores_research_rank,scores_teaching,scores_teaching_rank,subjects_offered,url
University of Wisconsin-Madison,,United States,0,University of Wisconsin-Madison,491,17,17,public,90.6,19,50.4,32,43.7,69,79.8,17,84.4,15,77.4,18,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-wisconsin-madison
"University of California, Berkeley",,United States,0,"University of California, Berkeley",474,18,18,public,92.9,14,-,85,41.5,73,78.8,18,76.8,21,81.0,16,"Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-california-berkeley
University of Melbourne UniMelb Australia,,Australia,11,University of Melbourne,501,19,19,master_account,68.5,75,51.1,31,80.6,16,76.0,19,84.6,14,73.9,21,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-melbourne
University of Toronto,,Canada,0,University of Toronto,483,20,20,master_account,76.2,58,30.5,66,56.3,53,75.9,20,82.6,16,77.1,19,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/university-toronto
University of British Columbia ubc,,Canada,11,University of British Columbia,486,21,21,master_account,88.2,24,32.2,58,64.3,40,75.4,21,74.3,22,72.7,22,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/university-british-columbia
Duke University,,United States,0,Duke University,487,22,22,private,92.6,15,-,76,61.3,44,75.2,22,65.3,36,75.0,20,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/duke-university
Cornell University,,United States,0,Cornell University,484,23,23,private,86.0,36,30.2,68,38.3,81,71.4,23,73.2,23,69.1,23,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/cornell-university
Australian National University anu,,Australia,0,Australian National University,502,24,24,master_account,67.5,77,40.4,40,85.0,10,70.4,24,77.7,19,64.4,27,"Geography,Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/australian-national-university
McGill University,,Canada,0,McGill University,492,25,25,master_account,75.4,61,-,80,75.5,26,70.3,25,69.6,29,67.0,26,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/mcgill-university
University of Texas at Austin,,United States,0,University of Texas at Austin,493,26,26,public,83.6,44,61.1,26,29.7,94,70.2,26,71.8,25,68.4,24,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/university-texas-austin
King’s College London,,United Kingdom,11,King’s College London,520,27,27,master_account,86.2,35,74.1,17,83.1,12,69.5,27,66.0,33,56.6,35,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/kings-college-london
University of North Carolina at Chapel Hill,,United States,0,University of North Carolina at Chapel Hill,507,28,28,public,86.6,32,35.0,45,35.4,85,68.8,28,72.1,24,62.3,29,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/university-north-carolina-chapel-hill
University of Hong Kong HKU Hong Kong University,,Hong Kong,11,University of Hong Kong,498,29,29,master_account,61.1,93,92.8,12,87.9,8,65.3,30,70.6,27,55.7,38,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography,Sociology",/world-university-rankings/university-hong-kong
National University of Singapore nus,,Singapore,6,National University of Singapore,504,29,29,master_account,53.1,97,34.9,46,83.6,11,65.3,29,70.7,26,67.5,25,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Geography",/world-university-rankings/national-university-singapore
University of Sydney UniSyd,,Australia,11,University of Sydney,522,31,31,master_account,65.4,83,49.0,33,75.2,27,65.1,31,66.0,34,62.8,28,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/university-sydney
Ohio State University (Main campus)  ,,United States,0,Ohio State University (Main campus)  ,521,32,32,public,84.9,40,31.3,62,44.6,66,64.9,32,68.5,30,53.1,47,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/ohio-state-university-main-campus
University of Washington,,United States,0,University of Washington,489,33,33,public,86.6,34,-,96,35.7,84,64.4,33,66.1,32,53.8,45,"Sociology,Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-washington
University of Illinois at Urbana-Champaign,,United States,0,University of Illinois at Urbana-Champaign,495,34,34,public,69.6,72,-,91,37.2,82,63.5,34,70.1,28,59.9,30,"Politics & International Studies (incl Development Studies),Sociology,Geography,Communication & Media Studies",/world-university-rankings/university-illinois-urbana-champaign
University of Queensland UQ UOQ,,Australia,11,University of Queensland,538,35,35,master_account,63.4,89,38.6,41,82.0,14,62.4,35,66.7,31,54.7,40,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-queensland
University of Amsterdam uva,,Netherlands,6,University of Amsterdam,556,36,36,master_account,73.5,65,65.6,23,53.0,58,62.0,36,65.6,35,51.3,49,"Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-amsterdam
University of Minnesota,,United States,0,University of Minnesota,506,37,37,public,80.2,49,-,92,32.1,91,61.5,37,63.9,37,52.9,48,"Sociology,Politics & International Studies (incl Development Studies),Geography,Communication & Media Studies",/world-university-rankings/university-minnesota
The Hong Kong University of Science and Technology hkust,,Hong Kong,11,The Hong Kong University of Science and Technology,526,38,38,master_account,90.0,20,33.0,55,95.7,2,61.2,38,58.4,42,36.1,84,Sociology,/world-university-rankings/hong-kong-university-science-and-technology
University of Manchester,,United Kingdom,0,University of Manchester,512,39,39,master_account,65.9,81,35.7,43,74.3,29,60.5,39,57.3,44,58.2,32,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-manchester
Erasmus University Rotterdam,,Netherlands,6,Erasmus University Rotterdam,621,40,40,master_account,77.3,54,-,77,71.2,34,59.8,40,58.4,41,46.1,55,"Geography,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/erasmus-university-rotterdam
University of Edinburgh,,United Kingdom,0,University of Edinburgh,500,41,41,master_account,64.0,86,34.8,48,73.7,31,59.4,41,58.6,40,55.2,39,"Sociology,Geography,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-edinburgh
Peking University,,China,0,Peking University,514,42,42,master_account,69.9,70,100.0,4,81.0,15,59.1,42,47.8,60,54.0,44,"Sociology,Geography,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/peking-university
Penn State (Main campus)  ,,United States,0,Penn State (Main campus)  ,515,43,43,public,74.8,63,-,83,39.4,76,59.0,43,55.6,46,55.9,36,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/penn-state-main-campus
University of Virginia (Main campus)  ,,United States,0,University of Virginia (Main campus)  ,601,44,44,public,87.7,29,45.2,36,38.6,79,58.8,44,42.2,72,58.8,31,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/university-virginia-main-campus
Michigan State University,,United States,0,Michigan State University,560,45,45,public,78.0,53,-,81,39.3,77,58.5,45,53.0,50,54.2,42,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/michigan-state-university
UNSW Sydney unsw australia unsw,,Australia,6,UNSW Sydney,638,46,46,master_account,63.4,88,51.6,30,80.0,19,58.4,46,59.6,38,48.8,52,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/unsw-sydney
University of Warwick,,United Kingdom,0,University of Warwick,622,47,47,master_account,64.0,87,31.1,63,79.2,20,57.9,47,53.7,48,54.7,41,"Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-warwick
University of Southern California,,United States,0,University of Southern California,519,48,48,private,77.2,56,-,94,33.4,90,57.6,48,52.1,52,54.2,43,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-southern-california
HEC Paris,,France,0,HEC Paris,972,49,49,master_account,95.8,9,72.9,18,96.0,1,57.3,49,38.8,83,36.0,85,,/world-university-rankings/hec-paris
KU Leuven,,Belgium,11,KU Leuven,531,49,49,master_account,63.0,90,100.0,1,57.0,50,57.3,50,59.1,39,47.7,54,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/ku-leuven
Carnegie Mellon University,,United States,0,Carnegie Mellon University,485,51,51,private,87.7,27,35.3,44,56.7,51,57.2,51,54.4,47,38.4,75,Politics & International Studies (incl Development Studies),/world-university-rankings/carnegie-mellon-university
University of Cape Town UCT,,South Africa,6,University of Cape Town,567,52,52,master_account,89.2,22,97.7,6,69.5,37,57.0,52,44.9,66,38.3,76,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/university-cape-town
Washington University in St Louis,,United States,11,Washington University in St Louis,505,53,53,private,88.7,23,-,100,35.1,87,56.7,53,49.4,57,46.0,56,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/washington-university-st-louis
Indiana University,,United States,0,Indiana University,587,54,54,public,72.2,67,-,79,41.8,72,56.1,54,46.7,62,56.7,33,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies,Geography",/world-university-rankings/indiana-university
LMU Munich Ludwig-Maximilians-Universität München,,Germany,6,LMU Munich,509,55,55,master_account,69.0,73,67.2,20,51.0,59,55.7,55,53.4,49,47.9,53,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/lmu-munich
Durham University united kingdom UK  England,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-56154151,United Kingdom,11,Durham University,547,56,56,master_account,81.1,48,35.7,42,76.2,25,55.6,56,46.4,63,42.0,60,"Sociology,Politics & International Studies (incl Development Studies),Geography",/world-university-rankings/durham-university
"University of California, Santa Barbara",,United States,0,"University of California, Santa Barbara",499,56,56,public,82.3,47,91.9,13,46.3,63,55.6,57,52.0,53,37.9,78,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-california-santa-barbara
Boston University,,United States,0,Boston University,518,58,58,private,79.5,50,30.4,67,39.2,78,54.7,58,44.7,68,51.2,50,"Sociology,Geography,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/boston-university
"University of California, San Diego",,United States,0,"University of California, San Diego",497,59,59,public,93.9,12,-,87,35.1,86,54.0,59,44.3,70,38.5,74,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology",/world-university-rankings/university-california-san-diego
Arizona State University (Tempe)  ,,United States,0,Arizona State University (Tempe)  ,591,60,60,public,85.5,38,30.5,65,24.8,99,53.6,60,49.6,56,41.5,62,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Geography",/world-university-rankings/arizona-state-university-tempe
Monash University,,Australia,0,Monash University,581,61,61,master_account,45.8,99,62.2,25,77.2,24,53.5,61,57.4,43,49.3,51,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography,Sociology",/world-university-rankings/monash-university
Maastricht University,,Netherlands,6,Maastricht University,663,62,62,master_account,74.3,64,81.9,14,94.5,4,52.8,62,48.0,58,29.3,96,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/maastricht-university
Tilburg University,,Netherlands,11,Tilburg University,734,63,63,master_account,59.4,94,95.9,10,70.1,36,52.7,63,52.8,51,40.1,70,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/tilburg-university
Utrecht University utrecht  utrecht university,,Netherlands,6,Utrecht University,532,64,64,master_account,72.7,66,-,98,47.9,62,52.6,64,50.3,55,41.2,64,"Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/utrecht-university
Leiden University,,Netherlands,6,Leiden University,543,65,65,master_account,67.6,76,71.2,19,44.5,67,51.9,65,51.2,54,40.7,66,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/leiden-university
Chinese University of Hong Kong CUHK,,Hong Kong,11,Chinese University of Hong Kong,662356,66,66,master_account,65.4,82,34.5,51,72.7,33,51.8,66,45.4,65,44.1,58,"Communication & Media Studies,Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/chinese-university-hong-kong
Pompeu Fabra University,,Spain,0,Pompeu Fabra University,650,67,67,master_account,95.9,8,45.1,37,59.1,46,51.5,67,33.8,92,33.9,90,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/pompeu-fabra-university
Seoul National University,,South Korea,0,Seoul National University,588,68,68,master_account,47.0,98,96.1,9,43.8,68,51.1,68,47.9,59,55.7,37,"Politics & International Studies (incl Development Studies),Geography,Communication & Media Studies,Sociology",/world-university-rankings/seoul-national-university
University of Rochester,,United States,0,University of Rochester,545,69,69,private,88.2,25,29.9,72,57.5,49,51.0,69,36.7,87,36.7,81,"Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/university-rochester
"University of Maryland, College Park",,United States,0,"University of Maryland, College Park",559,70,70,public,83.6,43,34.7,49,34.1,89,50.7,70,44.9,67,36.3,83,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/university-maryland-college-park
University of Bristol,,United Kingdom,11,University of Bristol,530,71,71,master_account,68.7,74,34.3,52,72.8,32,50.6,72,40.3,81,43.0,59,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/university-bristol
Humboldt University of Berlin,,Germany,0,Humboldt University of Berlin,573,71,71,master_account,54.8,95,-,78,56.1,55,50.6,71,43.2,71,53.2,46,"Sociology,Geography,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/humboldt-university-berlin
Dartmouth College,,United States,0,Dartmouth College,554,73,73,private,96.0,7,-,75,34.2,88,50.4,73,29.8,99,41.6,61,"Geography,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/dartmouth-college
"University of California, Davis",,United States,0,"University of California, Davis",503,74,74,public,86.0,37,34.9,47,44.9,65,50.3,74,41.8,75,33.7,92,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-california-davis
University of Florida,,United States,0,University of Florida,590,75,75,public,64.9,84,-,90,24.7,100,50.0,76,56.8,45,39.3,73,"Geography,Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-florida
Free University of Berlin,,Germany,0,Free University of Berlin,617,75,75,master_account,62.1,92,41.6,39,49.4,61,50.0,75,45.9,64,45.7,57,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/free-university-berlin
University of Western Australia uwa,,Australia,0,University of Western Australia,654,77,77,master_account,75.0,62,66.6,22,80.3,18,49.7,77,37.2,86,34.3,88,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-western-australia
Emory University,,United States,0,Emory University,539,78,78,private,87.7,28,30.7,64,42.8,71,49.6,78,31.7,94,41.3,63,"Communication & Media Studies,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/emory-university
University of Sussex,,United Kingdom,11,University of Sussex,563,79,79,master_account,78.9,52,32.1,59,75.0,28,49.4,79,34.0,91,37.5,79,"Politics & International Studies (incl Development Studies),Geography,Sociology,Communication & Media Studies",/world-university-rankings/university-sussex
Wageningen University & Research,,Netherlands,0,Wageningen University & Research,540,80,80,master_account,85.1,39,-,99,77.4,22,49.2,80,31.1,97,31.7,94,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/wageningen-university-research
National Taiwan University of Science and Technology (Taiwan Tech),,Taiwan,6,National Taiwan University of Science and Technology (Taiwan Tech),793,81,81,master_account,99.8,1,100.0,3,28.8,95,49.1,81,32.0,93,27.8,99,,/world-university-rankings/national-taiwan-university-science-and-technology-taiwan-tech
University of Pittsburgh-Pittsburgh campus,,United States,0,University of Pittsburgh-Pittsburgh campus,524,81,81,public,86.6,33,52.2,29,27.6,96,49.1,82,39.3,82,34.9,87,"Politics & International Studies (incl Development Studies),Geography,Communication & Media Studies,Sociology",/world-university-rankings/university-pittsburgh-pittsburgh-campus
Vanderbilt University,,United States,0,Vanderbilt University,534,83,83,private,77.2,57,53.2,28,27.1,97,48.8,83,42.1,73,38.3,77,"Communication & Media Studies,Sociology,Geography,Politics & International Studies (incl Development Studies)",/world-university-rankings/vanderbilt-university
Vrije Universiteit Amsterdam,,Netherlands,0,Vrije Universiteit Amsterdam,625,84,84,master_account,77.3,55,57.0,27,50.5,60,48.7,84,41.9,74,32.4,93,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies,Geography",/world-university-rankings/vrije-universiteit-amsterdam
University of Auckland UOA Auckland University,,New Zealand,11,University of Auckland,637,85,85,master_account,64.5,85,78.7,16,65.3,39,48.4,85,41.0,78,37.1,80,"Communication & Media Studies,Geography,Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-auckland
University of Sheffield united kingdom UK Sheffield,https://timeshighereducation.studygroup.com?utm_campaign=the&uid=i-51616042,United Kingdom,11,University of Sheffield,565,85,85,master_account,66.9,79,30.1,70,63.5,42,48.4,86,40.5,80,40.1,71,"Sociology,Geography,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-sheffield
The University of Tokyo,,Japan,0,The University of Tokyo,494,87,87,master_account,41.7,100,-,95,38.4,80,48.0,88,47.1,61,56.7,34,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-tokyo
"University of California, Irvine",,United States,0,"University of California, Irvine",550,87,87,public,84.9,41,33.8,53,42.9,70,48.0,87,40.8,79,29.1,97,"Sociology,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-california-irvine
University of Nottingham,,United Kingdom,0,University of Nottingham,604,89,89,master_account,71.5,68,32.6,56,77.3,23,47.8,89,35.1,90,36.6,82,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies,Geography",/world-university-rankings/university-nottingham
Brown University,,United States,0,Brown University,513,90,90,private,79.5,51,-,73,27.0,98,47.5,90,41.3,77,35.2,86,"Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/brown-university
Central European University,,Hungary,0,Central European University,1035,91,91,master_account,75.4,60,29.9,71,95.2,3,47.4,91,23.4,100,40.2,68,"Politics & International Studies (incl Development Studies),Sociology",/world-university-rankings/central-european-university
University of York,,United Kingdom,0,University of York,586,92,92,master_account,83.8,42,31.4,61,78.4,21,47.1,93,31.4,95,28.5,98,"Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/university-york
"Nanyang Technological University, Singapore NTU Nan yang",,Singapore,6,"Nanyang Technological University, Singapore",634,92,92,master_account,53.1,96,80.1,15,80.3,17,47.1,92,38.3,85,40.9,65,"Sociology,Politics & International Studies (incl Development Studies),Communication & Media Studies",/world-university-rankings/nanyang-technological-university-singapore
University of Zurich,,Switzerland,0,University of Zurich,525,92,92,master_account,75.7,59,-,97,83.0,13,47.1,94,31.0,98,33.8,91,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/university-zurich
York University,,Canada,6,York University,765,95,95,master_account,67.4,78,45.8,34,56.3,54,47.0,95,36.6,88,39.7,72,"Geography,Politics & International Studies (incl Development Studies),Sociology,Communication & Media Studies",/world-university-rankings/york-university
Cardiff University,,United Kingdom,0,Cardiff University,671,96,96,master_account,65.9,80,32.2,57,66.0,38,46.8,96,41.7,76,34.0,89,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Sociology,Geography",/world-university-rankings/cardiff-university
University of Groningen,,Netherlands,11,University of Groningen,598,96,96,master_account,70.2,69,94.2,11,55.7,56,46.8,97,44.7,69,25.2,100,"Communication & Media Studies,Politics & International Studies (incl Development Studies),Geography,Sociology",/world-university-rankings/university-groningen
Tsinghua University Qinghua University Tsing hua University Qing hua University,,China,6,Tsinghua University,535,98,98,master_account,62.8,91,97.9,5,71.0,35,46.6,98,31.1,96,40.2,69,"Geography,Sociology,Communication & Media Studies,Politics & International Studies (incl Development Studies)",/world-university-rankings/tsinghua-university
University of Colorado Boulder,,United States,0,University of Colorado Boulder,541,99,99,public,89.7,21,-,89,30.6,93,46.5,99,35.3,89,29.5,95,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Sociology,Geography",/world-university-rankings/university-colorado-boulder
University of Georgia,,United States,0,University of Georgia,675,100,100,public,69.6,71,31.9,60,31.0,92,46.1,100,38.6,84,40.3,67,"Politics & International Studies (incl Development Studies),Communication & Media Studies,Geography,Sociology",/world-university-rankings/university-georgia
